#START
    2000       1       1       0       0       0   0.00211599   0.00128808
  0.000722869  0.000516360  0.000379499  0.000212158  0.000150507  0.000122956
  0.000247089  7.29832e-05   0.00449159   0.00433227  0.000125391  6.38193e-05
  5.61540e-05  0.000141545  7.03429e-05  6.58475e-05  0.000113182  9.73660e-05
  9.42686e-05  0.000121885  7.41271e-05  6.10608e-05  1.80357e-05  1.31479e-05
  1.20813e-05  1.88683e-05  8.36426e-06  9.96902e-06  6.57013e-05  3.27307e-05
  1.67515e-05  6.80457e-05  4.19129e-05  1.70826e-05  3.17973e-05  4.96021e-05
  1.29688e-05  3.86053e-05  0.000158305  8.01216e-05  0.000503447  0.000336040
  0.000336040  0.000249721  7.44201e-05  7.96652e-05  0.000298983  0.000384803
  7.23346e-05  0.000221802  4.44923e-05  2.61481e-05  4.55716e-05  5.52963e-05
  2.41273e-06  1.20637e-06  6.03183e-07
    2000       1       2       0       0       0   0.00211977   0.00129055
  0.000724505  0.000517616  0.000380671  0.000212654  0.000151021  0.000123505
  0.000248509  7.34037e-05   0.00452373   0.00436324  0.000125780  6.43040e-05
  5.66575e-05  0.000142807  7.08633e-05  6.65042e-05  0.000113900  9.79157e-05
  9.52051e-05  0.000123131  7.46728e-05  6.13674e-05  1.81199e-05  1.32266e-05
  1.21253e-05  1.89543e-05  8.38483e-06  1.00164e-05  6.61652e-05  3.29205e-05
  1.69303e-05  6.86306e-05  4.23802e-05  1.71484e-05  3.21403e-05  5.01235e-05
  1.30393e-05  3.89743e-05  0.000159608  8.09017e-05  0.000508484  0.000339248
  0.000339248  0.000253428  7.59495e-05  8.06485e-05  0.000302970  0.000388842
  7.31304e-05  0.000224741  4.53497e-05  2.66987e-05  4.68398e-05  5.69312e-05
  2.48981e-06  1.24491e-06  6.22453e-07
    2000       1       3       0       0       0   0.00212556   0.00129431
  0.000726957  0.000519487  0.000382390  0.000213396  0.000151769  0.000124296
  0.000250536  7.40044e-05   0.00456924   0.00440710  0.000126349  6.49894e-05
  5.73669e-05  0.000144582  7.15981e-05  6.74263e-05  0.000114919  9.86981e-05
  9.65220e-05  0.000124882  7.54434e-05  6.18041e-05  1.82401e-05  1.33380e-05
  1.21887e-05  1.90772e-05  8.41523e-06  1.00844e-05  6.68191e-05  3.31889e-05
  1.71799e-05  6.94530e-05  4.30343e-05  1.72431e-05  3.26214e-05  5.08544e-05
  1.31394e-05  3.94901e-05  0.000161428  8.19910e-05  0.000515551  0.000343764
  0.000343764  0.000258592  7.80747e-05  8.20222e-05  0.000308533  0.000394500
  7.42444e-05  0.000228844  4.65445e-05  2.74652e-05  4.86019e-05  5.92015e-05
  2.59680e-06  1.29840e-06  6.49200e-07
    2000       1       4       0       0       0   0.00213079   0.00129772
  0.000729188  0.000521194  0.000383964  0.000214072  0.000152455  0.000125025
  0.000252406  7.45583e-05   0.00461134   0.00444767  0.000126870  6.56236e-05
  5.80239e-05  0.000146227  7.22787e-05  6.82815e-05  0.000115862  9.94212e-05
  9.77423e-05  0.000126505  7.61572e-05  6.22081e-05  1.83513e-05  1.34413e-05
  1.22471e-05  1.91908e-05  8.44307e-06  1.01470e-05  6.74256e-05  3.34379e-05
  1.74122e-05  7.02159e-05  4.36417e-05  1.73305e-05  3.30677e-05  5.15327e-05
  1.32322e-05  3.99700e-05  0.000163124  8.30048e-05  0.000522108  0.000347948
  0.000347948  0.000263394  8.00520e-05  8.32986e-05  0.000313703  0.000399753
  7.52788e-05  0.000232657  4.76544e-05  2.81774e-05  5.02401e-05  6.13126e-05
  2.69630e-06  1.34815e-06  6.74074e-07
    2000       1       5       0       0       0   0.00213757   0.00130212
  0.000732039  0.000523366  0.000385952  0.000214934  0.000153318  0.000125934
  0.000254736  7.52496e-05   0.00466354   0.00449797  0.000127525  6.64092e-05
  5.88363e-05  0.000148258  7.31192e-05  6.93358e-05  0.000117029  0.000100318
  9.92499e-05  0.000128507  7.70386e-05  6.27073e-05  1.84887e-05  1.35683e-05
  1.23197e-05  1.93317e-05  8.47807e-06  1.02251e-05  6.81713e-05  3.37437e-05
  1.76961e-05  7.11553e-05  4.43883e-05  1.74390e-05  3.36176e-05  5.23677e-05
  1.33467e-05  4.05566e-05  0.000165189  8.42428e-05  0.000530180  0.000353120
  0.000353120  0.000269279  8.24746e-05  8.48656e-05  0.000320045  0.000406212
  7.65500e-05  0.000237335  4.90198e-05  2.90532e-05  5.22521e-05  6.39048e-05
  2.81845e-06  1.40922e-06  7.04611e-07
    2000       1       6       0       0       0   0.00214220   0.00130515
  0.000734031  0.000524893  0.000387370  0.000215538  0.000153937  0.000126595
  0.000256440  7.57543e-05   0.00470197   0.00453501  0.000127994  6.69886e-05
