model,values,failing,max_bound_fraction,combined_margin,max_bulk_relative,max_near_zero_absolute,bulk_margin,near_zero_margin,cross_setting_baseline_matter_max_relative_above_1,cross_setting_baseline_matter_worst_k_over_h,cross_setting_accuracy-only_matter_max_relative_above_1,cross_setting_accuracy-only_matter_worst_k_over_h
5_Kmimic_1,221355,2701,1.3551686130897789,0.7379155555558538,0.009758865248226924,0.12699999999999534,0.010247093023255842,82.78145695364233,0.6732350159139202,0.310261,0.0003798637018850304,0.0897847
5_Kmimic_2,221342,0,0.8846007308042593,1.1304535087720562,0.0015377568381101437,0.12100000000000932,0.06502978723404472,388.80248833592674,2.3499851617370657,0.310261,0.0003804451207911619,0.0897847
