check,file,atol,bulk_failing,bulk_margin,bulk_values,combined_margin,files,max_absolute_error_below_atol,max_bound_fraction,max_relative_error_above_atol,near_zero_failing,near_zero_margin,near_zero_values,rtol,values,values_failing
horava,5_Horava_SolSyst_2_scalarCovCls.dat,0.1,0,7.225599999992774,17425,20.267400000018434,1,1.11999999999942e-06,0.0493403199225895,1.383968113376052e-05,0,89285.71428576052,73549,0.0001,90974,0
horava,5_Horava_SolSyst_2_tensCls.dat,0.01,0,,6831,,1,0.0,0.0,0.0,0,,10664,0.0001,17495,0
horava,5_Horava_SolSyst_2_totCls.dat,0.1,0,7.10894999999289,13947,23.418300000021297,1,1.1099999999999131e-06,0.04270164785655195,1.4066774980848088e-05,0,90090.09009009715,3548,0.0001,17495,0
horava,5_Horava_SolSyst_2_transfer_out.dat,1000.0,0,,1980,10342331161.449514,1,9.669000000000042e-08,9.668999999994648e-11,0.0,0,10342331161.443745,1296,0.0001,3276,0
horava,5_Horava_SolSyst_3_lensedCls.dat,0.1,0,12.819599999916015,13546,114.57789999945292,1,4.0000000000456337e-07,0.008727686578343422,7.800555399595551e-06,0,249999.9999971479,3449,0.0001,16995,0
horava,5_Horava_SolSyst_3_lensedtotCls.dat,0.1,0,11.42379999992516,13555,114.87369999945152,1,4.0000000000456337e-07,0.008705212768499445,8.753654650874064e-06,0,249999.9999971479,3440,0.0001,16995,0
horava,5_Horava_SolSyst_3_lenspotentialCls.dat,0.1,0,10.035000000157082,13952,114.01869999945558,1,5.000000000005e-07,0.00877049115631712,9.965122072589405e-06,0,199999.9999998,14040,0.0001,27992,0
horava,5_Horava_SolSyst_3_matterpower.dat,1.0,0,,712,,1,0.0,0.0,0.0,0,,594,0.0001,1306,0
horava,5_Horava_SolSyst_3_scalCls.dat,100.0,0,10.581400000099846,9575,1011.004799996322,1,0.00010000000000331966,0.000989114987390404,9.450545296374431e-06,0,999999.9999668035,11419,0.0001,20994,0
horava,5_Horava_SolSyst_3_scalarCovCls.dat,0.1,0,10.146000000158818,17507,30.068900000027345,1,5.000000000005e-07,0.03325695319745952,9.856100926319207e-06,0,199999.9999998,73467,0.0001,90974,0
horava,5_Horava_SolSyst_3_tensCls.dat,0.01,0,87.17509999749323,6732,100087.17509712194,1,0.0,9.991290083166265e-06,1.1471165505158648e-06,0,,10763,0.0001,17495,0
horava,5_Horava_SolSyst_3_totCls.dat,0.1,0,10.035000000157082,13952,114.01869999945558,1,5.000000000005e-07,0.00877049115631712,9.965122072589405e-06,0,199999.9999998,3543,0.0001,17495,0
horava,5_Horava_SolSyst_3_transfer_out.dat,1000.0,0,,1991,2237937516.784807,1,4.4684000000000016e-07,4.468399999999449e-10,0.0,0,2237937516.7845306,1324,0.0001,3315,0
horava,5_Horava_eta_1_lensedCls.dat,0.1,0,10.127700000023605,13547,21.750800000019783,1,1.4000000000003593e-06,0.045975320447941705,9.873910167142287e-06,0,71428.5714285531,3448,0.0001,16995,0
horava,5_Horava_eta_1_lensedtotCls.dat,0.1,0,10.372799999950471,13556,20.44070000001859,1,1.4000000000003593e-06,0.04892200364953698,9.64059848840019e-06,0,71428.5714285531,3439,0.0001,16995,0
horava,5_Horava_eta_1_lenspotentialCls.dat,0.1,0,10.180800000096069,13947,32.69489999928634,1,1.4000000000003593e-06,0.03058581001996727,9.822410812417137e-06,0,71428.5714285531,14045,0.0001,27992,0
horava,5_Horava_eta_1_matterpower.dat,1.0,0,,725,,1,0.0,0.0,0.0,0,,583,0.0001,1308,0
horava,5_Horava_eta_1_scalCls.dat,100.0,0,10.084799999951848,9538,1012.7962000147381,1,0.00010000000000331966,0.0009873654739082237,9.91591305732166e-06,0,999999.9999668035,11456,0.0001,20994,0
horava,5_Horava_eta_1_scalarCovCls.dat,0.1,0,10.084799999951848,17425,21.14320000001923,1,1.3999999999986246e-06,0.047296530326492225,9.91591305732166e-06,0,71428.5714286416,73549,0.0001,90974,0
horava,5_Horava_eta_1_tensCls.dat,0.01,0,15.419699999824086,6832,100015.41969885897,1,0.0,9.998458267844558e-06,6.485210477580034e-06,0,,10663,0.0001,17495,0
horava,5_Horava_eta_1_totCls.dat,0.1,0,10.180800000096069,13947,32.69489999928634,1,1.4000000000003593e-06,0.03058581001996727,9.822410812417137e-06,0,71428.5714285531,3548,0.0001,17495,0
horava,5_Horava_eta_1_transfer_out.dat,1000.0,0,,1980,10000000081.986444,1,1.0000000000287557e-07,9.999999918013557e-11,0.0,0,9999999999.712444,1296,0.0001,3276,0
horava,5_Horava_eta_2_lensedCls.dat,0.1,0,10.115400000130263,13546,26.43370000002404,1,1.0999999999969368e-06,0.03783049667655646,9.88591652319357e-06,0,90909.09090934407,3449,0.0001,16995,0
horava,5_Horava_eta_2_lensedtotCls.dat,0.1,0,10.449500000024354,13554,20.468100000018616,1,1.3000000000096268e-06,0.048856513306026965,9.5698358772924e-06,0,76923.0769225073,3441,0.0001,16995,0
horava,5_Horava_eta_2_lenspotentialCls.dat,0.1,0,10.010199999934422,13947,26.862200000024433,1,1.000000000001e-06,0.037227032782091204,9.989810393464178e-06,0,99999.9999999,14045,0.0001,27992,0
horava,5_Horava_eta_2_matterpower.dat,1.0,0,,724,,1,0.0,0.0,0.0,0,,584,0.0001,1308,0
horava,5_Horava_eta_2_scalCls.dat,100.0,0,10.681799999948996,9536,35.9967,1,0.00010000000000331966,0.027780324307505967,9.36171806254353e-06,0,999999.9999668035,11458,0.0001,20994,0
horava,5_Horava_eta_2_scalarCovCls.dat,0.1,0,6.090299999993909,17425,20.246800000018418,1,8.999999999981245e-07,0.049390520971170276,1.6419552403017917e-05,0,111111.11111134266,73549,0.0001,90974,0
horava,5_Horava_eta_2_tensCls.dat,0.01,0,,6831,,1,0.0,0.0,0.0,0,,10664,0.0001,17495,0
horava,5_Horava_eta_2_totCls.dat,0.1,0,10.010199999934422,13947,26.862200000024433,1,1.000000000001e-06,0.037227032782091204,9.989810393464178e-06,0,99999.9999999,3548,0.0001,17495,0
horava,5_Horava_eta_2_transfer_out.dat,1000.0,0,70.01610000000001,1980,1070.0161,1,0.00010000000000331966,0.0009345653771004005,1.4282429326969082e-06,0,9999999.999668034,1296,0.0001,3276,0
horava,5_Horava_eta_3_lensedCls.dat,0.1,0,10.970399999947617,13547,110.97039999947015,1,3.000000000016878e-07,0.009011412052265962,9.115437905680513e-06,0,333333.33333145804,3448,0.0001,16995,0
horava,5_Horava_eta_3_lensedtotCls.dat,0.1,0,10.522100000099288,13555,21.700700000019737,1,3.000000000086267e-07,0.04608146280991353,9.503806274323224e-06,0,333333.33332374814,3440,0.0001,16995,0
horava,5_Horava_eta_3_lenspotentialCls.dat,0.1,0,10.936900000009949,13941,20.936900000019044,1,3.000000000016878e-07,0.04776256274802337,9.1433587213844e-06,0,333333.33333145804,14051,0.0001,27992,0
horava,5_Horava_eta_3_matterpower.dat,1.0,0,,723,,1,0.0,0.0,0.0,0,,585,0.0001,1308,0
horava,5_Horava_eta_3_scalCls.dat,100.0,0,10.098200000009186,9530,1011.2355999963211,1,0.00010000000000331966,0.000988889236102485,9.902754946417088e-06,0,999999.9999668035,11464,0.0001,20994,0
horava,5_Horava_eta_3_scalarCovCls.dat,0.1,0,10.318700000024048,17415,110.37709999947296,1,3.999999999976245e-07,0.009059850276957583,9.691143264148289e-06,0,250000.0000014847,73559,0.0001,90974,0
horava,5_Horava_eta_3_tensCls.dat,0.01,0,,6824,,1,0.0,0.0,0.0,0,,10671,0.0001,17495,0
horava,5_Horava_eta_3_totCls.dat,0.1,0,10.936900000009949,13941,20.936900000019044,1,3.000000000016878e-07,0.04776256274802337,9.1433587213844e-06,0,333333.33333145804,3554,0.0001,17495,0
horava,5_Horava_eta_3_transfer_out.dat,1000.0,0,,1981,58004640371.24318,1,1.7239999999999855e-08,1.7239999999995993e-11,0.0,0,58004640371.23019,1295,0.0001,3276,0
horava,5_Horava_eta_4_lensedCls.dat,0.1,0,10.40570000002425,13541,21.09550000001919,1,1.1999999999998123e-06,0.04740347467465054,9.610117531715017e-06,0,83333.33333334637,3454,0.0001,16995,0
horava,5_Horava_eta_4_lensedtotCls.dat,0.1,0,10.007099999934443,13548,23.588500000021455,1,1.0999999999969368e-06,0.04239353922458361,9.992905037488895e-06,0,90909.09090934407,3447,0.0001,16995,0
horava,5_Horava_eta_4_lenspotentialCls.dat,0.1,0,10.008500000023325,13948,20.339000000018498,1,1.1999999999998123e-06,0.04916662569443387,9.99150721884068e-06,0,83333.33333334637,14044,0.0001,27992,0
horava,5_Horava_eta_4_matterpower.dat,1.0,0,,713,,1,0.0,0.0,0.0,0,,593,0.0001,1306,0
horava,5_Horava_eta_4_scalCls.dat,100.0,0,10.441199999950145,9446,10011.160900009105,1,0.00010000000000331966,9.988851542672644e-05,9.57744320580752e-06,0,999999.9999668035,11548,0.0001,20994,0
horava,5_Horava_eta_4_scalarCovCls.dat,0.1,0,10.045799999934188,17492,26.58280000002418,1,1.1999999999998123e-06,0.03761830958360633,9.954408807726127e-06,0,83333.33333334637,73482,0.0001,90974,0
horava,5_Horava_eta_4_tensCls.dat,0.01,0,,6738,1000038.2645059391,1,9.999999999940612e-09,9.999617369581773e-07,0.0,0,1000000.0000059388,10757,0.0001,17495,0
horava,5_Horava_eta_4_totCls.dat,0.1,0,10.008500000023325,13948,20.339000000018498,1,1.1999999999998123e-06,0.04916662569443387,9.99150721884068e-06,0,83333.33333334637,3547,0.0001,17495,0
horava,5_Horava_eta_4_transfer_out.dat,1000.0,0,,1987,100000000088.80708,1,9.999999999940612e-09,9.999999991119291e-12,0.0,0,100000000000.59389,1315,0.0001,3302,0
horndeski-full,5_ADE_1_lensedCls.dat,0.1,0,1.7075764705893155,13544,27.578900000025087,1,2.9000000000001247e-06,0.03625960426264609,5.856253100365584e-05,0,34482.758620688175,3451,0.0001,16995,0
horndeski-full,5_ADE_1_lensedtotCls.dat,0.1,0,1.6418375000040544,13553,27.728900000025217,1,2.9000000000001247e-06,0.03606345725936083,6.090736750729172e-05,0,34482.758620688175,3442,0.0001,16995,0
horndeski-full,5_ADE_1_lenspotentialCls.dat,0.1,0,0.762000000000482,13943,27.29740000002483,1,2.9000000000001247e-06,0.03663352553719733,0.00013123359580044194,0,34482.758620688175,14049,0.0001,27992,0
horndeski-full,5_ADE_1_matterpower.dat,1.0,0,,723,,1,0.0,0.0,0.0,0,,585,0.0001,1308,0
horndeski-full,5_ADE_1_scalCls.dat,100.0,0,10.903299999947938,9431,10020.694800236957,1,0.00010000000000331966,9.979347938791162e-05,9.171535223324818e-06,0,999999.9999668035,11563,0.0001,20994,0
horndeski-full,5_ADE_1_scalarCovCls.dat,0.1,0,0.8739833333324594,17417,21.61180000001966,1,2.9000000000001247e-06,0.04627101861016159,0.00011441865786925762,0,34482.758620688175,73557,0.0001,90974,0
horndeski-full,5_ADE_1_tensCls.dat,0.01,0,,6901,10000031.029942548,1,1.0000000000157452e-09,9.999968970153738e-08,0.0,0,9999999.999842549,10594,0.0001,17495,0
horndeski-full,5_ADE_1_totCls.dat,0.1,0,0.762000000000482,13943,27.29740000002483,1,2.9000000000001247e-06,0.03663352553719733,0.00013123359580044194,0,34482.758620688175,3552,0.0001,17495,0
horndeski-full,5_ADE_1_transfer_out.dat,1000.0,0,,1974,,1,0.0,0.0,0.0,0,,1289,0.0001,3263,0
horndeski-full,5_hdsk_TG_1_lensedCls.dat,0.1,0,6.494799999993504,13548,20.378000000018535,1,1.2000000000067512e-06,0.04907252919811024,1.539693293097555e-05,0,83333.33333286451,3447,0.0001,16995,0
horndeski-full,5_hdsk_TG_1_lensedtotCls.dat,0.1,0,6.734424999993265,13554,21.067300000019163,1,1.1999999999928734e-06,0.04746692741827811,1.4849077686677039e-05,0,83333.33333382824,3441,0.0001,16995,0
horndeski-full,5_hdsk_TG_1_lenspotentialCls.dat,0.1,0,8.415049999991584,13944,30.507399999334083,1,1.299999999995749e-06,0.03277893232533182,1.1883470686460568e-05,0,76923.07692332847,14048,0.0001,27992,0
horndeski-full,5_hdsk_TG_1_matterpower.dat,1.0,0,,751,,1,0.0,0.0,0.0,0,,575,0.0001,1326,0
horndeski-full,5_hdsk_TG_1_scalCls.dat,100.0,0,10.250400000096723,9490,123.298,1,0.00010000000000331966,0.00811043163717173,9.755716849982088e-06,0,999999.9999668035,11504,0.0001,20994,0
horndeski-full,5_hdsk_TG_1_scalarCovCls.dat,0.1,0,8.191499999991809,17453,22.324900000020307,1,1.1999999999998123e-06,0.044793033787344644,1.2207776353549412e-05,0,83333.33333334637,73521,0.0001,90974,0
horndeski-full,5_hdsk_TG_1_tensCls.dat,0.01,0,94.79909999727398,6654,100094.79909712171,1,9.999999999940612e-09,9.990529068645242e-06,1.0548623352212792e-06,0,1000000.0000059388,10841,0.0001,17495,0
horndeski-full,5_hdsk_TG_1_totCls.dat,0.1,0,8.415049999991584,13944,30.507399999334083,1,1.299999999995749e-06,0.03277893232533182,1.1883470686460568e-05,0,76923.07692332847,3551,0.0001,17495,0
horndeski-full,5_hdsk_TG_1_transfer_out.dat,1000.0,0,,1974,10000000016.376442,1,1.0000000000287557e-07,9.999999983623557e-11,0.0,0,9999999999.712444,1341,0.0001,3315,0
horndeski-full,5_hdsk_TG_2_lensedCls.dat,0.1,0,6.495324999993504,13548,20.378000000018535,1,1.1999999999928734e-06,0.04907252919811024,1.5395688437468488e-05,0,83333.33333382824,3447,0.0001,16995,0
horndeski-full,5_hdsk_TG_2_lensedtotCls.dat,0.1,0,8.9799000000741,13554,20.811100000018925,1,1.1999999999928734e-06,0.0480512803263206,1.1135981469634944e-05,0,83333.33333382824,3441,0.0001,16995,0
horndeski-full,5_hdsk_TG_2_lenspotentialCls.dat,0.1,0,8.415049999991584,13944,28.687200000026092,1,1.1999999999998123e-06,0.0348587523355047,1.1883470686460568e-05,0,83333.33333334637,14048,0.0001,27992,0
horndeski-full,5_hdsk_TG_2_matterpower.dat,1.0,0,,751,,1,0.0,0.0,0.0,0,,575,0.0001,1326,0
horndeski-full,5_hdsk_TG_2_scalCls.dat,100.0,0,10.250400000096723,9490,10011.358400009107,1,0.00010000000000331966,9.988654486678755e-05,9.755716849982088e-06,0,999999.9999668035,11504,0.0001,20994,0
horndeski-full,5_hdsk_TG_2_scalarCovCls.dat,0.1,0,8.191499999991809,17453,20.473800000018624,1,1.1999999999998123e-06,0.04884291142821998,1.2207776353549412e-05,0,83333.33333334637,73521,0.0001,90974,0
horndeski-full,5_hdsk_TG_2_tensCls.dat,0.01,0,94.79909999727398,6654,100094.79909712171,1,9.999999999940612e-09,9.990529068645242e-06,1.0548623352212792e-06,0,1000000.0000059388,10841,0.0001,17495,0
horndeski-full,5_hdsk_TG_2_totCls.dat,0.1,0,8.415049999991584,13944,28.687200000026092,1,1.1999999999998123e-06,0.0348587523355047,1.1883470686460568e-05,0,83333.33333334637,3551,0.0001,17495,0
horndeski-full,5_hdsk_TG_2_transfer_out.dat,1000.0,0,,1974,10000000061.223845,1,1.0000000000287557e-07,9.999999938776156e-11,0.0,0,9999999999.712444,1341,0.0001,3315,0
horndeski-full,5_hdsk_TG_3_lensedCls.dat,0.1,0,9.603199999990396,13878,20.397400000018553,1,1.6000000000043757e-06,0.049025856236534576,1.0413195601476592e-05,0,62499.99999982908,3117,0.0001,16995,0
horndeski-full,5_hdsk_TG_3_lensedtotCls.dat,0.1,0,9.382399999990618,13964,20.92130000001903,1,1.5000000000015001e-06,0.047798176977486596,1.065825375171598e-05,0,66666.6666666,3031,0.0001,16995,0
horndeski-full,5_hdsk_TG_3_lenspotentialCls.dat,0.1,0,10.023900000023362,13942,20.070400000018253,1,2.1000000000014063e-06,0.04982461734689346,9.976156984783063e-06,0,47619.047619015735,14050,0.0001,27992,0
horndeski-full,5_hdsk_TG_3_matterpower.dat,1.0,0,,750,,1,0.0,0.0,0.0,0,,564,0.0001,1314,0
horndeski-full,5_hdsk_TG_3_scalCls.dat,100.0,0,10.197899999951305,9535,1084.0234999369015,1,0.00010000000000331966,0.0009224892265326422,9.805940438764598e-06,0,999999.9999668035,11459,0.0001,20994,0
horndeski-full,5_hdsk_TG_3_scalarCovCls.dat,0.1,0,10.046500000023414,17424,27.288699999404347,1,2.099999999997937e-06,0.036645204792526864,9.953715224184238e-06,0,47619.0476190944,73550,0.0001,90974,0
horndeski-full,5_hdsk_TG_3_tensCls.dat,0.01,0,,6681,1000016.0865059389,1,9.999999999940612e-09,9.999839137528327e-07,0.0,0,1000000.0000059388,10814,0.0001,17495,0
horndeski-full,5_hdsk_TG_3_totCls.dat,0.1,0,10.023900000023362,13942,20.070400000018253,1,2.1000000000014063e-06,0.04982461734689346,9.976156984783063e-06,0,47619.047619015735,3553,0.0001,17495,0
horndeski-full,5_hdsk_TG_3_transfer_out.dat,1000.0,0,49.576400003426805,1999,100049.57640691558,1,1.0000000000287557e-06,9.995044815910668e-06,2.0170887759717896e-06,0,999999999.9712443,1303,0.0001,3302,0
kmouflage-kmimic,5_Kmimic_1_lensedCls.dat,0.1,0,0.01724241486068128,15186,1.1832176470583173,1,0.0007565000000000002,0.8451530472742459,0.005799651661788679,0,132.18770654329145,1809,0.0001,16995,0
kmouflage-kmimic,5_Kmimic_1_lensedtotCls.dat,0.1,0,0.017553786707882674,15197,1.1832176470583173,1,0.0007565000000000072,0.8451530472742459,0.00569677652258895,0,132.18770654329023,1798,0.0001,16995,0
kmouflage-kmimic,5_Kmimic_1_lenspotentialCls.dat,0.1,200,0.01862090878032107,13953,0.599099628252776,1,0.0007508999999999988,1.669171458036815,0.005370307173497456,0,133.1735251032097,14039,0.0001,27992,200
kmouflage-kmimic,5_Kmimic_1_matterpower.dat,1.0,4,0.10836938775510002,730,0.5561048458149824,1,0.00013199999999990997,1.7982220574512,0.0009227698160110151,0,7575.757575762743,578,0.0001,1308,4
kmouflage-kmimic,5_Kmimic_1_scalCls.dat,100.0,0,0.2258479245283135,10872,10.454654545454545,1,0.07739999999999725,0.0956511758138176,0.0004427758200959844,0,1291.9896640827333,10122,0.0001,20994,0
kmouflage-kmimic,5_Kmimic_1_scalarCovCls.dat,0.1,200,0.018930157103824865,17439,0.599099628252776,1,0.0007510000000000017,1.669171458036815,0.005282576338460227,0,133.15579227696375,73535,0.0001,90974,200
kmouflage-kmimic,5_Kmimic_1_tensCls.dat,0.01,0,,6678,,1,0.0,0.0,0.0,0,,10817,0.0001,17495,0
kmouflage-kmimic,5_Kmimic_1_totCls.dat,0.1,200,0.01862090878032107,13953,0.599099628252776,1,0.0007508999999999988,1.669171458036815,0.005370307173497456,0,133.1735251032097,3542,0.0001,17495,200
kmouflage-kmimic,5_Kmimic_1_transfer_out.dat,1000.0,0,0.18606344827586208,1783,2.824672351421189,1,0.19400000000007367,0.3540233611508485,0.0005374510734195232,0,5154.639175255775,1493,0.0001,3276,0
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,0.1,623,0.01591918656056597,14304,0.7230515151511764,1,0.0011274000000000006,1.383027321076727,0.006281728002843679,0,88.69966294128078,2691,0.0001,16995,623
kmouflage-kmimic,5_Kmimic_2_lensedtotCls.dat,0.1,623,0.015738903625110618,14313,0.7279656250001448,1,0.0011274000000000006,1.3736912371374692,0.00635368272034242,0,88.69966294128078,2682,0.0001,16995,623
kmouflage-kmimic,5_Kmimic_2_lenspotentialCls.dat,0.1,705,0.011253035714285894,13955,0.6165674418603739,1,1.4799999999995372e-05,1.6218825907879468,0.008886490946887206,0,6756.756756758869,14037,0.0001,27992,705
kmouflage-kmimic,5_Kmimic_2_matterpower.dat,1.0,2,0.11882525252527872,731,0.41770235294122116,1,9.199999999998099e-05,2.3940492385512595,0.000841571954401916,0,10869.56521739355,577,0.0001,1308,2
kmouflage-kmimic,5_Kmimic_2_scalCls.dat,100.0,0,0.3442750000000497,10693,20.0994,1,0.04080000000000439,0.0497527289371822,0.00029046547091710284,0,2450.980392156599,10301,0.0001,20994,0
kmouflage-kmimic,5_Kmimic_2_scalarCovCls.dat,0.1,705,0.011443878462913224,17443,0.6249666666665584,1,1.4899999999998248e-05,1.6000853378849644,0.008738296227461279,0,6711.409395973944,73531,0.0001,90974,705
kmouflage-kmimic,5_Kmimic_2_tensCls.dat,0.01,0,,6681,,1,0.0,0.0,0.0,0,,10814,0.0001,17495,0
kmouflage-kmimic,5_Kmimic_2_totCls.dat,0.1,705,0.011253035714285894,13955,0.6165674418603739,1,1.4799999999995372e-05,1.6218825907879468,0.008886490946887206,0,6756.756756758869,3540,0.0001,17495,705
kmouflage-kmimic,5_Kmimic_2_transfer_out.dat,1000.0,0,0.20434174757281554,1777,2.5633438679245284,1,0.1740999999999957,0.3901154318439818,0.0004893762590748414,0,5743.825387708355,1486,0.0001,3263,0
kmouflage-kmimic,5_Kmimic_3_lensedCls.dat,0.1,0,1.0349440677959063,13546,17.16899838707776,1,1.9199999999996997e-05,0.058244515926604644,9.662357910120441e-05,0,5208.333333334148,3449,0.0001,16995,0
kmouflage-kmimic,5_Kmimic_3_lensedtotCls.dat,0.1,0,1.037788333333294,13556,17.171895161310665,1,1.9199999999996997e-05,0.05823469049898822,9.635876294620495e-05,0,5208.333333334148,3439,0.0001,16995,0
kmouflage-kmimic,5_Kmimic_3_lenspotentialCls.dat,0.1,0,0.29126595744686123,13953,14.391922972965059,1,1.2999999999999123e-05,0.06948341801706973,0.00034332882866424264,0,7692.307692308212,14039,0.0001,27992,0
kmouflage-kmimic,5_Kmimic_3_matterpower.dat,1.0,0,0.2695199999999168,736,9.104921186436679,1,1.2999999999985246e-05,0.10983071456891569,0.00037102997922243566,0,76923.07692316423,572,0.0001,1308,0
kmouflage-kmimic,5_Kmimic_3_scalCls.dat,100.0,0,2.501524999996943,9653,27.807699999999997,1,0.00740000000000407,0.035961262528004835,3.997561487497515e-05,0,13513.513513506081,11341,0.0001,20994,0
kmouflage-kmimic,5_Kmimic_3_scalarCovCls.dat,0.1,0,0.2917765957445614,17438,14.39045405404614,1,1.2999999999999123e-05,0.06949051060128514,0.00034272796879001894,0,7692.307692308212,73536,0.0001,90974,0
kmouflage-kmimic,5_Kmimic_3_tensCls.dat,0.01,0,,6707,,1,0.0,0.0,0.0,0,,10788,0.0001,17495,0
kmouflage-kmimic,5_Kmimic_3_totCls.dat,0.1,0,0.29126595744686123,13953,14.391922972965059,1,1.2999999999999123e-05,0.06948341801706973,0.00034332882866424264,0,7692.307692308212,3542,0.0001,17495,0
kmouflage-kmimic,5_Kmimic_3_transfer_out.dat,1000.0,0,0.7431032258064516,1779,16.61956507936508,1,0.05600000000004002,0.06017004628127147,0.00013457080594889782,0,17857.142857130097,1484,0.0001,3263,0
kmouflage-kmimic,5_Kmouflage_1_lensedCls.dat,0.1,0,10.45009999998955,14084,114.48190000270714,1,1.9999999999187335e-07,0.008735005271369126,9.569286418321356e-06,0,500000.0000203167,2911,0.0001,16995,0
kmouflage-kmimic,5_Kmouflage_1_lensedtotCls.dat,0.1,0,10.946800000009958,14114,20.946800000019053,1,1.0000000000287557e-07,0.04773998892427914,9.13508970657261e-06,0,999999.9999712444,2881,0.0001,16995,0
kmouflage-kmimic,5_Kmouflage_1_lenspotentialCls.dat,0.1,0,10.386300000024207,13951,120.84059999942302,1,1.9999999999187335e-07,0.008275364405711116,9.6280677430622e-06,0,500000.0000203167,14041,0.0001,27992,0
kmouflage-kmimic,5_Kmouflage_1_matterpower.dat,1.0,0,,759,,1,0.0,0.0,0.0,0,,549,0.0001,1308,0
kmouflage-kmimic,5_Kmouflage_1_scalCls.dat,100.0,0,32.76710000077484,9575,100032.76710236547,1,0.00010000000000331966,9.996724363094752e-06,3.0518416337617705e-06,0,999999.9999668035,11419,0.0001,20994,0
kmouflage-kmimic,5_Kmouflage_1_scalarCovCls.dat,0.1,0,11.384599999824303,17435,121.46809999942,1,2.0000000000575113e-07,0.008232614159641707,8.78379565391347e-06,0,499999.9999856222,73539,0.0001,90974,0
kmouflage-kmimic,5_Kmouflage_1_tensCls.dat,0.01,0,,6889,,1,0.0,0.0,0.0,0,,10606,0.0001,17495,0
kmouflage-kmimic,5_Kmouflage_1_totCls.dat,0.1,0,10.386300000024207,13951,120.84059999942302,1,1.9999999999187335e-07,0.008275364405711116,9.6280677430622e-06,0,500000.0000203167,3544,0.0001,17495,0
kmouflage-kmimic,5_Kmouflage_1_transfer_out.dat,1000.0,0,,1773,4999999999998.342,1,2.0000000000043854e-10,2.0000000000006632e-13,0.0,0,4999999999989.036,1425,0.0001,3198,0
kmouflage-kmimic,5_Kmouflage_2_lensedCls.dat,0.1,0,11.969199999815281,16645,38.95779999914964,1,1.0000000000287557e-07,0.02566880060018347,8.354777261767144e-06,0,999999.9999712444,350,0.0001,16995,0
kmouflage-kmimic,5_Kmouflage_2_lensedtotCls.dat,0.1,0,10.26770000002393,16677,129.08470000305243,1,1.0000000000287557e-07,0.007746851485701661,9.739279488080772e-06,0,999999.9999712444,318,0.0001,16995,0
kmouflage-kmimic,5_Kmouflage_2_lenspotentialCls.dat,0.1,0,11.09990000002587,13933,129.66450000306617,1,1.9999999999881224e-07,0.00771221112930951,9.009090171962534e-06,0,500000.0000029694,14059,0.0001,27992,0
kmouflage-kmimic,5_Kmouflage_2_matterpower.dat,1.0,0,,845,,1,0.0,0.0,0.0,0,,461,0.0001,1306,0
kmouflage-kmimic,5_Kmouflage_2_scalCls.dat,100.0,0,25.9400000006134,10245,100025.94000236531,1,0.00010000000000331966,9.99740667247269e-06,3.855050115560344e-06,0,999999.9999668035,10749,0.0001,20994,0
kmouflage-kmimic,5_Kmouflage_2_scalarCovCls.dat,0.1,0,10.456800000163684,20373,122.41429999941549,1,1.9999999999881224e-07,0.008168980258064416,9.56315507597302e-06,0,500000.0000029694,70601,0.0001,90974,0
kmouflage-kmimic,5_Kmouflage_2_tensCls.dat,0.01,0,,7524,,1,0.0,0.0,0.0,0,,9971,0.0001,17495,0
kmouflage-kmimic,5_Kmouflage_2_totCls.dat,0.1,0,11.09990000002587,13933,129.66450000306617,1,1.9999999999881224e-07,0.00771221112930951,9.009090171962534e-06,0,500000.0000029694,3562,0.0001,17495,0
kmouflage-kmimic,5_Kmouflage_2_transfer_out.dat,1000.0,0,,1773,384615384615.92566,1,2.600000000002313e-09,2.5999999999963425e-12,0.0,0,384615384615.0425,1243,0.0001,3016,0
kmouflage-kmimic,5_Kmouflage_3_lensedCls.dat,0.1,0,20.21279999986758,13548,10020.212799934356,1,0.0,9.97982797337948e-05,4.947360088689104e-06,0,,3447,0.0001,16995,0
kmouflage-kmimic,5_Kmouflage_3_lensedtotCls.dat,0.1,0,12.068799999942375,13555,112.0687999994649,1,9.999999999593667e-08,0.008923090101837217,8.285827919965322e-06,0,1000000.0000406334,3440,0.0001,16995,0
kmouflage-kmimic,5_Kmouflage_3_lenspotentialCls.dat,0.1,0,10.231999999989768,13948,100010.23199989999,1,1.0000000000287557e-07,9.998976904693112e-06,9.773260359665755e-06,0,999999.9999712444,14044,0.0001,27992,0
kmouflage-kmimic,5_Kmouflage_3_matterpower.dat,1.0,0,,742,,1,0.0,0.0,0.0,0,,566,0.0001,1308,0
kmouflage-kmimic,5_Kmouflage_3_scalCls.dat,100.0,0,21.088799999539678,9482,10021.08879978126,1,1.9999999999881224e-08,9.97895558037394e-05,4.7418534957979015e-06,0,5000000000.029694,11512,0.0001,20994,0
kmouflage-kmimic,5_Kmouflage_3_scalarCovCls.dat,0.1,0,17.66009999998234,17431,1040.5973000393947,1,1.9999999999881224e-08,0.0009609865410588152,5.662482092406046e-06,0,5000000.000029694,73543,0.0001,90974,0
kmouflage-kmimic,5_Kmouflage_3_tensCls.dat,0.01,0,,6739,,1,0.0,0.0,0.0,0,,10756,0.0001,17495,0
