check,file,line,column,coordinate,reference,candidate,absolute_error,relative_error,allowed,bound_fraction
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2493,2,2493.0,845.492,845.687,0.19500000000005002,0.00023063494391437178,0.18454920000000002,1.0566288014255818
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2494,2,2494.0,846.495,846.69,0.19500000000005002,0.0002303616678185341,0.18464950000000002,1.056054849864473
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2495,2,2495.0,847.502,847.697,0.19500000000005002,0.00023008795259486117,0.1847502,1.0554792362879717
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2496,2,2496.0,848.511,848.706,0.19500000000005002,0.00022981434536505717,0.1848511,1.0549031085021947
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2497,2,2497.0,849.523,849.719,0.19600000000002638,0.0002307177086435875,0.18495230000000001,1.0597326986473072
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2498,2,2498.0,850.539,850.735,0.19600000000002638,0.00023044210788691216,0.1850539,1.0591508744210545
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2499,2,2499.0,851.557,851.754,0.19700000000000273,0.0002313409437066488,0.1851557,1.063969405208712
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2500,2,2500.0,852.579,852.776,0.19700000000000273,0.00023106363164000372,0.1852579,1.0633824522463158
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2501,2,2501.0,853.604,853.801,0.19700000000000273,0.00023078617251090988,0.1853604,1.062794426425508
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2502,2,2502.0,854.632,854.829,0.19700000000000273,0.0002305085697703839,0.1854632,1.0622053323786214
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2503,2,2503.0,855.662,855.86,0.19799999999997908,0.00023139978168947443,0.18556620000000001,1.067004659253566
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2504,2,2504.0,856.696,856.894,0.19799999999997908,0.00023112049081585426,0.18566960000000002,1.0664104409121313
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2505,2,2505.0,857.733,857.932,0.19900000000006912,0.00023200692989551426,0.1857733,1.0711980677528423
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2506,2,2506.0,858.773,858.972,0.19899999999995543,0.00023172596250692026,0.18587730000000002,1.0705987229207408
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2507,2,2507.0,859.816,860.015,0.19899999999995543,0.00023144486727387652,0.18598160000000002,1.0699983224144507
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2508,2,2508.0,860.863,861.062,0.19899999999995543,0.00023116337907420277,0.1860863,1.069396296234357
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2509,2,2509.0,861.912,862.111,0.19899999999995543,0.0002308820390016097,0.1861912,1.0687937990622298
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2510,2,2510.0,862.964,863.163,0.19899999999995543,0.00023060058125246873,0.18629640000000003,1.0681902602517033
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2511,2,2511.0,864.019,864.219,0.20000000000004547,0.00023147639114422887,0.1864019,1.072950436664248
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2512,2,2512.0,865.077,865.277,0.20000000000004547,0.00023119329262024708,0.1865077,1.0723417853528057
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2513,2,2513.0,866.138,866.338,0.1999999999999318,0.0002309100859215642,0.1866138,1.0717321012697443
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2514,2,2514.0,867.201,867.402,0.20100000000002183,0.00023178017553026557,0.1867201,1.07647757258068
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2515,2,2515.0,868.268,868.47,0.20199999999999818,0.00023264706288841485,0.18682680000000002,1.0812153288500266
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2516,2,2516.0,869.338,869.54,0.20199999999999818,0.00023236071585505083,0.1869338,1.0805964464425277
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2517,2,2517.0,870.411,870.613,0.20200000000011187,0.00023207427295853555,0.18704110000000002,1.0799765399161567
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2518,2,2518.0,871.486,871.689,0.20299999999997453,0.00023293546884284376,0.1871486,1.0846995382277749
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2519,2,2519.0,872.565,872.767,0.20199999999999818,0.00023150137812082556,0.18725650000000002,1.0787342495453998
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2520,2,2520.0,873.646,873.849,0.20300000000008822,0.00023235955982181368,0.1873646,1.0834490613493062
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2521,2,2521.0,874.731,874.934,0.20299999999997453,0.00023207134536214509,0.1874731,1.0828220155316925
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2522,2,2522.0,875.818,876.021,0.20299999999997453,0.0002317833157116827,0.18758180000000002,1.0821945412613299
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2523,2,2523.0,876.908,877.112,0.2039999999999509,0.00023263557864673475,0.1876908,1.0868939766890593
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2524,2,2524.0,878.001,878.205,0.20400000000006457,0.0002323459768269792,0.18780010000000003,1.0862614024170623
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2525,2,2525.0,879.097,879.302,0.20500000000004093,0.00023319383412756604,0.1879097,1.0909495358677115
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2526,2,2526.0,880.196,880.401,0.20499999999992724,0.00023290267167758912,0.1880196,1.0903118611034552
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2527,2,2527.0,881.298,881.503,0.20500000000004093,0.00023261144357531838,0.1881298,1.0896731937207231
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2528,2,2528.0,882.403,882.609,0.20600000000001728,0.00023345342207587382,0.18824030000000003,1.0943458972388869
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2529,2,2529.0,883.511,883.717,0.20600000000001728,0.00023316065108416,0.1883511,1.0937021339403767
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2530,2,2530.0,884.622,884.828,0.20600000000001728,0.00023286782377107657,0.18846220000000002,1.093057387635384
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2531,2,2531.0,885.736,885.942,0.20600000000001728,0.00023257494332398963,0.1885736,1.0924116631385161
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2532,2,2532.0,886.853,887.06,0.20699999999999363,0.0002334095955022914,0.1886853,1.0970647951906887
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2533,2,2533.0,887.973,888.18,0.20699999999999363,0.00023311519607014362,0.1887973,1.096413984733858
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2534,2,2534.0,889.096,889.303,0.20699999999999363,0.00023282075276459869,0.1889096,1.0957622058381025
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2535,2,2535.0,890.222,890.43,0.20799999999997,0.00023364958403630779,0.1890222,1.1003998472135548
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2536,2,2536.0,891.351,891.559,0.20799999999997,0.00023335363958751378,0.1891351,1.0997429879486673
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2537,2,2537.0,892.484,892.692,0.20799999999997,0.00023305739934830201,0.1892484,1.0990845893543617
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2538,2,2538.0,893.619,893.827,0.20799999999997,0.00023276138936165186,0.18936190000000003,1.0984258184987052
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2539,2,2539.0,894.757,894.966,0.20900000000006003,0.00023358297280720916,0.18947570000000002,1.1030438203952275
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2540,2,2540.0,895.899,896.108,0.20899999999994634,0.0002332852252318022,0.1895899,1.1023793989022956
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2541,2,2541.0,897.044,897.253,0.20900000000006003,0.0002329874565796773,0.1897044,1.1017140350991332
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2542,2,2542.0,898.191,898.401,0.2099999999999227,0.0002338032779218704,0.18981910000000002,1.106316487644935
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2543,2,2543.0,899.342,899.552,0.21000000000003638,0.00023350405073935875,0.1899342,1.1056460605832776
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2544,2,2544.0,900.496,900.706,0.21000000000003638,0.00023320481157055266,0.1900496,1.104974701341315
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2545,2,2545.0,901.654,901.864,0.21000000000003638,0.00023290530513926227,0.1901654,1.1043018340877802
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2546,2,2546.0,902.814,903.025,0.21100000000001273,0.0002337136996103436,0.1902814,1.1088840002228948
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2547,2,2547.0,903.977,904.188,0.21100000000001273,0.00023341301825158465,0.1903977,1.1082066642612423
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2548,2,2548.0,905.144,905.355,0.21100000000001273,0.00023311207940395422,0.19051440000000003,1.1075278299173852
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2549,2,2549.0,906.313,906.525,0.21199999999998909,0.00023391477337298381,0.1906313,1.1120943937327663
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2550,2,2550.0,907.486,907.698,0.21199999999998909,0.00023361241936513521,0.1907486,1.1114105162501275
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2551,2,2551.0,908.662,908.874,0.21199999999998909,0.00023331007569370028,0.1908662,1.110725733524265
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2552,2,2552.0,909.84,910.053,0.21299999999996544,0.00023410709575306146,0.19098400000000001,1.1152766723912235
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2553,2,2553.0,911.022,911.235,0.21299999999996544,0.0002338033549134548,0.1911022,1.1145868545729218
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2554,2,2554.0,912.207,912.42,0.21299999999996544,0.000233499633306876,0.19122070000000002,1.1138961419969984
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2555,2,2555.0,913.395,913.608,0.21299999999996544,0.00023319593385114375,0.1913395,1.1132045395747634
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2556,2,2556.0,914.585,914.799,0.2139999999999418,0.00023398590617596153,0.19145850000000003,1.1177356972917982
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2557,2,2557.0,915.779,915.993,0.21400000000005548,0.00023368083347625953,0.19157790000000002,1.1170390739226992
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2558,2,2558.0,916.976,917.19,0.21400000000005548,0.00023337579173288666,0.19169760000000002,1.116341571308433
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2559,2,2559.0,918.175,918.39,0.21500000000003183,0.00023416015465464846,0.1918175,1.1208570646579787
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2560,2,2560.0,919.378,919.593,0.21499999999991815,0.00023385375764910422,0.19193780000000002,1.1201545500673558
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2561,2,2561.0,920.584,920.799,0.21500000000003183,0.000233547400345902,0.19205840000000002,1.119451166936889
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2562,2,2562.0,921.792,922.008,0.21600000000000819,0.00023432618204541607,0.1921792,1.1239509790862288
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2563,2,2563.0,923.003,923.219,0.21600000000000819,0.00023401874100085067,0.1923003,1.1232431774677845
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2564,2,2564.0,924.217,924.433,0.21600000000000819,0.00023371134701050532,0.19242170000000003,1.1225345166371992
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2565,2,2565.0,925.433,925.65,0.21699999999998454,0.00023448483034426538,0.19254330000000003,1.1270192211309586
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2566,2,2566.0,926.653,926.869,0.21600000000000819,0.00023309696294082917,0.1926653,1.1211152189834297
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2567,2,2567.0,927.874,928.092,0.2179999999999609,0.0002349456930574204,0.1927874,1.1307792936673293
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2568,2,2568.0,929.099,929.316,0.21699999999998454,0.00023355960990161924,0.19290990000000002,1.1248774687042216
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2569,2,2569.0,930.326,930.544,0.2179999999999609,0.00023432646190685942,0.1930326,1.1293429192787172
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2570,2,2570.0,931.555,931.773,0.21800000000007458,0.00023401731513445216,0.1931555,1.128624346705502
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2571,2,2571.0,932.787,933.005,0.2179999999999609,0.0002337082313539542,0.19327870000000003,1.1279049372743135
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2572,2,2572.0,934.021,934.24,0.21900000000005093,0.00023447010292065268,0.19340210000000002,1.1323558534268807
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2573,2,2573.0,935.258,935.477,0.21899999999993724,0.00023415998580064243,0.19352580000000003,1.131632061461248
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2574,2,2574.0,936.496,936.716,0.22000000000002728,0.0002349182484495687,0.1936496,1.1360725764474973
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2575,2,2575.0,937.737,937.957,0.22000000000002728,0.00023460735792661192,0.1937737,1.1353449926384607
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2576,2,2576.0,938.98,939.2,0.22000000000002728,0.00023429679013400423,0.19389800000000001,1.1346171698523309
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2577,2,2577.0,940.226,940.446,0.22000000000002728,0.0002339862969116226,0.1940226,1.1338885263883036
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2578,2,2578.0,941.473,941.693,0.22000000000002728,0.00023367637733639446,0.19414730000000002,1.133160234523103
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2579,2,2579.0,942.722,942.943,0.22100000000000364,0.00023442754067477331,0.1942722,1.1375791286658803
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2580,2,2580.0,943.973,944.194,0.22100000000000364,0.00023411686563069457,0.1943973,1.1368470652627565
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2581,2,2581.0,945.226,945.447,0.22100000000000364,0.00023380651822950665,0.1945226,1.1361147753526
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2582,2,2582.0,946.48,946.702,0.22199999999998,0.00023455329219844052,0.19464800000000002,1.1405203238665693
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2583,2,2583.0,947.737,947.959,0.22199999999998,0.00023424220010401619,0.1947737,1.1397842727225493
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2584,2,2584.0,948.995,949.217,0.22199999999998,0.00023393168562529834,0.1948995,1.1390485865791342
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2585,2,2585.0,950.255,950.477,0.22199999999998,0.00023362150159691872,0.19502550000000002,1.1383126821876113
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2586,2,2586.0,951.516,951.739,0.22300000000007003,0.00023436284833893497,0.1951516,1.142701366527715
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2587,2,2587.0,952.779,953.002,0.22299999999995634,0.00023405217789220412,0.1952779,1.1419623009053064
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2588,2,2588.0,954.044,954.267,0.22300000000007003,0.00023374183999906717,0.1954044,1.1412230226139741
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2589,2,2589.0,955.31,955.534,0.22400000000004638,0.00023447886026530277,0.195531,1.1455983961624825
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2590,2,2590.0,956.577,956.802,0.22500000000002274,0.00023521368379129202,0.1956577,1.1499675198063901
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2591,2,2591.0,957.846,958.071,0.22500000000002274,0.00023490206150051548,0.19578460000000003,1.1492221553688222
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2592,2,2592.0,959.117,959.342,0.22500000000002274,0.00023459077463961408,0.19591170000000002,1.1484765840938684
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2593,2,2593.0,960.389,960.614,0.22500000000002274,0.0002342800677642317,0.19603890000000002,1.1477313941264857
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2594,2,2594.0,961.662,961.888,0.2259999999999991,0.00023500980594013185,0.1961662,1.1520843040238282
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2595,2,2595.0,962.937,963.163,0.2259999999999991,0.00023469863552859542,0.19629370000000002,1.1513359827645975
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2596,2,2596.0,964.213,964.439,0.2259999999999991,0.00023438804496516755,0.19642130000000002,1.1505880472229797
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2597,2,2597.0,965.491,965.717,0.2259999999999991,0.0002340777904713758,0.1965491,1.1498399127749712
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2598,2,2598.0,966.77,966.997,0.22699999999997544,0.00023480248663071407,0.196677,1.1541766449558182
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2599,2,2599.0,968.05,968.277,0.22700000000008913,0.00023449202004037926,0.196805,1.153425980031448
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2600,2,2600.0,969.332,969.559,0.22699999999997544,0.00023418189020890206,0.1969332,1.1526751202944727
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2601,2,2601.0,970.615,970.843,0.2279999999999518,0.0002349026132915232,0.1970615,1.1569992109059952
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2602,2,2602.0,971.9,972.128,0.22800000000006548,0.00023459203621778525,0.19719,1.1562452457024468
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2603,2,2603.0,973.186,973.414,0.2279999999999518,0.00023428203858250301,0.1973186,1.1554916769121197
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2604,2,2604.0,974.473,974.702,0.22900000000004184,0.00023499881474401224,0.1974473,1.1598031474729806
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2605,2,2605.0,975.762,975.991,0.22900000000004184,0.00023468837687883095,0.1975762,1.1590464843439738
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2606,2,2606.0,977.052,977.282,0.2300000000000182,0.00023540200521570827,0.19770520000000003,1.1633482579113659
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2607,2,2607.0,978.344,978.574,0.2299999999999045,0.00023509113358890582,0.19783440000000002,1.1625885083681324
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2608,2,2608.0,979.637,979.867,0.2300000000000182,0.0002347808422916021,0.19796370000000002,1.1618291636295854
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2609,2,2609.0,980.932,981.162,0.2300000000000182,0.00023447089094862658,0.19809320000000002,1.1610696379280974
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2610,2,2610.0,982.228,982.458,0.2300000000000182,0.00023416151850692325,0.1982228,1.160310519274363
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2611,2,2611.0,983.526,983.756,0.2300000000000182,0.00023385248585194312,0.1983526,1.159551223427463
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2612,2,2612.0,984.825,985.056,0.23099999999999454,0.00023455943949432086,0.1984825,1.1638305644074138
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2613,2,2613.0,986.125,986.357,0.2319999999999709,0.0002352642920521951,0.19861250000000003,1.168103719554262
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2614,2,2614.0,987.427,987.659,0.2319999999999709,0.00023495407761786025,0.1987427,1.1673384733123324
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2615,2,2615.0,988.731,988.963,0.2319999999999709,0.00023464420555234023,0.19887310000000002,1.1665730558832283
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2616,2,2616.0,990.036,990.268,0.23200000000008458,0.00023433491307395346,0.1990036,1.1658080557340902
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2617,2,2617.0,991.343,991.575,0.23200000000008458,0.00023402596275969527,0.1991343,1.1650428881417445
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2618,2,2618.0,992.651,992.883,0.23200000000008458,0.0002337175905732071,0.1992651,1.1642781400259483
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2619,2,2619.0,993.96,994.193,0.23299999999994725,0.000234415871866018,0.19939600000000002,1.168528957451239
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2620,2,2620.0,995.271,995.504,0.23300000000006094,0.0002341070924402107,0.1995271,1.1677611712898195
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2621,2,2621.0,996.583,996.817,0.2340000000000373,0.00023480231952585715,0.1996583,1.17200236604257
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2622,2,2622.0,997.897,998.131,0.2339999999999236,0.00023449313907139072,0.19978970000000001,1.171231549974416
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2623,2,2623.0,999.212,999.446,0.2340000000000373,0.00023418453741552071,0.19992120000000002,1.1704611616978953
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2624,2,2624.0,1000.53,1000.76,0.2300000000000182,0.0002298781645727946,0.200053,1.1496953307374456
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2625,2,2625.0,1001.85,1002.08,0.2300000000000182,0.00022957528572143353,0.200185,1.148937233059511
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2626,2,2626.0,1003.16,1003.4,0.2400000000000091,0.00023924398899478558,0.200316,1.1981069909543376
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2627,2,2627.0,1004.48,1004.72,0.2400000000000091,0.0002389295954125608,0.20044800000000002,1.1973180076628804
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2628,2,2628.0,1005.81,1006.04,0.2300000000000182,0.00022867141905530687,0.200581,1.1466689267678303
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2629,2,2629.0,1007.13,1007.36,0.2300000000000182,0.0002283717097097874,0.20071300000000003,1.1459148136892885
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2630,2,2630.0,1008.45,1008.69,0.2400000000000091,0.00023798899300908234,0.200845,1.1949513306281416
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2631,2,2631.0,1009.78,1010.01,0.2300000000000182,0.00022777238606430924,0.200978,1.1444038650997532
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2632,2,2632.0,1011.1,1011.34,0.2400000000000091,0.00023736524577194055,0.20111,1.1933767589876638
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2633,2,2633.0,1012.43,1012.66,0.2300000000000182,0.00022717619983605604,0.201243,1.142896895792739
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2634,2,2634.0,1013.75,1013.99,0.2400000000000091,0.00023674475955611255,0.20137500000000003,1.1918063314711809
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2635,2,2635.0,1015.08,1015.32,0.2400000000000091,0.00023643456673366542,0.20150800000000002,1.1910197113762684
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2636,2,2636.0,1016.41,1016.65,0.2400000000000091,0.00023612518570262895,0.20164100000000001,1.1902341289718315
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2637,2,2637.0,1017.74,1017.98,0.2400000000000091,0.00023581661328041454,0.201774,1.1894495822058793
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2638,2,2638.0,1019.07,1019.31,0.2399999999998954,0.00023550884630093653,0.201907,1.1886660690312638
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2639,2,2639.0,1020.4,1020.64,0.2400000000000091,0.00023520188161506184,0.20204,1.187883587408479
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2640,2,2640.0,1021.73,1021.97,0.2400000000000091,0.00023489571608938673,0.202173,1.1871021353000109
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2641,2,2641.0,1023.06,1023.3,0.2400000000000091,0.000234590346607246,0.20230599999999999,1.1863217106759518
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2642,2,2642.0,1024.39,1024.63,0.2400000000000091,0.00023428577006804935,0.20243900000000004,1.1855423115111665
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2643,2,2643.0,1025.72,1025.96,0.2400000000000091,0.00023398198338728804,0.20257200000000003,1.1847639357858395
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2644,2,2644.0,1027.05,1027.29,0.2400000000000091,0.00023367898349643067,0.20270500000000002,1.1839865814854547
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2645,2,2645.0,1028.38,1028.62,0.23999999999978172,0.00023337676734259873,0.20283800000000002,1.1832102465996592
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2646,2,2646.0,1029.71,1029.96,0.25,0.00024278680405162619,0.202971,1.2317030511747984
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2647,2,2647.0,1031.05,1031.29,0.2400000000000091,0.0002327724164686573,0.203105,1.1816548090889396
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2648,2,2648.0,1032.38,1032.62,0.23999999999978172,0.00023247253918109775,0.20323800000000003,1.1808815280596232
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2649,2,2649.0,1033.71,1033.95,0.2400000000000091,0.00023217343355487428,0.20337100000000002,1.1801092584488893
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2650,2,2650.0,1035.04,1035.28,0.2400000000000091,0.00023187509661463238,0.20350400000000002,1.179337998270349
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2651,2,2651.0,1036.37,1036.61,0.2400000000000091,0.00023157752540116863,0.203637,1.1785677455472683
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2652,2,2652.0,1037.7,1037.94,0.2400000000000091,0.00023128071697023136,0.20377,1.1777984983069592
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2653,2,2653.0,1039.03,1039.27,0.2400000000000091,0.0002309846683926442,0.203903,1.17703025458188
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2654,2,2654.0,1040.36,1040.6,0.2400000000000091,0.00023068937675420922,0.204036,1.1762630124096194
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2655,2,2655.0,1041.69,1041.93,0.2400000000000091,0.00023039483915561165,0.20416900000000002,1.175496769832879
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2656,2,2656.0,1043.02,1043.26,0.2400000000000091,0.00023010105271232487,0.204302,1.174731524899458
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2657,2,2657.0,1044.34,1044.59,0.25,0.00023938564069172876,0.204434,1.2228885606112485
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2658,2,2658.0,1045.67,1045.92,0.25,0.000239081163273308,0.204567,1.2220934950407447
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2659,2,2659.0,1047.0,1047.24,0.2400000000000091,0.0002292263610315273,0.2047,1.1724474841231514
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,2660,2,2660.0,1048.32,1048.57,0.25,0.000238476800976801,0.20483200000000001,1.220512419934385
