model,a,theta,C_exact,C_table,C_exact_over_AH2,C_table_over_AH2,C_difference_over_exact_AH2,B_exact_over_AH,B_table_over_AH,sound_exact,sound_table,kinetic_table,gradient_table,Hdot_closure_over_H2,omega_derivative_relative,gamma1_derivative_relative,c_derivative_relative,lambda_derivative_relative
5_Kmimic_1,7.25037317799464874996637006170558570045358142631666349661653E-7,0.50000000000000000000000000000000000000000000000000000000,0.0000732024053263218287074896130222852591125686173644297830503684,-0.0240994228154053847230040541570155017306747968760108670700022,0.00000754981699822012419451820532942523924082520556139662161286766,-0.00248391561168071765352992200342053333378501851091398788128808,-0.00249307240615305976766359053797987154763368715446604958085068,0.0123821625290494091935330024910505374015519772999086418747323,0.0107413334966523397034903335323018921678810832217944997981609,0.331269636176608417313928122052906899091772489386469408946220,0.331127776715268637663008423170927857917748110712230336577724,40.9607221988803543815656500831799958576816508538532407632392,13.5632328743670014013457869516391321254799839439260480907347,-0.00000285050217467512013642421440598742479021565342280639684248775,0.0000236668597239818411634914874647740541599588279409242764984537,0.00105256145194682134626379579983522578850848128456242144140329,0.000337289756080486004464194670731964388781207272055647806457818,0.000338066706917166890365938907573601470524584010847453622220986
5_Kmimic_1,7.31078418974913952022061292553508266816473853191173924933131E-7,0.90000000000000000000000000000000000000000000000000000000,0.0000720025776352954832490500261032879275943886175503362492662907,-0.00861303265515307385203987925040292326150441110600518672306334,0.00000767573332209304677060256950778090202708636624475217197185136,-0.000917961920651844942980167251782793277911327760785671745864012,-0.000925855941957101478427078001405864732451962914879074676848038,0.0124846878495484867542982045270549848351211196904742582476205,0.0118733733209405717403046042385243899345634753529046396726623,0.331252548588618815647603427726555826221587086437089042946315,0.331200129086971379251116975763369030980354188103005337168193,40.2743712548312949461377734863490291304660551315472771324556,13.3388769584967343759020950745573077514830306091707906896625,0.000332763788865643157641777769057070201357717588131488150442722,0.00988291687979400834366858250241918680751313586810247349158460,0.0323487825648377654453177352695683770878994104661266323227157,0.00817136644548702143885794048096114399968844560147593601058321,0.00819694554325826076564769215248049796820620240650269587155418
5_Kmimic_1,7.34117819134343243239466720556577076843225332967749049027836E-7,0.10000000000000000000000000000000000000000000000000000000,0.0000714100670687903203498435716513709938119001761782085056505190,-0.00795549039120817513278429393769656411718678311145721233129057,0.00000773947475879592944439033105764811612512547126237906361609346,-0.000862025175714985846780570647924636758451229096893142729358628,-0.000869961281906613215262577373629667772594447678116697270368238,0.0125362664107189147687813680122894774870433377786191345572077,0.0119650278297740559475788057633397531685272090871189228545696,0.331243952144337367356010273790133816206950618883992006630907,0.331194166981987487142501062491889869862715690884847813857582,39.9432605611728196587006296181805453591115627910285721157320,13.2289749081021060554760236887773611279381674291787790633613,-0.000327518390869285704344394036319208073801210976315959649589298,0.00993250884006961118547064415421552566627285787439826143898975,0.0327285480482013504265180856358556762181999979261481558064858,0.00829872777963433014657491734484668656822874666081454276437141,0.00832468533650198057474792817341828775663372653624055571748312
5_Kmimic_1,7.40234580177141345579970367263116373623650830960402955026824E-7,0.50000000000000000000000000000000000000000000000000000000,0.0000702396497093234252268186531856770706466323005191209883944768,-0.0221817407245222581994010394511866416034198216902255571994426,0.00000786854578897222514653387247569677956141677075737107590533302,-0.00248328698685223967180232537133985562330607173092581792290132,-0.00249276195417460105187632570039017247613181247110968327546171,0.0126400596083100396042668946853766715318602013421308873159945,0.0109993413499306216858734275938010064727435964085045744117362,0.331226653242964096879526721975421794399623790201302442184591,0.331084825174888839051171901090088455727360538773713848584754,39.3063095402198702442288018295288961175843324951941349582402,13.0137226223937610442082556094416074510515217294221053676011,-0.00000285041803396701547341248641576844800449099953736698537176121,0.0000236668598209485539639916224103779473075568420761539754322473,0.00105247511812544574287881346089756016826301148601130442423799,0.000337266703373010980355748303077286481989373894306710295589909,0.000338059849220286887295576393365732384581508770955307080015102
5_Kmimic_1,7.46402306834285672695120870331347192301330372991419768860849E-7,0.90000000000000000000000000000000000000000000000000000000,0.0000690884375529830925353865184975817443285928417242158400261044,-0.00792588033887307512459436548985294860990652125200785579752412,0.00000799976358644365337264080083110922724327994331463852797912794,-0.000917521059401685611515639717157464931383314689810511130217426,-0.000925738985533702890220711203540169507343850214845328215839806,0.0127447066435127426340381197958041177424829454704486037514175,0.0121334344106942513003041950915422688523369011143546528058448,0.331209212034960876440950016499047372664390449494806484135347,0.331156804287630866957121513515517758579667905296695125066825,38.6477649590391803982246065678913670367644330610906646634417,12.7984703366948960325790092626394551115441288714366037521506,0.000332761106158228117223065507946310292438404038243300914742748,0.00988291682445088805017627228530158818525997349216121733685035,0.0323468484061990606386130646984565331056478580120101590136124,0.00817083536017776859520608216572180980236238680053392776040722,0.00819694806331673729395208942243243308146948718700680556641617
5_Kmimic_1,7.49505414834069705892494448274873636936372645584055624345049E-7,0.10000000000000000000000000000000000000000000000000000000,0.0000685199347225301639691388199124902567676447660509335501768685,-0.00732062307170911577932200210201535681654507717419644018438310,0.00000806618861749321124075619390755150509095983598998288342811794,-0.000861589574255978694861229854496677871270090721302545529257130,-0.000869852276609227332870498860106649739555860937657142608400221,0.0127973525144373112068446951577329411769599294766535269433800,0.0122261523823901325611368594154382466842990381822283209085814,0.331200437705268703132403222580805649738707518588667526523852,0.331150663645404267871346904216423021274094871553352815373637,38.3300686840243974597980321674784286879080122961814476916391,12.6930276822886066434588417372409418745934044434814941087302,-0.000327515853817238130056651697863932917094528406938731186542975,0.00993250878357611232684208283572948971984948337155150361833162,0.0327265675351597897639286854088476227063981233929677531539541,0.00829818388211706405482474008452033723913813737653338727090880,0.00832468290487754270988479561445513676756745367654170676048941
5_Kmimic_1,7.55750387239492681533723692381906804514300096466974595062283E-7,0.50000000000000000000000000000000000000000000000000000000,0.0000673969409874023724917627539903611500854479373832503843506391,-0.0204166237740342589320819313672985848494435491162165720511955,0.00000820069345303082078058959233213810764293461725035911267030504,-0.00248263854565881179979756202264912532150929220313845692731412,-0.00249244508887762049817760747753705336049409852420431890148587,0.0129032933212734320852477769065602231628055724930851579778237,0.0112626881404767256004196368023489487032779772063325176614034,0.331182780868110744177873639598576764495237696872285940197718,0.331040984839035744645959213486988048805403149613263661432784,37.7189227987393019978928570209487845353722691688055628072892,12.4865093503622169705392955332789754965788921530201374809868,-0.00000285033213851173770057313506429283180674289347856482249730565,0.0000236668599199522166334846479749386981650875291909520336800840,0.00105238700130783326057918582737673699354374368953466617627452,0.000337243171925881070396566027856819695287574307146760607345925,0.000338052848433783975452140813322759515053919336830359199978924
5_Kmimic_1,7.62047393532293413377923470645038241857533807464532099794210E-7,0.90000000000000000000000000000000000000000000000000000000,0.0000662923741209254210874897491471781454275374288909934933242529,-0.00729346767094108328868868945715164493129901180184353551535250,0.00000833743509737452933487412449329299451578563068514629862097991,-0.000917064145458888519348298079360980984014421507625623107345884,-0.000925619613441868856143549119517061093937664090900353758916726,0.0130101053993501060958934906665641295780890607201096857226442,0.0123988763416751673346601928897801923259934793675960367761022,0.331164978818708427568942995525417113866378778667335706773573,0.331112583067420158353466130648627741257796416927174675291706,37.0870563259286847518895368703262592402188170324706409056652,12.2799910184451518923488884031857715539288894403167740607444,0.000332758367505689898973668599937498179085957749311053609858485,0.00988291676794603161940955725411997446418014427212371693526225,0.0323448742597855932236734604028213509920095480943855683819954,0.00817029325015239350979795853843701068230452671056063414161175,0.00819695063594294844339137044889716647255822390571672111888756
5_Kmimic_1,7.65215544730960111838511925887263573392987658677863940502951E-7,0.10000000000000000000000000000000000000000000000000000000,0.0000657469060585610900902420433906359149894659557315170588402811,-0.00673633696841283770207446303437710806473850107034150331983400,0.00000840665628025596372104366942603910880966411688987879436450210,-0.000861137971461460433224221793049370546958420292019219109580051,-0.000869741019770874401632154521773140100344853066066157447918218,0.0130638403723032283021612046415311476295211642700536380540738,0.0124926794887404719246226659262077427250223008037387941110886,0.331156022971547820282714993379647413981629524143812795174479,0.331106260242497621558244897102672386959723869677495196313257,36.7822301736977463335743239823552416377152924843732965734116,12.1788266761918144916681194033019059232184299832679398123420,-0.000327513263858704766346743531119156306543291154371784536206725,0.00993250872589672494801266349533710143751617181225017463315950,0.0327245460831307960494835611017046231124319433962702613160838,0.00829762869484518652986777139001812995641241158676627409947734,0.00832468042250623233856569114259194941421650909198043675483674
5_Kmimic_1,7.71591415894083738851382874803932023731346399893152717554595E-7,0.50000000000000000000000000000000000000000000000000000000,0.0000646694139882595194835535898206962920990198194376029762110330,-0.0187919340402054139715414557285297715514181760826643890634929,0.00000854682281513406722006416426555903988020521073094765696605278,-0.00248196959528960556522416733453511641362116626014553152219922,-0.00249212167977116747111202217101964430960172164096789959520199,0.0131719726308996230538965409137901732132837141076827756254929,0.0115314828787603949935829278843621470256613127960776606817964,0.331138000891495150710121607837690089904948159594563735932419,0.330996237560177586199284960845633083978181327375877904298509,36.1958423678977801525207626976247090556814220765603085840224,11.9806876390954344392364479269427564090220429164304118329533,-0.00000285024445190409200780512474896242228641197256552445111753206,0.0000236668600210356373950276752724766391503312178131207227974300,0.00105229706523515418424694862978392613288013117228886450181887,0.000337219151891949584488785557802942020806338764925081102679794,0.000338045701585945302089794662196608892623444485520650405208523
5_Kmimic_1,7.78020411609326918082632440405350911374239011915932881450866E-7,0.90000000000000000000000000000000000000000000000000000000,0.0000636096019837310957419584775921658709173767629720925752777666,-0.00671143671928019550634474102469738331521391371169328738382380,0.00000868931995612644890091411351881005624917053144531185580420223,-0.000916590557743082416255784336152726637215743351144792137716411,-0.000925497776547895338900018219023951822085122651183287549748032,0.0132809939404499370059279104722496846577267105748606095424109,0.0126698089554006821558457816322102577318388592624989355715790,0.331119830635902720628866627207635476528347734156982140648901,0.331067447127252708351030643183722615325411284999681118120483,35.5895715638854603736919848355852907453589121309709309083302,11.7825486020082261368951214149627718853979074265195366614019,0.000332755571747456200545600177006219654291984031552557245765951,0.00988291671025504525601812650289159420779401826698617920860803,0.0323428593106010690679687610256163086694979284034545062835447,0.00816973988883178651326556606119591023606921571171673763517821,0.00819695326222819933409782130364483663665428629195035975672481
5_Kmimic_1,7.81254969355403366389301523228762619420779701547674262964749E-7,0.10000000000000000000000000000000000000000000000000000000,0.0000630862351380047168325481691600110898394289750240364035781905,-0.00619860496073247430142268966800741816263330028290035412138912,0.00000876145454330018472477963082050718423110931421191305004265643,-0.000860669744883646843462002351429837593757602250304797350610433,-0.000869627465591970786393251967315606964183771285539949754751408,0.0133358402403153271621715638983317742358419642419267933904128,0.0127647194213161810100934869822467799365636430369504829989397,0.331110689567114091054966460032003670180443388850653756612049,0.331060938401809514596288488049482951736189230118037730119917,35.2970933407577826483404123684786297408920945954463011308217,11.6854888442475330962694725203645621511324447632170696840591,-0.000327510619896197312132473640907691213248672771313620444401236,0.00993250866700654800358239356119833331962362034663375835061821,0.0327224828580309910478226777140002412487868545123819423985404,0.00829706198583162766028725123440836954064583155459586776242624,0.00832467788833390666260637424499422671083360701324253590916400
5_Kmimic_1,7.87764483000884089161749224157247107694445468533624400074230E-7,0.50000000000000000000000000000000000000000000000000000000,0.0000620524006355978844596075006425303899855337693429924171213298,-0.0172964993866239975036094378949903438847000478323946730152622,0.00000890752017642104217296858923473768524167021257435661938307149,-0.00248127941690388046898757774359268081577011833646870091908537,-0.00249179159379309942087315732591409451084365572532252410861245,0.0134462086632205703914551249243519666684104321506367224084659,0.0118058367392864456372495133228659564114216221077901920603880,0.331092294792050475296971003942190490862938947227279381452914,0.330950564830520581007785797492427209874219441911038558083904,34.7344590760213726338915497260148059634259598884840663708094,11.4953888502918752820490029293506584196708899658415357664873,-0.00000285015493699161869871776832177019857764685838562062391722680,0.0000236668601242425245895404134568378199078356509154767937931907,0.00105220527293489907191610426087248983850817247733140688652157,0.000337194633225524139079813343848910486332521632101470155096308,0.000338038405643929640489746519048550761238455203859834295396445
5_Kmimic_1,7.94328234724281502065918282836387932588960631755484332092324E-7,0.90000000000000000000000000000000000000000000000000000000,0.0000610355296514184860631306673532696657401124963722652570739078,-0.00617577641994303134078632437750333434451992458136526497373542,0.00000905601412411964283255328998123168753372608127583726524339013,-0.000916099650352278536543016776034524804222095398842055255666940,-0.000925373424750691489174442756392503822814310464440908615506368,0.0135574842693310716104494774819513059841020635644201012337577,0.0129463442728847941606982787559653640551540780257339282002577,0.331073748819395096430290168621399118598893243255253203267322,0.331021377804946113873649765750575582741429517324186408964898,34.1527454550287825045280729827011606425012065694504830583779,11.3052888563452388914237643005574433476295688528959592748548,0.000332752717699136773391410243946575907846076880443127870733317,0.00988291665135302277005604092627856939943129496723648731086595,0.0323408027275308678953443776150412602400640993570596452135198,0.00816917504507632684712124577248760656038378199361132580267201,0.00819695594328622963130691163192450745467323147339956372101035
5_Kmimic_1,7.97630590942982866467685405593137482020865194343765266318163E-7,0.10000000000000000000000000000000000000000000000000000000,0.0000605333682919785613264115005073848749839141316972203541378889,-0.00570372047426306683866140604347118561982498190994290630601220,0.00000913118425722808189419488929492579483800248622905870994816946,-0.000860184247124173963077745580960064347874872936393335733829920,-0.000869511567371013829094350162813187617531639582706201120948807,0.0136134645616687547576285128934720012966169730493344877496834,0.0130423846401392561313630729399093242603340632322638852950568,0.331064418751372465763738993667108192430474968185451325410528,0.331014679387436356514606911432431376055131128111347405241059,33.8721141716491747956567198619441766712971786298743867520674,11.2121670127030909977097385700897306854279205192182886770944,-0.000327507920809706187938003853478230889027894767585022356489118,0.00993250860688015739605899931269480971243385182030203109302377,0.0327203770092937903913057578812744567984140837195450000127874,0.00829648351842160643467640986842704681173712008927504160421848,0.00832467530128473424239751474192949372178541331687900953263390
5_Kmimic_1,8.04276548305763113892553887287480078737771066808212396483314E-7,0.50000000000000000000000000000000000000000000000000000000,0.0000595414219715115179403867668434577543701077905265817034146968,-0.0159200366086286100329592790061627227424901399738731169895387,0.00000928339628552659317714262495303036622756061834179858990666150,-0.00248056726461342343312321472677013105079817863065873412439986,-0.00249145469526295969013035304198273819130739054200016258510978,0.0137261147476754174628366650188802957329930576031356833673698,0.0120858631009488414909237801045749364564889341453630093565015,0.331045643681473652247316481342907503199737765699135441114242,0.330903947775290738626820647026771676532953890262383483398445,33.3322697001219009679797462545641601510912584528854891333650,11.0297796320810434073635208034229458876298317025021665033245,-0.00000285006355585959388619810297148501085825935689883269328828706,0.0000236668602296175056140100373606690640008842281948852053572495,0.00105211158670782793428571391815349876389540349162623749518696,0.000337169605678532265593066817832211940080801753401740791143560,0.000338030957512534881436614153389009445934191110949270374140977
5_Kmimic_1,8.10977880612495392241789509541136370340280308323019519815049E-7,0.90000000000000000000000000000000000000000000000000000000,0.0000585657516523769650496769589238144151607386281041622267665187,-0.00568279496925641535859095869341245232387409540476412633173885,0.00000943813840972361132105809035255913971396692209745349923976382,-0.000915590751558637163740872706361515406068131660384678031998299,-0.000925246506964082261925440015268473918982272461671927263956045,0.0138396906082327573996330896875606360641841048886878103779293,0.0132285965352362293540785182401994609772885318220968010039107,0.331026714332081780762792640783198114423289374877842349820015,0.330974356068458549663519011892922696580652694265494154204437,32.7741169446499380099836927186067567827577194837951227821891,10.8473922514678693908275720279234131504617246300899871203797,0.000332749804152045525637789763958415738224598347931944931998327,0.00988291659121453480952770646940396003855450301893162998706599,0.0323387036630439701535708322071896483152259005505282460010233,0.00816859848309815020790488174693839703495676859209213770306001,0.00819695868025366541024556479248784506701738048352426322335513
5_Kmimic_1,8.14349456404711229358858420849153662882972058005028019127390E-7,0.10000000000000000000000000000000000000000000000000000000,0.0000580839363390416160248024196819436604486439291278416396210426,-0.00524827196765140914400912291476075714122957419074947227741218,0.00000951647132172816529906594437943475844893232265646136679501280,-0.000859680804823116221725054238673002198938072167528904865514875,-0.000869393277488074440906498029680658563804864018641099035656411,0.0138968280074742352948460806528526470604485732853543639571742,0.0133257898334882079723704010088186603350129275811681366116683,0.331017191412406908839976775938762771595490182652391528850540,0.330967464092243986347216906156878330437896771701171602125337,32.5048519546153704977699091054549078517611976025193862881015,10.7580484221128693889871714744929282148463591386871525789252,-0.000327505165456248741548288541966619806394615466656523574769791,0.00993250854549159498438089907376406483848357589854567494269967,0.0327182276695651198784906402151633739689051568236356434863198,0.00829589305120290627471587905285858074915178160229419886601139,0.00832467266026075759794886702862470569123856163515377712631816
5_Kmimic_1,8.21134717435473098479280558159477787624063498883328090214363E-7,0.50000000000000000000000000000000000000000000000000000000,0.0000571321805013177331106863675089757390205071781744717347829817,-0.0146530806945114450395370390035450831826292429835659462796843,0.00000967508734932995283642505670181030002211765867328858238718674,-0.00247983236442464755240714516668047491208924369325935669050640,-0.00249111084583414344799536307241015336802535965669819353615840,0.0140118064580865319041353153594102990242747166388039255704938,0.0123716775880258819818950363150392544289003624625033132810278,0.330998028297396002233120221931249930744280566626727398039102,0.330856367145908927131707053663155742801614658238145340193318,31.9868726619934814254618461597012059465350320563204646101164,10.5830604853059525145202870275049161014132178371976345653060,-0.00000284997026981574353454231794371413479869939541192696546682092,0.0000236668603372061462584391583550912777911338589679958193748219,0.00105201596811472329666629813338238487338299566780336113036215,0.000337144058796620157452604114114755306079573044038239744248836,0.000338023354032941732234118432050800284076846992129258663053739
5_Kmimic_1,8.27976514105687393309262844631608285309289446028297030221030E-7,0.90000000000000000000000000000000000000000000000000000000,0.0000561960410035051309301063484493562755241475217926685024337919,-0.00522909441340866162518277871746433703463148801714005333820007,0.00000983633949530807740055778628644767037368890939058954739883882,-0.000915063162763696305171443993045669659221310218411668071514502,-0.000925116971098845118052044317219479141648143550048942693933906,0.0141277294403484745225685368919174170824835329831150485295367,0.0135166822448995468269251068695936591089395007680278444220421,0.330978707760031530885650575808199235812083938332464170475739,0.330926362509018075810852840661741428026949915287359124743569,31.4513249098555373256141255503594781025041586958825097926259,10.4080725485077638000373022674982113505202649610209357343015,0.000332746829872713499676021589175347081648614521736973193697149,0.00988291652981361786655263429317227988515262878136876017153461,0.0323365612528902531395475706092300460611266172784227047223469,0.00816800996237190164925757520754602984149121545272255179283508,0.00819696147429047972576479039695111656753206743268982955828672
5_Kmimic_1,8.31418760359523108580769996909223815280864633963285112707460E-7,0.10000000000000000000000000000000000000000000000000000000,0.0000557337471172159268927302120658795062423069082638693260311256,-0.00482911945018629256095931820754580205145825403918040856401206,0.00000991796772087376304159394596781234128890521887436129051028675,-0.000859158717607166628079367333844368455833128681390400174107295,-0.000869272547388041307328295100278905115509202658023930139889581,0.0141860475181210920619740856966564540908437218936768236687871,0.0136150519592677340602831976684442752405955135039556534050603,0.330968988060086511605389028223441299049727261608387670811029,0.330919273030975355615395877898101220519215902002218846505056,31.1929650833401562886991261850763793450052879670486114740983,10.3223533290595221169177810114056104056560461150778577768953,-0.000327502352669408830490565041912860575548020748410750800633069,0.00993250848281435736134730722351626579229836221711793711696093,0.0327160339543944284047097449417259739628542629723477944155475,0.00829529033791460461081223547961001767601464352153902560824427,0.00832466996414144736437359154492963901287069107123418704063885
5_Kmimic_1,8.38346244955409155824018274089534331818527139684856574109851E-7,0.50000000000000000000000000000000000000000000000000000000,0.0000548205528478270352472493936446325991873929954335775446811311,-0.0134869197166256807268843644244908516797023209184662995908776,0.0000100832560849436202440358169735233406180122148452486056878281,-0.00247907391313876066302489131743120297017289907531222907519832,-0.00249075990444534782463452063282986347179307675631527485696266,0.0143034016542815381724394902917604619706099777085487714909545,0.0126633981118217242419398902692702437560468029412879189423175,0.330949428996446175986752513321032013810320303697274453625931,0.330807803313058328844303507385014103702114843599349185116879,30.6959638991799342537356121334928370330470526870085523582586,10.1544643880646547127050631640066985660807561461614707951450,-0.00000284987503937466599069311923720498002502091193539445274137125,0.0000236668604470549704499395201899909950103788687823943730401675,0.00105191837796294610037769244530306784708196324693444681399665,0.000337117981915183704259287659740236929147000108524551685131142,0.000338015591981433209464111855789771473851332705536337903796212
5_Kmimic_1,8.45331450215194447485046434194118548479283475166846237224263E-7,0.90000000000000000000000000000000000000000000000000000000,0.0000539223419847320991904244036728391496359905792116286020901412,-0.00481154726056347171941712161247347266461729624081515856811210,0.0000102512910061858711544875957255645139434027701640708894885798,-0.000914516157411450646727118347951565167277307411796453873410717,-0.000924984764044479421296206484981051787941186629963948436743626,0.0144217195517077806728348963288748258995723789441556365177455,0.0138107202075443968364918282790928593128135891287048878012052,0.330929709305505276534230266151363548454108774533148580318735,0.330877377334143960717587508142030940588365646624453390399521,30.1821041001337623748099922705553669591219309513435377356897,9.98657544707837245052765387718801086104152236944957461940101,0.000332743793602392570188461746400778192752393566537822731312551,0.00988291646712376305238655989160093666698614038475563915204409,0.0323343746157931235755364336908853990695832366787506941156584,0.00816740923754395528718936219112978342863822875066178579198618,0.00819696432658046203734287300406543362329077192555850747745840
5_Kmimic_1,8.48845848230331067613477873881568400724003825050700233687898E-7,0.10000000000000000000000000000000000000000000000000000000,0.0000534787783178948803951431103849185721677873331748042668241821,-0.00444337286846420032024927830472803964003452569997666353124885,0.0000103363526006430273088486948795212458186867785603885669826507,-0.000858617256995354961637050417827636068851244889542561313725918,-0.000869149327563615388556485424590190155535879172120859837952959,0.0144812423452892946890963970049206038024661482584525860179492,0.0139102902870275352401368485022217823759739629821265290298708,0.330919788819063432562361365916266800844167293558685062370803,0.330870086333250058636297577403157443010120391687895963965279,29.9342070310900019707488335768020286168070812005651022758673,9.90433366469412987414365042529546819442156377121721315845173,-0.000327499481258867635715880824362884866006182623300622938335063,0.00993250841882138439509387934078650029566943382535316687000088,0.0327137949619209654264406921060066257242103344863789940750836,0.00829467512735423770857457312617838740279476092464537929260377,0.00832466721178324785487826714574416394977870151907337347755136
5_Kmimic_1,8.55918537491461822922898536036562082251916305521845409038327E-7,0.50000000000000000000000000000000000000000000000000000000,0.0000526025827025681053799951799190867340699082398369215571113173,-0.0124135349042805861490433873500582056147944112927972247365377,0.0000105085928145903965271691807847192410483301637014084343656612,-0.00247829107720835322733738177317588819237032750563859003165247,-0.00249040172727130266062888119608122876345605352844055153929809,0.0146010205243663529278614952308085237000919474574924308446207,0.0129611449129592540120860475873798862514671317813715325104666,0.330899825747204595922582097776781281914620822440597831169888,0.330758236259643450372251326204794543216414800841346302705113,29.4573329037071970702802488453828391749623217945326653072944,9.74325547614335391735284881075845636879966894520209341551563,-0.00000284977782424195809253136939391596657499779622428095255071193,0.0000236668605592114804125512796927634234678680073894829499048418,0.00105181877629279349557454033312472112854155387810146959629778,0.000337091364155330965730056359040085493111468741549811311425242,0.000338007668068089506515873957189302605056213720745987261510469
5_Kmimic_1,8.63050157279835895535099425936902908936287986822397722907980E-7,0.90000000000000000000000000000000000000000000000000000000,0.0000517407632056425176005449323266507141312546141040743438778453,-0.00442727495450863136081987579510705079968973615845845844555799,0.0000106836946231208117734314243482015038877506806632756792840593,-0.000913948979857606825756883022222825977291035918005943753650819,-0.000924849831650707271831733564881343547559202169151782480270618,0.0147217820737111000581637197464698362486237688469770922326350,0.0141108315746078538284223970899040521804615018834026684250785,0.330879698779866935286805475197181236245231270034733817600638,0.330827380360559199232426601804256743368099153110736673179762,28.9642812428574817170149173900302302849492222371735324172249,9.58217728760102244110543408308432100045057381321470898096481,0.000332740694056549706613633053705682546881756668842352926372500,0.00988291640311790463643623363410124004686928120185687588870297,0.0323321428531374556016245909594333037696514244203681962942620,0.00816679605834008238962314295504521435012106780283156292256607,0.00819696723833169664193250387544396097420573815461570621424776
5_Kmimic_1,8.66638219404976835278395289497559725778266212710883648411347E-7,0.10000000000000000000000000000000000000000000000000000000,0.0000513151706094592612130297918594706201097474731710781926226811,-0.00408837221335321834093212088061935750218890624882452217531129,0.0000107723333903462234408345549641291908804303062105205585595009,-0.000858055665260617332763657387331624287296079052803427921168646,-0.000869023567538053519241867483120007775116396426750137878171461,0.0147825340946154072231824731922993727343781691480834051714128,0.0142116264406351531683651388895996299314793163625271690650287,0.330869573421661852578121469903890704263087369795313181382373,0.330819883736454897438161872372933920465662766301697065410986,28.7264224884289132876964822666344122837205871336690800486618,9.50327174778633647513411769417798363503631994871185244492109,-0.000327496550009925559241493507848288171796182984555877214922912,0.00993250835348504752964996062760255486798881934495377047796131,0.0327115097725552927296315251488103132702425249373921869520885,0.00829404716328338210159679789201099277034462415968908615416976,0.00832466440201911388248321976436010765431164249353467701437897
5_Kmimic_1,8.73859156917305755540695271320741297938570003613706287625459E-7,0.50000000000000000000000000000000000000000000000000000000,0.0000504744740619872725491937762853715311615598135800256441108091,-0.0114255454859792180554212195302723042701593290849509261384913,0.0000109518166050800929222514458562325669870946440313100821051300,-0.00247748299154869180122306233907499789564148333857053905974356,-0.00249003616767277864820570416179270833316667149971384537522797,0.0149047856276540062258128313473986069554352883911068990764974,0.0132650406043290928286820252685753258035964336917703608704220,0.330849198123048598464589581143019365142604755188704546000906,0.330707645573639889428857547656525574544889747664743469406907,28.2688589217636396535567240647742048498254330018338678209725,9.34872777706983762261682753671443065130962381756432793427450,-0.00000284967858329803988833583536062908901984096163210479392357346,0.0000236668606737241772515487128599904396555850269354536923550103,0.00105171712236365767857206694729851985672322686682945391305929,0.000337064194419775242991416379507118719382126749038864221201372,0.000337999578935457811768763679056869682905601533028258318216653
5_Kmimic_1,8.81140260179759057566947418494140399916653618917787935203028E-7,0.90000000000000000000000000000000000000000000000000000000,0.0000496475709524198936738195571919200230490178736876378448127887,-0.00407362806166336776281566270602480731015957435989200134135398,0.0000111342812401382020807149719816986673558928684980865378837946,-0.000913360844193276665677206253389821851039279395909569126730904,-0.000924712118708704658129820892399082307043033926468070220338099,0.0150280405263221443058756840053300029735057296688824080364726,0.0144171398864945139742157787715172926307980008260698321482022,0.330828655596384620927146660556244991876405848211451828514414,0.330776351006993444463549424032593053053868647540302963161646,27.7957713070220570994757491450307227663480200576680793478501,9.19418380636164490683541165818636911318910791370479759904048,0.000332737529924351642361058073509489021872232215707707789670790,0.00988291633776840834430282318314921028024149597394946306858422,0.0323298650486528050467464045248146157715241458382507332705054,0.00816617016947154959006071691271296255029650584526577254088798,0.00819697021077705026895803222123875062324534645975916227913737
5_Kmimic_1,8.84803530463438192947417056467321728613682097408568737729981E-7,0.10000000000000000000000000000000000000000000000000000000,0.0000492392210389120573871972039757983189152557713812309283866661,-0.00376166921032125634719569164815528025430037758539067277726011,0.0000112266469697111051079485347246552692641260074409092205271455,-0.000857473154245465606257879720292412718661778122011982270970466,-0.000868895215847660041485610821391237532178247410259230943154707,0.0150900467690170762777100269477236651060665078391685867800118,0.0145191844416074696992691120880157239711513303996499014422666,0.330818321200657171696735755256433746603178813987077570980103,0.330768644578524707896032510173133968345379188137507570604984,27.5675436578590604157125203235473033648818475596417439404362,9.11847905006934649889334315859648018182251720328059230745745,-0.000327493557683015056927058338351083491737661634752844530257035,0.00993250828677713783950899509358689308533533639317103489645184,0.0327091774486560022706373580483116718083507603822204804338515,0.00829340618433163415699612697138256542517798015407263447265202,0.00832466153365803868986845077827625338941746004741529453284738
5_Kmimic_1,8.92175823608496104886379583299403964284780870865752526429194E-7,0.50000000000000000000000000000000000000000000000000000000,0.0000484325847371238773705649760327885934896845700980275674016974,-0.0105161579213851420821281745125386624860749623848743082201352,0.0000114136764536633751765197274149208471703791781292827466853019,-0.00247664875830193882750966331990465674363405419267312408747734,-0.00248966307614587002786842507790933020391491531208766709517259,0.0152148219382537885079789782899752286177459307311244766998412,0.0135752102146992861036990669425756258397775480473494258766737,0.330797525294887520357970426534235342506743771923911608342196,0.330656010440834101335370822288284113552428557702576147709220,27.1285073077882038289494384717937809837943610538151174037991,8.97020399560826054274599675343016724732796645801681591741756,-0.00000284957727458167294853985569095870783543576222610314887832450,0.0000236668607906425819711779891876829014811667579785127966355760,0.00105161337463998503423620917046320701535777558703668010829862,0.000337036461388657910773049162459897603087884380236787406735732,0.000337991321157196648207006044050576429498150329086512016566322
