model,a,A,eps2,cs2,rho_plus_p_scaled,udot,vdot,w_phi,H_km_s_Mpc
5_Kmimic_1,4.57088189614875029000314064439533528057096013096479494550704E-8,0.990000000019364999517130167716578434051037236676021431720913,2.34727264723892446028909783055219333659839802657611114144663E-11,0.333202470844040016479157962531291607605840996809299391766153,508859014402069494397684.139334603991680488296897971024179272,-1526577043170440414287200.8143114169769361023496887206590565,-508659242718179489702601.364369182908774149194300069075987104,0.333158872960036445084696584316303568436880276461516169152415,309609278025039.554782845499910776002094211935969618144385582
5_Kmimic_1,4.62381021399260298134654968972522460361000699647559093207793E-8,0.990000000019634393492709459048521434043445526521299775350636,2.37992646190892593147938443206112430050953627255892932805157E-11,0.333200956132436421516198764103126934706218480476286317644681,485958795218331234493740.735246948111413814630892366361481944,-1457876385620360843858326.9779046916599839401027205826792955,-485765805611604817763091.720959934757656593354108149098076006,0.333156853877709853525919396188344851107470131926695886165645,302561981131907.029654539629813966251330458373065440755628686
5_Kmimic_1,4.67735141287198193582090392093933845338630184957139695852865E-8,0.990000000019907535111734192591401481773331582659982590010469,2.41303453637634015622536525705383903815511986257468478795131E-11,0.333199423895350020595043593612944413523715479297423017520610,464089180681387303541980.178936880217625913960504825373883931,-1392267542010628237334326.9669042145928340373827013232972863,-463902742906136360960331.517444344077641193152846689200864079,0.333154811440467617704602751972669126799279078502707157567143,295675097201978.520193457234011186055648558710957047662468119
5_Kmimic_1,4.73151258961480478903271112019859268194036766786871638959313E-8,0.990000000020184476509116300247966794195922153160606713649009,2.44660319002406839373646179941004640163115971466568189224780E-11,0.333197873930172008321722112020539990861533839662269023914578,443203788487375846479954.458541985990795398238409898874185265,-1329611365429658172492656.9330566800197836070454760394745120,-443023680114555108260712.699926837855697664022114088987470382,0.333152745378452859322146336300288893732339842556620313688581,288944974825888.840251257932209079611017769960332292406579225
5_Kmimic_1,4.78630092322638343922087739333653771146003943462931270524258E-8,0.990000000020465270545036542053993080132718294788779356579394,2.48063883014637569073385669326038422383069926401132270059267E-11,0.333196306031955078130957748145516159891869812341958237142893,423258323793547459802212.769800466973310230578657165097076338,-1269774971349203545519557.8131120506038149286771331072590883,-423084329945386215827417.949516756641392110636886947446815383,0.333150655418697397796410964453824065507094830360895349142922,282368045710091.338098285810188079831964237509820404630457235
5_Kmimic_1,4.84172367584099342531850645641690024429411169084451280424363E-8,0.990000000020749970815033999529298762969899199400718521488938,2.51514795317185953335208303218367451585948672182502832040501E-11,0.333194719993386520388494755063268861334826896218655120385253,404210485269973259909925.855401127860146952541139351910042470,-1212631455779478777209344.0533877105093110028162276858356881,-404042398363616099509142.266343748554886343238308102794922951,0.333148541285086036693460080347724955613644164046110200013398,275940822784915.532008686544248975000870122157250951068837950
5_Kmimic_1,4.89778819368446195910308561354848814914337053691890981888939E-8,0.990000000021038631660235927834951483761999313040575817210863,2.55013714590343168153382695459460062530305545449670457088332E-11,0.333193115604761013089729641293828189815114096874643584834579,386019875379522994567014.977394730908708718052370128561908334,-1158059626109094148446710.5143436723674960751297270690906527,-385857494879373721853281.188352059212250599372269304801728822,0.333146402698320443898972400088585753328970546132095255626791,269659898355690.558646272733339769057669131917184476963285173
5_Kmimic_1,4.95450190804790220143608054352198210973724623743093480273660E-8,0.990000000021331308177729919321449732758300642954731732508073,2.58561308677554986270398668114061361505034283251435065165207E-11,0.333191492653953101690396940421446360313118247519435306786927,368647914695813079383134.506924628145620588718479552772528213,-1105943744058899910734262.2727815375922155286751090024379715,-368491046874286338858623.762637189144419067975069674459472876,0.333144239375882620993971177209157797392859460896038391068542,263521942295954.137279025552327705668800700791535901738415158
5_Kmimic_1,5.01187233627272285001554186884945768060471989832819263929697E-8,0.990000000021628056231080358215805340312858013841423013754666,2.62158254712893929400703715042758401445098483936380903194707E-11,0.333189850926389364567154632056655430454479063729343713215428,352057760077389242616910.880553293635143096968996080815065012,-1056173280204534221646596.6066839975091619512523785941227488,-351906217783784420551782.092021449233742479715294181202434123,0.333142051031997957250908024765298008993639101651006037472583,257523700281789.067126523202347797237692552490181452926743726
5_Kmimic_1,5.06990708274704360059565453436727179440553787767087870788274E-8,0.990000000021928932460991173736470918034173331187877052361160,2.65805239250304734069286100067715151048221715731394016192611E-11,0.333188190205020260567622053870519169305986295324539915843891,336214226524587787302944.572493469025317741766106762092923282,-1008642679547006932222542.5852535778618770632216821951479417,-336067828961809444645033.514030564329911865479538115172118098,0.333139837377597863617059023402960541753762661360707086238081,251661992066351.081486125520877402252088721991409756996645903
5_Kmimic_1,5.12861383991364855546333464987030187675789539844457465962652E-8,0.990000000022233994296116926849207951314053425092792508319098,2.69502958394647800297760588507379878901178868123385643578146E-11,0.333186510270291655070739535130131673378520916908828400704745,321083712553330678883639.992985536944150954928533784245971817,-963251137634084850839804.0350916024965031661200540520077252,-320942285062189132735074.391969812983560803963100991741682502,0.333137598120281982002634570051711525336655790754884665656895,245933709793673.192252427677807082751328606105178038801254479
5_Kmimic_1,5.18800038928961118230438989953028920892666816626283401817494E-8,0.990000000022543299964024294189606007179240155525003470218683,2.73252117934565635553386100166625843286033082394377009079979E-11,0.333184810900116020939240911676401035099568883108824329803033,306634128927569307467343.519860888868902050853222083989871880,-919902386757623030937464.2017869925735572931223692132313738,-306497502778404021635305.435613495045662787602571679804376098,0.333135332964279965140968683631931926410961624699716239356919,240335816350852.483339148850522611337201411062022630649030510
5_Kmimic_1,5.24807460249772597364312157022412456117940234849433701092198E-8,0.990000000022856908502306041384445484875020209768935798007690,2.77053433477197654333354560380303385076790849070626561787850E-11,0.333183091869843310706554214615476262725752893475309443930300,292834830599215679141154.966844695622581677267330718043133802,-878504491773358345872433.4313581877588432007394789299764182,-292702842790592860723141.306962552992929694912566973884046102,0.333133041610412822237634895515821269367038170250555449741555,234865343757745.662374876226737962066525868360878294129101254
5_Kmimic_1,5.30884444230988352200461868367748268964069695466421082325401E-8,0.990000000023174879769849607109924726332783617872560586142881,2.80907630584769046554151482257984006474132298273158581376102E-11,0.333181352952231496300568813723288389141423845904209770098342,279656551711203070913467.284171644103465213390114970488881352,-838969655110091454635958.4118304393586105042827743498124014,-279529044775447309735509.836000529977371431375173656003150190,0.333130723756053825574331036976922428597526095614578169112499,229519391593319.567664234493141801066967646893635580962537935
5_Kmimic_1,5.37031796370252730903581209851921106232897115110733284904984E-8,0.990000000023497274458262448735502568598075951411592464874078,2.84815444913079785621139817990458618754856891029741445556665E-11,0.333179593917416772566425785361051228700301041040334092651030,267071343525815269241839.494900444581756149599382202506395940,-801214030554674518297931.8701032609783717063389057169671027,-266948165341143210300383.145809501760922812613228554505860386,0.333128379095088973181880828321978481204869269997192448135385,224295125457822.262328772930497242844057835231743571004008388
5_Kmimic_1,5.43250331492433210823945522084569490822623986402587459199467E-8,0.990000000023824154103456330323372292958904937804825864054665,2.88777622351920209735034614062746080629667592935318522868768E-11,0.333177814532883420809798897873238575992186359932110350834207,255052515146628183639468.943102387407987776450047261480167614,-765157545417836041659695.5292665498622706152918089845848093,-254933518755660099231275.824204239252260809154888331632038934,0.333126007317877002644712822212347406866158445035760357963227,219189775469959.340071807013226318468977133051397650671655508
5_Kmimic_1,5.49540873857624552093684436010810270600333030501201596817810E-8,0.990000000024155581097392764091093497238859077538436627331423,2.92794919167439977718842034056566368604906508197695287813911E-11,0.333176014563433328541032990486555466267797638175821388209391,243574576908333045231613.443486540153901625545778112801861918,-730723730703650469730254.2930607140365401503466264865943090,-243459620342765782588232.991719325444372306284191021338820579,0.333123608111208951046693618109968274511983199124190560829322,214200634798278.627218707189011606277183583273488760790888404
5_Kmimic_1,5.55904257270403580379500995260712081474718471896914184750165E-8,0.990000000024491618699991847204455228665093605355016760555075,2.96868102146497573491320421245699245282831372782292098191932E-11,0.333174193771155161558991281921650252523958134124405025466924,232613186314369133710464.181576479361916728352440520858867593,-697839558922436369372242.9244538676949613928050277300433779,-232502132425601264762533.587508076487794315673032516117438386,0.333121181158267256015209022298952106296653320596567611806812,209325058225984.603409559294294008322069332154933991861241432
5_Kmimic_1,5.62341325190349080394951039776481231468251043098691664081689E-8,0.990000000024832331051206766955097859116954240717848829238430,3.00997948743017911342247714038670639847458000747927172444475E-11,0.333172351915393184471529891920416472968917077335795049699648,222145096407698027606035.923234568660404825847544729452635238,-666435289203079180871157.0076612195443761743748148782080193,-222037812703205128757809.242204253255504739309601107763670625,0.333118726138584392766900671611473382360610823031009774046535,204560460748421.588181588421459913064579970997128462208202512
5_Kmimic_1,5.68852930843841449464456884242717317003355082049505240592959E-8,0.990000000025177783183266278998735431316176652630831244393694,3.05185247226385977452903140907102295188991491203048133952078E-11,0.333170488752715725707163195337578528955226042923458267174761,212148106465212204637714.088403689638836517549834645889689136,-636444319376257019722553.2084979518705788586880587464182999,-212044464950477054605889.526012593567212008846946859050237815,0.333116242728001042004473279926168243602039050011788266420700,199904316202482.062072194129607783957487608080697613879979909
5_Kmimic_1,5.75439937337156930062037993955717350846618263643462185720522E-8,0.990000000025528041033087495391030133421481741987841102886390,3.09430796831904831725349907797225502671728157722481986605245E-11,0.333168604036883283029704150657617645738341312091260234883838,202601014911199377728705.979100464605986777280524400812903859,-607803044714833685384722.1080546334044590034328370278207966,-202500891937008488776336.205994845170836794487750591332347188,0.333113730598623783459485835307913109307838833025581274752979,195354155927213.417983919298389343305988690586410818750564078
5_Kmimic_1,5.82103217770871411842782219931993184411232965535035377863167E-8,0.990000000025883171454861351665395713208427067414361206030527,3.13735407913346688010515473305522170727425004203420292467250E-11,0.333166697518816265524456043417150292869899806927233718051693,193483574349990691971672.442887772367760226640844757077162221,-580450723031803252862399.7042061426550706481193807142286966,-193386850464914992154352.034408942015234038254410833982662040,0.333111189418782309821025523934047443244744649560358457300589,190907567454912.980355143251310283706662078508255782170149935
5_Kmimic_1,5.88843655355588967267098941074463101324457826748550916889630E-8,0.990000000026243242232813155156451695131070950974838291451679,3.18099902097626190332914789074907766606271470027453377222709E-11,0.333164768946562367980892745705140407060745926781673678567285,184776448622415811845415.624121087041343225597449043074426888,-554329345849655335021858.4008380756282850678950831910406963,-184683008430299480821268.743171939556351800828966486820523224,0.333108618852986155734632658895604241513381672621986484846400,186562193232017.294945432231807379956845634215688269991408004
5_Kmimic_1,5.95662143529010460509798282527165548220546328119654513446066E-8,0.990000000026608322094140650190806202847437404981950297428151,3.22525112441625407775403604381287395734065243258755344276754E-11,0.333162818065263573552690197094708484112625940119141694657226,176461171794980530391997.089128952712703625690842261952585966,-529383515367907910766191.5603701277282042414054073519178312,-176370903817267966308152.078619674366714595295209638762314397,0.333106018561880936499795245951328812151605430480485382764667,182315729369107.489343332066553148325135130392231786499117875
5_Kmimic_1,6.02559586074357746971302965735089500588251584630814386229091E-8,0.990000000026978480722132069649690520961812645828519365418862,3.27011883591200481387898424002819908499245489374585679905362E-11,0.333160844617122780531458937944858578813976364249273527974429,168520108994781937861414.574028506386001304254767300646082614,-505560326967852831592845.6552655265266290628376813294928197,-168432905537518604946057.187370835111698858821986559624503973,0.333103388202204091037759848569588283871961106753263322703531,178165924419367.942012883489317286995288572730399793248951438
5_Kmimic_1,6.09536897240169160390365333317090069247202878439118273769909E-8,0.990000000027353788769466676762170490910310966801548748049220,3.31561071942400272897947343103956717597988543900242606963480E-11,0.333158848341370049025572748185618711643691682539424811931559,160936419007091091718030.923060295738451718559100699197654175,-482809257005303832216628.7798538758864958342548768956722484,-160852176032439574365178.252754523545693141371050241472955750,0.333100727426740123644307972891752605670701992099787398311393,174110578184850.583998555179336165428085974598132014217558878
5_Kmimic_1,6.16595001861482166320348343878614766723291896638000193966395E-8,0.990000000027734317871700335819775633002865402951338155460634,3.36173545804927787207862646661744697359916419081347716736280E-11,0.333156828974228463290088336729026806937554014670606758524069,153694018556271836734544.076515113218964486830092627718213373,-461082055653352991436189.5989827708871087563255602553406970,-153612635558389812720993.163467104871868984591134767368971437,0.333098035884275338984521160671190087662588205901134361922778,170147540549911.900305578545835768817070230588018229011473311
5_Kmimic_1,6.23734835482419244598528295521260223470235497238628834899125E-8,0.990000000028120140660938685820064944905114217993401674920707,3.40850185567875568743418317512096814516775688721784280325374E-11,0.333154786248879605407902160700096674634002853732489908116610,146777548194274863298166.693765896001774624206810332103905461,-440332644567852907618580.0831251843223820864388159052088033,-146698928079406912745411.081709661583657471470696193651374658,0.333095313219552064728400266982442813589030157846183261338929,166274710341204.105280708673531388355731498747992229110028642
5_Kmimic_1,6.30957344480193249434360136622343864672945257188228724527730E-8,0.990000000028511330779700526854629559903053664609414832194807,3.45591883867766705754581070221119165281091522224430337438521E-11,0.333152719895428635975989401689927222354143126691046824480156,140172339724355837230782.432708044075440444965305056731712278,-420517019158571088707791.4122108532271987447100314723479251,-140096388694996031227639.217903982591916425336099680469173816,0.333092559073222356167511954732046154863201247316013953417423,162490034213616.045676170805440415548629547365353407559925144
5_Kmimic_1,6.38263486190548683892867090830149975842615998434914729855977E-8,0.990000000028907962894974065363151544711261821016148403161720,3.50399545758933516742226496967343631538687345517006707320582E-11,0.333150629640868977403813460783575630874514988394687774631197,133864385090922717742870.393400534390035737994010831660620713,-401593155258731906617207.2266348168647091897511806189610716,-133791012533909787174926.258939788254118375950318267392850591,0.333089773081801177093605239807587319964147726469825374593566,158791505561573.143952040884969004421958646344710362915121410
5_Kmimic_1,6.45654229034655515878214068128108407986291540034139156626719E-8,0.990000000029310112712468701186324844422628165503998525518263,3.55274088886266439380289123359751924854385198854596634915400E-11,0.333148515209046595383778629364874103093475310462163475307507,127840306669527108455035.522715080212653946598177527497585517,-383520919994990650808039.1997095760507402869240438224222043,-127769425047938685338989.155061721336445186843234955579552062,0.333086954877619051160369986013772346967879070651336205588407,155177163455119.140054686120789440293828109480689944619516364
5_Kmimic_1,6.53130552647472355255326844502823952893523249356942470054684E-8,0.990000000029717856991065076673724911680425503889361383678238,3.60216443660366094705471873284396683101095807051806912541784E-11,0.333146376320623874045920425325116750170499083421423138130801,122087328893984255728711.729215887609531016905059554997534382,-366261986668793523778979.2651114563508966625047413310769548,-122018853642701211820740.607859405610795042784767362572957566,0.333084104088774177889194633598239354178349902661610709438290,151645091600215.529530233869754017168165244715345060680829841
5_Kmimic_1,6.60693448007596006509646283635048265909565519507552233735937E-8,0.990000000030131273557466145945211801749344485696702503346084,3.65227553435131958042846634064490092983877443541383312930743E-11,0.333144212693043080260884034478431862133710352597456313068341,116593251160442417980054.860642665055147050203732829323111768,-349779753468585749489637.0994442045903568987829077528549655,-116527100585258704024915.857994467621092725261748437647357605,0.333081220339084007418919245983523193653073372149561810550476,148193417322707.436359143362141387684279310974739427151260358
5_Kmimic_1,6.68343917568614608362574467387613460508990246709253023800973E-8,0.990000000030550441321052060773390491308906054850263221127281,3.70308374687821533212964534238196560719731023108778271470503E-11,0.333142024040489412506627949402376297414365136541862789372478,111346421950930794833756.372265799429998709499621917061414245,-334039265840455361288456.0823290055697541775952846567189306,-111282517131088413769312.858765637842472024682048944261565661,0.333078303248036268038169316242956224557193882740275196694554,144820310575417.207139040228722940838957257794100690271381928
5_Kmimic_1,6.76082975391981771058991949617566948259525861302105194906507E-8,0.990000000030975440288941708457355384545501785795858741498201,3.75459877201614398113231380669127893177403155165969874922545E-11,0.333139810073853629665203842825388040923728767397278610036710,106335714121501770786308.246036464612915456861576690144548498,-319007142352559933354184.2664142118140468056563847775423684,-106273978815534604563086.534718093021910224354681664271135278,0.333075352430739440476892873173625645523536116959395449739109,141523982967839.275851279846554074311457693335965373792840333
5_Kmimic_1,6.83911647281429323649819293020417817582667551951143194905079E-8,0.990000000031406351581263776501838782974511413206919125247483,3.80683044250715967873294523843840337956781631573009529571660E-11,0.333137570500694255066401546959818601893535221368295276393011,101550501302553380810734.992753905267138559830141479426278052,-304651503896093977947417.3255349972683755973304430179709208,-101490861857327538103149.898445332330957432513053333243982094,0.333072367497872672871205499424027874818602273266970014770995,138302686817921.831924027359772727145458177984099218062298569
5_Kmimic_1,6.91830970918936487533684326977230146738266561363592760536171E-8,0.990000000031843257446640258908494189588844414612729486259444,3.85978872788036306542288372893466190163819794852379371461209E-11,0.333135305025199351045006338471179426449431569797593946171391,96980635361276884443415.9984492759075953065133829421364793882,-290941906072631668094537.8430534817132485661229022424053840,-96923020624119050128160.1399778484759820447809965277630896686,0.333069348055635130252572203866856439950716997905592108379992,135154714225432.535004776093989429931423367664825184567234475
5_Kmimic_1,6.99841996002273498824371346070195248058286819328119690105341E-8,0.990000000032286241277885359435008101308714613554697370496736,3.91348373635479809767522494071921047306624397019526940961382E-11,0.333133013348147859227891164627062119778878568989491546098609,92616424878427143934933.5023527136442534090574063046178943903,-277849274624437972450296.9602327170920456985809529162767010,-92560766112236095342498.9230788856841815324553271782386814403,0.333066293705694772348719012451917378165569217456543394546460,132078396166416.963987338156870343982264568036085133144594274
5_Kmimic_1,7.07945784384137910802214942189312709354432965551298681327159E-8,0.990000000032735387627922788290788014875486011733434032136838,3.96792571676882079263381473225406852907279988469166225984954E-11,0.333130695166870501716155613222027169598125266879921536069485,88448614593764919410755.9740319516808051982937542629952489617,-265345843770795541176893.8819483927999925585290610024585133,-88394845395004933413489.0734210607582453414322627350898218514,0.333063204045136553419468046126105639790480701436882449503174,129072101608269.671470259621696992198886071036026082835701975
5_Kmimic_1,7.16143410212902018815621158457119002109168931465241018165494E-8,0.990000000033190782225924490422966996781924976399116048979401,4.02312506053630815140957331054787096224030423185514283708392E-11,0.333128350175210238276022962085147310761929538844139458020563,84468365776574783002599.0489414029577639930595812732577511387,-253405097319558448722492.3917322347438567463518866008184616,-84416421996053096233202.1217705112360608975375418466412226672,0.333060078666410037785925188410995068757602788772394556303135,126134236644948.643885045515767527463312773455002424423138224
5_Kmimic_1,7.24435960074990063551434309936080685122894785326403539030540E-8,0.990000000033652511993673885811352779763825375547875369762846,4.07909230363008064469694283045402464336465265615713394839966E-11,0.333125978063482274600213190884903211684469355665194505856415,80667237479624472524122.8221812792505021380098647271237268006,-242001712429030255220550.3584622978976680614154848027618184,-80617057145958278524076.9680938434622287496150521129728565492,0.333056917157276424646116716183838012313244659923287337385271,123263243651874.647818257953745963225518490423522112766881235
5_Kmimic_1,7.32824533138904084618225291543490134626628089005313770598986E-8,0.990000000034120665062156745043799063335017595952265788795092,4.13583812859291683869874680912522307707986056219956913193847E-11,0.333123578518433616649020059977998035535666607448114661774531,77037168636805315283537.6959067149649332249174822073150990996,-231111505900885278288065.7278710936952008288333207556108685,-76988691882486991124243.4658130392696919318767322270388899720,0.333053719100754975704268045049287732274056337713559787303606,120457600460067.380224301064113656916200378564265959778690827
5_Kmimic_1,7.41310241300917514913390414924242040671597948421809452339627E-8,0.990000000034595330788382866892467854465788035202639676829700,4.19337336657654400588256983462525482429915857358892922222757E-11,0.333121151223202166027330934861034279059779689728429280408685,73570460966482828548323.9715470941915869720585485198168967348,-220711382890220394768729.2052586811773200350713803058517646,-73523629956455183277018.2324217039635141274023421320685378965,0.333050484075068839074441660739140955715608859969516545525562,117715819549080.539819454081281476389818283081612545992447591
5_Kmimic_1,7.49894209332455827302184275615136438441867918164971014620419E-8,0.990000000035076599772441768664877412690932008974840665937748,4.25170899940899390489113706114173222130516529853194295586685E-11,0.333118695857275351300335653649779296302808155546237592007793,70259762644295540620873.6295378714738753798367528390857792425,-210779287923951504297771.7058442721525716721290686927855979,-70214521506951872456800.7244270930671010692436626518558496865,0.333047211653590262852200073773939573882828939929125107543935,115036447258307.904370416833286665240934896755322570174120415
5_Kmimic_1,7.58577575029183768753766746662029930529553977038366930029386E-8,0.990000000035564563874795644769899155758940028765620217320360,4.31085616169071832801230000399468670043309291512611133038354E-11,0.333116212096448290096672110247544029845395929694747639419349,67098052710772100236207.1714678252136997185598234388328985990,-201294158123664857822316.43822497566785439062896100023169225,-67054347471298742352765.2360832089323983159886149684583577122,0.333043901404785191680331020822990410795087877857005236560810,112418063016242.239127147422498624218000569780572603105947722
5_Kmimic_1,7.67361489361818943285663110306353413438356702371100254481359E-8,0.990000000036059316233812894226504204545585584443880146090594,4.37082614291986450401450167316710632165417223687729800287097E-11,0.333113699612781476793248088306482549888487413494012286531848,64078626180695313700839.5295326927097554954559221960843780849,-192235878533709169334797.73386061377651639960603888028066196,-64036404696677143127865.6062336198833782605565626381965694547,0.333040552892157239566463991574128834305685458909371325514567,109859278587278.380464659713326148160175153378271284301630142
5_Kmimic_1,7.76247116628691733893700977994243122902345830191356341295058E-8,0.990000000036560951283545563760710166816277153882430784588114,4.43163038964711600991875924188363110486279645483397327899082E-11,0.333111158074557990520957982601637006826645070771586583514207,61195079822630174703771.4677382665922354448904656286338750108,-183585239459779705612705.20511891436858817525586998767384629,-61154291721842258704977.3870674693911461335808837346956141286,0.333037165674191032141617410409126425943496968420070378968414,107358737335661.140938708124831915977872234173138150771757039
5_Kmimic_1,7.85235634610071785119828604772233528117001468278989550349655E-8,0.990000000037069564771754099692605596185801556097899307298181,4.49328050766051048847060097500395647830994606278583553353255E-11,0.333108587146240218174976159492123131570080999400025222634761,58441298578454388108479.2184875514083244502353366539934357022,-175323895727509857891590.32520854842959772311654235123776569,-58401895198765550553316.2645699023674025503528771594269148300,0.333033739304294911479342454033128103791248829854571627935246,104915113506187.772358035260904157112200647474364691705425950
5_Kmimic_1,7.94328234724281502065918282836387932588960631755484332092324E-8,0.990000000037585253778182849019419555963519275590515047820528,4.55578826420065118977213915209373218313948756372155465158143E-11,0.333105986488426087057252635408160147580526413547666182093726,55811442594087351250732.6953182526968273977317353522524056012,-167434327774658086046135.19934335227036208919836760533627753,-55773376925403961119308.4303198899090372894671294850952981481,0.333030273330742996525170629238521989959646716817384745060031,102527111521283.606950941517897194272031191278682885977807844
5_Kmimic_1,8.03526122185617258528752784881073573565623649302855894148532E-8,0.990000000038108116733089797961366727274817808455065032614136,4.61916559020673515682764927980648540838320516960043195772754E-11,0.333103355757804801722258316312197592959633658286403325736980,53299934833909923598272.1363895441772114383942237313306502073,-159899804494367227847672.04348924262143642685320676256771506,-53263161462090641838390.8129187506343878029294884028993435287,0.333026767296616592115526045880197986274725597283806881372032,100193465294078.177966489295983566227539853667176898329175728
5_Kmimic_1,8.12830516164099246541278797731329801875688511000624546366023E-8,0.990000000038638253436034084763569725512516776980391200212632,4.68342458259382675675294746486655365019920738068955446953898E-11,0.333100694607112079539923093944288230972395779468084490749533,50901449252605337764343.2529975551660905998854948791571255871,-152704347750687232274443.06230680851832682948035848745489370,-50865924305279910165263.4856790717462285083883036940168945421,0.333023220739744939494128065867166212045389480905075401913300,97912937557117.6047035963725978279913789668973403650838364227
5_Kmimic_1,8.22242649947071141989648971387757037422150278785227863548395E-8,0.990000000039175765074924872749002009815786773410628594582242,4.74857750656181122322220562169132074248193874689104903451068E-11,0.333098002685084879432077517812648302914495267490625870599454,48610899499333907742074.2571219297933008885753926294780095434,-145832698491099284475831.13414457938154710351083913474206512,-48576580593561363105558.2343350192424586346536714739088432728,0.333019633192645301162184050283108304663536225372676311763841,95684319206357.3175027467293377129184808985061361306118306862
5_Kmimic_1,8.31763771102671006166691402738404052638807671618874384627403E-8,0.990000000039720754245335219503498118214720670846568136713404,4.81463679793646892251392945128178362952104386585404828927579E-11,0.333095279636415618180544467905628856573603360657833549743828,46423428130283281589497.5764596966601400487418145257950760655,-139270284384166564080241.12268235273136221979535264782221239,-46390274321987088975308.8878304197310630157958463248044748786,0.333016004182462372826353721757022019755163819375952241904910,93506428660087.3000608057757861749116097002662596165314511933
5_Kmimic_1,8.41395141645195091152741893800476432862405502970163005990276E-8,0.990000000040273324970084628653964710390457373815930408067398,4.88161506554311718642479337213099095076965484069430382069497E-11,0.333092525101705868646328187558380823466705934304627238932150,44334396306714260528261.4517141699710502611350240222648436651,-133003188913671702736030.18420946087661276790313301125711739,-44302368041834119346590.3701584087383307786077718553442003521,0.333012333230907015135554767096377647447128907453639040524868,91378111232449.9438351640526756062791673999542858742700299777
5_Kmimic_1,8.51138038202376467817126318592486827945217254420670938995537E-8,0.990000000040833582719094021984650284915869664487052827094804,4.94952509361327277151608190487394627361480567705695549957054E-11,0.333089738717419534180111179302274084716561072389143682241400,42339373956651951618874.1920992429893138035936897724287017942,-127018121863690242374269.84667219109318384318744755740333482,-42308433023953936365483.2900954652434779437818080939250678246,0.333008619854194297824172389995217530529782131250825835850298,89298238521218.3464870607732304503751643843314213771690653817
5_Kmimic_1,8.60993752184600649041244735593501281152798276543913619961200E-8,0.990000000041401634429516921633481995431039376889529000216609,5.01837984422479430682910942923844796792630430465986101682534E-11,0.333086920115835493444491836244826699764419708604961943278199,40434130379355421002509.3510787830159605564719226935964833972,-121302391131999595163671.02283029408562889037983191455672181,-40404239864844180927086.0006445272707956418564529507956296796,0.333004863562980848805132358092307604194141753133768214967293,87265707809510.4473778114969448606509783911009079815377768467
5_Kmimic_1,8.70963589956080637510827425208770547747471285012847040907618E-8,0.990000000041977588526150684830979428694923883318886791847030,5.08819245977597048255616614426946178447970422617641472401661E-11,0.333084068924999709808074333880553237662342551113849756498734,38614625272638155012324.9227369387004189460934203108529072810,-115843875812040427066769.81908549464280131526642767653813734,-38585749515516780337036.9954745745030211958932913210781917876,0.333001063862301500681596558246527696555546985333237596637444,85279441481121.7820847573399572549254890627083661795758678183
5_Kmimic_1,8.81048873008014087144537299919730380773582338233775265857531E-8,0.990000000042561554942131687098170300521520404867022610304262,5.15897626549402621140198885842848557127696668648226491942299E-11,0.333081184768676799410654339535561137433031528253000675358250,36877000164008509236092.2683317052296471019595377706256987223,-110631000486338005242992.26105306372066223403084563268227156,-36849104714133521979970.9115534955358431205326326997001780525,0.332997220251505227070741180886599937045458173812049123637342,83338386449166.8586637855311205012576949909861461315439441741
5_Kmimic_1,8.91250938133745529953108681078296963985874782930048369947943E-8,0.990000000043153645139918404017464533051629698211447387424691,5.23074477197852556375417009180486112389324524268567008461101E-11,0.333078267266301051937326649374180835445344252979313264247023,35217570227455833183878.9076872498626677352070873826771898436,-105652710676860572260054.00437394363380142151509220196121439,-35190621804236544402285.0541726388537686715951768334091370098,0.332993332224190361057179521945234808551798008168418944554741,81441513597726.2147807837747705981876937953805048096399700990
5_Kmimic_1,9.01571137605956885892463441945146166299842012461496302924731E-8,0.990000000043753972132566396641935791915476672134757040491407,5.30351167778015693855319089393363146925134299086206443076835E-11,0.333075316032926898077371121883011470490451214083358507305371,33632816468525917288800.3909909531505755640653553884645603586,-100898449400245687297957.24657572427655324349722405490488048,-33606782921219115733970.9732046522898849784340802852187714753,0.332989399268139088017093267769573649317494443723975309836702,79587817236203.1106067765062702392814705297065876555290736660
5_Kmimic_1,9.12010839355909742120959407918723335093238587556961092147604E-8,0.990000000044362650505299261324401885846625493252617788451130,5.37729087201539268518522792519711064031051265069007653606189E-11,0.333072330679178817581248475471957579465495608308414220746520,32119378261110554490110.2490516942257789631004714415091037690,-96358134778168911093601.53293008282048101705351618983090047,-32094228530463156394480.0480664569724327053276807958174113487,0.332985420865251204977037392791481906990167564529790009847416,77776314566100.5511769779608529398695874816747159592047697778
5_Kmimic_1,9.22571427154763160030738022677666886436521760411068790399700E-8,0.990000000044979796437379661238721975339445179131155207529054,5.45209643701752223910256567941201266676422579132984383215820E-11,0.333069310811200681765954939741104234702857241385040903074220,30674046220121997476219.9360702521322389404624449517185078480,-92022138655367177858987.24485266758800311186741483008102414,-30649750301315895340935.2495947569255738472741779133961311613,0.332981396491477138593683964167508887522638706938038491056957,76006045159935.9173255873467291067955484172007258100154283769
