check,file,files,values,values_failing,bulk_values,bulk_failing,near_zero_values,near_zero_failing,rtol,atol,max_relative_error_above_atol,max_absolute_error_below_atol,bulk_margin,near_zero_margin,review_flags
horava,5_Horava_SolSyst_1_scalCls.dat,1,20994,0,9538,0,11456,0,0.0001,100.0,8.703977717848707e-06,9.999999999621423e-05,11.488999999958205,1000000.0000378577,bulk: below 50; near-zero: above 10000
horava,5_Horava_SolSyst_1_scalarCovCls.dat,1,90974,0,17425,0,73549,0,0.0001,0.1,5.111141777995263e-06,1.0000000000287557e-07,19.565099999871826,999999.9999712444,bulk: below 50; near-zero: above 10000
horava,5_Horava_SolSyst_1_tensCls.dat,1,17495,0,6832,0,10663,0,0.0001,0.01,0.0,0.0,,,bulk: no measured spread; near-zero: no measured spread
horava,5_Horava_SolSyst_1_totCls.dat,1,17495,0,13947,0,3548,0,0.0001,0.1,9.145114679879221e-06,9.999999998899778e-08,10.934799999831244,1000000.0001100223,bulk: below 50; near-zero: above 10000
horava,5_Horava_SolSyst_1_transfer_out.dat,1,3276,0,1980,0,1296,0,0.0001,1000.0,0.0,7.867000000000021e-08,,12711325791.279995,bulk: no measured spread; near-zero: above 10000
horava,5_Horava_SolSyst_2_lensedCls.dat,1,16995,0,13545,0,3450,0,0.0001,0.1,1.6619992188620293e-05,1.300000000002688e-06,6.016849999993982,76923.07692291788,bulk: below 50; near-zero: above 10000
horava,5_Horava_SolSyst_2_lensedtotCls.dat,1,16995,0,13554,0,3441,0,0.0001,0.1,1.6952169453902814e-05,1.2999999999992184e-06,5.898949999994101,76923.07692312317,bulk: below 50; near-zero: above 10000
horava,5_Horava_SolSyst_2_lenspotentialCls.dat,1,27992,0,13947,0,14045,0,0.0001,0.1,1.4066774980848088e-05,1.1099999999999131e-06,7.10894999999289,90090.09009009715,bulk: below 50; near-zero: above 10000
horava,5_Horava_SolSyst_2_matterpower.dat,1,1308,0,724,0,584,0,0.0001,1.0,0.0,0.0,,,bulk: no measured spread; near-zero: no measured spread
horava,5_Horava_SolSyst_2_scalCls.dat,1,20994,0,9536,0,11458,0,0.0001,100.0,9.745733804934889e-06,0.00010000000000331966,10.260900000096822,999999.9999668035,bulk: below 50; near-zero: above 10000
horava,5_Horava_SolSyst_2_scalarCovCls.dat,1,90974,0,17425,0,73549,0,0.0001,0.1,1.383968113376052e-05,1.11999999999942e-06,7.225599999992774,89285.71428576052,bulk: below 50; near-zero: above 10000
horava,5_Horava_SolSyst_2_tensCls.dat,1,17495,0,6831,0,10664,0,0.0001,0.01,0.0,0.0,,,bulk: no measured spread; near-zero: no measured spread
horava,5_Horava_SolSyst_2_totCls.dat,1,17495,0,13947,0,3548,0,0.0001,0.1,1.4066774980848088e-05,1.1099999999999131e-06,7.10894999999289,90090.09009009715,bulk: below 50; near-zero: above 10000
horava,5_Horava_SolSyst_2_transfer_out.dat,1,3276,0,1980,0,1296,0,0.0001,1000.0,0.0,9.669000000000042e-08,,10342331161.443745,bulk: no measured spread; near-zero: above 10000
horava,5_Horava_SolSyst_3_lensedCls.dat,1,16995,0,13546,0,3449,0,0.0001,0.1,7.800555399595551e-06,4.0000000000456337e-07,12.819599999916015,249999.9999971479,bulk: below 50; near-zero: above 10000
horava,5_Horava_SolSyst_3_lensedtotCls.dat,1,16995,0,13555,0,3440,0,0.0001,0.1,8.753654650874064e-06,4.0000000000456337e-07,11.42379999992516,249999.9999971479,bulk: below 50; near-zero: above 10000
horava,5_Horava_SolSyst_3_lenspotentialCls.dat,1,27992,0,13952,0,14040,0,0.0001,0.1,9.965122072589405e-06,5.000000000005e-07,10.035000000157082,199999.9999998,bulk: below 50; near-zero: above 10000
horava,5_Horava_SolSyst_3_matterpower.dat,1,1306,0,712,0,594,0,0.0001,1.0,0.0,0.0,,,bulk: no measured spread; near-zero: no measured spread
horava,5_Horava_SolSyst_3_scalCls.dat,1,20994,0,9575,0,11419,0,0.0001,100.0,9.450545296374431e-06,0.00010000000000331966,10.581400000099846,999999.9999668035,bulk: below 50; near-zero: above 10000
horava,5_Horava_SolSyst_3_scalarCovCls.dat,1,90974,0,17507,0,73467,0,0.0001,0.1,9.856100926319207e-06,5.000000000005e-07,10.146000000158818,199999.9999998,bulk: below 50; near-zero: above 10000
horava,5_Horava_SolSyst_3_tensCls.dat,1,17495,0,6732,0,10763,0,0.0001,0.01,1.1471165505158648e-06,0.0,87.17509999749323,,near-zero: no measured spread
horava,5_Horava_SolSyst_3_totCls.dat,1,17495,0,13952,0,3543,0,0.0001,0.1,9.965122072589405e-06,5.000000000005e-07,10.035000000157082,199999.9999998,bulk: below 50; near-zero: above 10000
horava,5_Horava_SolSyst_3_transfer_out.dat,1,3315,0,1991,0,1324,0,0.0001,1000.0,0.0,4.4684000000000016e-07,,2237937516.7845306,bulk: no measured spread; near-zero: above 10000
horava,5_Horava_eta_1_lensedCls.dat,1,16995,0,13547,0,3448,0,0.0001,0.1,9.873910167142287e-06,1.4000000000003593e-06,10.127700000023605,71428.5714285531,bulk: below 50; near-zero: above 10000
horava,5_Horava_eta_1_lensedtotCls.dat,1,16995,0,13556,0,3439,0,0.0001,0.1,9.64059848840019e-06,1.4000000000003593e-06,10.372799999950471,71428.5714285531,bulk: below 50; near-zero: above 10000
horava,5_Horava_eta_1_lenspotentialCls.dat,1,27992,0,13947,0,14045,0,0.0001,0.1,9.822410812417137e-06,1.4000000000003593e-06,10.180800000096069,71428.5714285531,bulk: below 50; near-zero: above 10000
horava,5_Horava_eta_1_matterpower.dat,1,1308,0,725,0,583,0,0.0001,1.0,0.0,0.0,,,bulk: no measured spread; near-zero: no measured spread
horava,5_Horava_eta_1_scalCls.dat,1,20994,0,9538,0,11456,0,0.0001,100.0,9.91591305732166e-06,0.00010000000000331966,10.084799999951848,999999.9999668035,bulk: below 50; near-zero: above 10000
horava,5_Horava_eta_1_scalarCovCls.dat,1,90974,0,17425,0,73549,0,0.0001,0.1,9.91591305732166e-06,1.3999999999986246e-06,10.084799999951848,71428.5714286416,bulk: below 50; near-zero: above 10000
horava,5_Horava_eta_1_tensCls.dat,1,17495,0,6832,0,10663,0,0.0001,0.01,6.485210477580034e-06,0.0,15.419699999824086,,bulk: below 50; near-zero: no measured spread
horava,5_Horava_eta_1_totCls.dat,1,17495,0,13947,0,3548,0,0.0001,0.1,9.822410812417137e-06,1.4000000000003593e-06,10.180800000096069,71428.5714285531,bulk: below 50; near-zero: above 10000
horava,5_Horava_eta_1_transfer_out.dat,1,3276,0,1980,0,1296,0,0.0001,1000.0,0.0,1.0000000000287557e-07,,9999999999.712444,bulk: no measured spread; near-zero: above 10000
horava,5_Horava_eta_2_lensedCls.dat,1,16995,0,13546,0,3449,0,0.0001,0.1,9.88591652319357e-06,1.0999999999969368e-06,10.115400000130263,90909.09090934407,bulk: below 50; near-zero: above 10000
horava,5_Horava_eta_2_lensedtotCls.dat,1,16995,0,13554,0,3441,0,0.0001,0.1,9.5698358772924e-06,1.3000000000096268e-06,10.449500000024354,76923.0769225073,bulk: below 50; near-zero: above 10000
horava,5_Horava_eta_2_lenspotentialCls.dat,1,27992,0,13947,0,14045,0,0.0001,0.1,9.989810393464178e-06,1.000000000001e-06,10.010199999934422,99999.9999999,bulk: below 50; near-zero: above 10000
horava,5_Horava_eta_2_matterpower.dat,1,1308,0,724,0,584,0,0.0001,1.0,0.0,0.0,,,bulk: no measured spread; near-zero: no measured spread
horava,5_Horava_eta_2_scalCls.dat,1,20994,0,9536,0,11458,0,0.0001,100.0,9.36171806254353e-06,0.00010000000000331966,10.681799999948996,999999.9999668035,bulk: below 50; near-zero: above 10000
horava,5_Horava_eta_2_scalarCovCls.dat,1,90974,0,17425,0,73549,0,0.0001,0.1,1.6419552403017917e-05,8.999999999981245e-07,6.090299999993909,111111.11111134266,bulk: below 50; near-zero: above 10000
horava,5_Horava_eta_2_tensCls.dat,1,17495,0,6831,0,10664,0,0.0001,0.01,0.0,0.0,,,bulk: no measured spread; near-zero: no measured spread
horava,5_Horava_eta_2_totCls.dat,1,17495,0,13947,0,3548,0,0.0001,0.1,9.989810393464178e-06,1.000000000001e-06,10.010199999934422,99999.9999999,bulk: below 50; near-zero: above 10000
horava,5_Horava_eta_2_transfer_out.dat,1,3276,0,1980,0,1296,0,0.0001,1000.0,1.4282429326969082e-06,0.00010000000000331966,70.01610000000001,9999999.999668034,near-zero: above 10000
horava,5_Horava_eta_3_lensedCls.dat,1,16995,0,13547,0,3448,0,0.0001,0.1,9.115437905680513e-06,3.000000000016878e-07,10.970399999947617,333333.33333145804,bulk: below 50; near-zero: above 10000
horava,5_Horava_eta_3_lensedtotCls.dat,1,16995,0,13555,0,3440,0,0.0001,0.1,9.503806274323224e-06,3.000000000086267e-07,10.522100000099288,333333.33332374814,bulk: below 50; near-zero: above 10000
horava,5_Horava_eta_3_lenspotentialCls.dat,1,27992,0,13941,0,14051,0,0.0001,0.1,9.1433587213844e-06,3.000000000016878e-07,10.936900000009949,333333.33333145804,bulk: below 50; near-zero: above 10000
horava,5_Horava_eta_3_matterpower.dat,1,1308,0,723,0,585,0,0.0001,1.0,0.0,0.0,,,bulk: no measured spread; near-zero: no measured spread
horava,5_Horava_eta_3_scalCls.dat,1,20994,0,9530,0,11464,0,0.0001,100.0,9.902754946417088e-06,0.00010000000000331966,10.098200000009186,999999.9999668035,bulk: below 50; near-zero: above 10000
horava,5_Horava_eta_3_scalarCovCls.dat,1,90974,0,17415,0,73559,0,0.0001,0.1,9.691143264148289e-06,3.999999999976245e-07,10.318700000024048,250000.0000014847,bulk: below 50; near-zero: above 10000
horava,5_Horava_eta_3_tensCls.dat,1,17495,0,6824,0,10671,0,0.0001,0.01,0.0,0.0,,,bulk: no measured spread; near-zero: no measured spread
horava,5_Horava_eta_3_totCls.dat,1,17495,0,13941,0,3554,0,0.0001,0.1,9.1433587213844e-06,3.000000000016878e-07,10.936900000009949,333333.33333145804,bulk: below 50; near-zero: above 10000
horava,5_Horava_eta_3_transfer_out.dat,1,3276,0,1981,0,1295,0,0.0001,1000.0,0.0,1.7239999999999855e-08,,58004640371.23019,bulk: no measured spread; near-zero: above 10000
horava,5_Horava_eta_4_lensedCls.dat,1,16995,0,13541,0,3454,0,0.0001,0.1,9.610117531715017e-06,1.1999999999998123e-06,10.40570000002425,83333.33333334637,bulk: below 50; near-zero: above 10000
horava,5_Horava_eta_4_lensedtotCls.dat,1,16995,0,13548,0,3447,0,0.0001,0.1,9.992905037488895e-06,1.0999999999969368e-06,10.007099999934443,90909.09090934407,bulk: below 50; near-zero: above 10000
horava,5_Horava_eta_4_lenspotentialCls.dat,1,27992,0,13948,0,14044,0,0.0001,0.1,9.99150721884068e-06,1.1999999999998123e-06,10.008500000023325,83333.33333334637,bulk: below 50; near-zero: above 10000
horava,5_Horava_eta_4_matterpower.dat,1,1306,0,713,0,593,0,0.0001,1.0,0.0,0.0,,,bulk: no measured spread; near-zero: no measured spread
horava,5_Horava_eta_4_scalCls.dat,1,20994,0,9446,0,11548,0,0.0001,100.0,9.57744320580752e-06,0.00010000000000331966,10.441199999950145,999999.9999668035,bulk: below 50; near-zero: above 10000
horava,5_Horava_eta_4_scalarCovCls.dat,1,90974,0,17492,0,73482,0,0.0001,0.1,9.954408807726127e-06,1.1999999999998123e-06,10.045799999934188,83333.33333334637,bulk: below 50; near-zero: above 10000
horava,5_Horava_eta_4_tensCls.dat,1,17495,0,6738,0,10757,0,0.0001,0.01,0.0,9.999999999940612e-09,,1000000.0000059388,bulk: no measured spread; near-zero: above 10000
horava,5_Horava_eta_4_totCls.dat,1,17495,0,13948,0,3547,0,0.0001,0.1,9.99150721884068e-06,1.1999999999998123e-06,10.008500000023325,83333.33333334637,bulk: below 50; near-zero: above 10000
horava,5_Horava_eta_4_transfer_out.dat,1,3302,0,1987,0,1315,0,0.0001,1000.0,0.0,9.999999999940612e-09,,100000000000.59389,bulk: no measured spread; near-zero: above 10000
horndeski-full,5_ADE_1_lensedCls.dat,1,16995,0,13544,0,3451,0,0.0001,0.1,5.856253100365584e-05,2.9000000000001247e-06,1.7075764705893155,34482.758620688175,bulk: below 50; near-zero: above 10000
horndeski-full,5_ADE_1_lensedtotCls.dat,1,16995,0,13553,0,3442,0,0.0001,0.1,6.090736750729172e-05,2.9000000000001247e-06,1.6418375000040544,34482.758620688175,bulk: below 50; near-zero: above 10000
horndeski-full,5_ADE_1_lenspotentialCls.dat,1,27992,1,13943,1,14049,0,0.0001,0.1,0.00013123359580044194,2.9000000000001247e-06,0.762000000000482,34482.758620688175,bulk: below 50; near-zero: above 10000
horndeski-full,5_ADE_1_matterpower.dat,1,1308,0,723,0,585,0,0.0001,1.0,0.0,0.0,,,bulk: no measured spread; near-zero: no measured spread
horndeski-full,5_ADE_1_scalCls.dat,1,20994,0,9431,0,11563,0,0.0001,100.0,9.171535223324818e-06,0.00010000000000331966,10.903299999947938,999999.9999668035,bulk: below 50; near-zero: above 10000
horndeski-full,5_ADE_1_scalarCovCls.dat,1,90974,2,17417,2,73557,0,0.0001,0.1,0.00011441865786925762,2.9000000000001247e-06,0.8739833333324594,34482.758620688175,bulk: below 50; near-zero: above 10000
horndeski-full,5_ADE_1_tensCls.dat,1,17495,0,6901,0,10594,0,0.0001,0.01,0.0,1.0000000000157452e-09,,9999999.999842549,bulk: no measured spread; near-zero: above 10000
horndeski-full,5_ADE_1_totCls.dat,1,17495,1,13943,1,3552,0,0.0001,0.1,0.00013123359580044194,2.9000000000001247e-06,0.762000000000482,34482.758620688175,bulk: below 50; near-zero: above 10000
horndeski-full,5_ADE_1_transfer_out.dat,1,3263,0,1974,0,1289,0,0.0001,1000.0,0.0,0.0,,,bulk: no measured spread; near-zero: no measured spread
horndeski-full,5_hdsk_TG_1_lensedCls.dat,1,16995,0,13548,0,3447,0,0.0001,0.1,1.539693293097555e-05,1.2000000000067512e-06,6.494799999993504,83333.33333286451,bulk: below 50; near-zero: above 10000
horndeski-full,5_hdsk_TG_1_lensedtotCls.dat,1,16995,0,13554,0,3441,0,0.0001,0.1,1.4849077686677039e-05,1.1999999999928734e-06,6.734424999993265,83333.33333382824,bulk: below 50; near-zero: above 10000
horndeski-full,5_hdsk_TG_1_lenspotentialCls.dat,1,27992,0,13944,0,14048,0,0.0001,0.1,1.1883470686460568e-05,1.299999999995749e-06,8.415049999991584,76923.07692332847,bulk: below 50; near-zero: above 10000
horndeski-full,5_hdsk_TG_1_matterpower.dat,1,1326,0,751,0,575,0,0.0001,1.0,0.0,0.0,,,bulk: no measured spread; near-zero: no measured spread
horndeski-full,5_hdsk_TG_1_scalCls.dat,1,20994,0,9490,0,11504,0,0.0001,100.0,9.755716849982088e-06,0.00010000000000331966,10.250400000096723,999999.9999668035,bulk: below 50; near-zero: above 10000
horndeski-full,5_hdsk_TG_1_scalarCovCls.dat,1,90974,0,17453,0,73521,0,0.0001,0.1,1.2207776353549412e-05,1.1999999999998123e-06,8.191499999991809,83333.33333334637,bulk: below 50; near-zero: above 10000
horndeski-full,5_hdsk_TG_1_tensCls.dat,1,17495,0,6654,0,10841,0,0.0001,0.01,1.0548623352212792e-06,9.999999999940612e-09,94.79909999727398,1000000.0000059388,near-zero: above 10000
horndeski-full,5_hdsk_TG_1_totCls.dat,1,17495,0,13944,0,3551,0,0.0001,0.1,1.1883470686460568e-05,1.299999999995749e-06,8.415049999991584,76923.07692332847,bulk: below 50; near-zero: above 10000
horndeski-full,5_hdsk_TG_1_transfer_out.dat,1,3315,0,1974,0,1341,0,0.0001,1000.0,0.0,1.0000000000287557e-07,,9999999999.712444,bulk: no measured spread; near-zero: above 10000
horndeski-full,5_hdsk_TG_2_lensedCls.dat,1,16995,0,13548,0,3447,0,0.0001,0.1,1.5395688437468488e-05,1.1999999999928734e-06,6.495324999993504,83333.33333382824,bulk: below 50; near-zero: above 10000
horndeski-full,5_hdsk_TG_2_lensedtotCls.dat,1,16995,0,13554,0,3441,0,0.0001,0.1,1.1135981469634944e-05,1.1999999999928734e-06,8.9799000000741,83333.33333382824,bulk: below 50; near-zero: above 10000
horndeski-full,5_hdsk_TG_2_lenspotentialCls.dat,1,27992,0,13944,0,14048,0,0.0001,0.1,1.1883470686460568e-05,1.1999999999998123e-06,8.415049999991584,83333.33333334637,bulk: below 50; near-zero: above 10000
horndeski-full,5_hdsk_TG_2_matterpower.dat,1,1326,0,751,0,575,0,0.0001,1.0,0.0,0.0,,,bulk: no measured spread; near-zero: no measured spread
horndeski-full,5_hdsk_TG_2_scalCls.dat,1,20994,0,9490,0,11504,0,0.0001,100.0,9.755716849982088e-06,0.00010000000000331966,10.250400000096723,999999.9999668035,bulk: below 50; near-zero: above 10000
horndeski-full,5_hdsk_TG_2_scalarCovCls.dat,1,90974,0,17453,0,73521,0,0.0001,0.1,1.2207776353549412e-05,1.1999999999998123e-06,8.191499999991809,83333.33333334637,bulk: below 50; near-zero: above 10000
horndeski-full,5_hdsk_TG_2_tensCls.dat,1,17495,0,6654,0,10841,0,0.0001,0.01,1.0548623352212792e-06,9.999999999940612e-09,94.79909999727398,1000000.0000059388,near-zero: above 10000
horndeski-full,5_hdsk_TG_2_totCls.dat,1,17495,0,13944,0,3551,0,0.0001,0.1,1.1883470686460568e-05,1.1999999999998123e-06,8.415049999991584,83333.33333334637,bulk: below 50; near-zero: above 10000
horndeski-full,5_hdsk_TG_2_transfer_out.dat,1,3315,0,1974,0,1341,0,0.0001,1000.0,0.0,1.0000000000287557e-07,,9999999999.712444,bulk: no measured spread; near-zero: above 10000
horndeski-full,5_hdsk_TG_3_lensedCls.dat,1,16995,0,13878,0,3117,0,0.0001,0.1,1.0413195601476592e-05,1.6000000000043757e-06,9.603199999990396,62499.99999982908,bulk: below 50; near-zero: above 10000
horndeski-full,5_hdsk_TG_3_lensedtotCls.dat,1,16995,0,13964,0,3031,0,0.0001,0.1,1.065825375171598e-05,1.5000000000015001e-06,9.382399999990618,66666.6666666,bulk: below 50; near-zero: above 10000
horndeski-full,5_hdsk_TG_3_lenspotentialCls.dat,1,27992,0,13942,0,14050,0,0.0001,0.1,9.976156984783063e-06,2.1000000000014063e-06,10.023900000023362,47619.047619015735,bulk: below 50; near-zero: above 10000
horndeski-full,5_hdsk_TG_3_matterpower.dat,1,1314,0,750,0,564,0,0.0001,1.0,0.0,0.0,,,bulk: no measured spread; near-zero: no measured spread
horndeski-full,5_hdsk_TG_3_scalCls.dat,1,20994,0,9535,0,11459,0,0.0001,100.0,9.805940438764598e-06,0.00010000000000331966,10.197899999951305,999999.9999668035,bulk: below 50; near-zero: above 10000
horndeski-full,5_hdsk_TG_3_scalarCovCls.dat,1,90974,0,17424,0,73550,0,0.0001,0.1,9.953715224184238e-06,2.099999999997937e-06,10.046500000023414,47619.0476190944,bulk: below 50; near-zero: above 10000
horndeski-full,5_hdsk_TG_3_tensCls.dat,1,17495,0,6681,0,10814,0,0.0001,0.01,0.0,9.999999999940612e-09,,1000000.0000059388,bulk: no measured spread; near-zero: above 10000
horndeski-full,5_hdsk_TG_3_totCls.dat,1,17495,0,13942,0,3553,0,0.0001,0.1,9.976156984783063e-06,2.1000000000014063e-06,10.023900000023362,47619.047619015735,bulk: below 50; near-zero: above 10000
horndeski-full,5_hdsk_TG_3_transfer_out.dat,1,3302,0,1999,0,1303,0,0.0001,1000.0,2.0170887759717896e-06,1.0000000000287557e-06,49.576400003426805,999999999.9712443,bulk: below 50; near-zero: above 10000
kmouflage-kmimic,5_Kmimic_1_lensedCls.dat,1,16995,3242,15186,3242,1809,0,0.0001,0.1,0.005799651661788679,0.0007565000000000002,0.01724241486068128,132.18770654329145,bulk: below 50
kmouflage-kmimic,5_Kmimic_1_lensedtotCls.dat,1,16995,3234,15197,3234,1798,0,0.0001,0.1,0.00569677652258895,0.0007565000000000072,0.017553786707882674,132.18770654329023,bulk: below 50
kmouflage-kmimic,5_Kmimic_1_lenspotentialCls.dat,1,27992,3742,13953,3742,14039,0,0.0001,0.1,0.005370307173497456,0.0007508999999999988,0.01862090878032107,133.1735251032097,bulk: below 50
kmouflage-kmimic,5_Kmimic_1_matterpower.dat,1,1308,69,730,69,578,0,0.0001,1.0,0.0009227698160110151,0.00013199999999990997,0.10836938775510002,7575.757575762743,bulk: below 50
kmouflage-kmimic,5_Kmimic_1_scalCls.dat,1,20994,1358,10872,1358,10122,0,0.0001,100.0,0.0004427758200959844,0.07739999999999725,0.2258479245283135,1291.9896640827333,bulk: below 50
kmouflage-kmimic,5_Kmimic_1_scalarCovCls.dat,1,90974,5296,17439,5296,73535,0,0.0001,0.1,0.005282576338460227,0.0007510000000000017,0.018930157103824865,133.15579227696375,bulk: below 50
kmouflage-kmimic,5_Kmimic_1_tensCls.dat,1,17495,0,6678,0,10817,0,0.0001,0.01,0.0,0.0,,,bulk: no measured spread; near-zero: no measured spread
kmouflage-kmimic,5_Kmimic_1_totCls.dat,1,17495,3742,13953,3742,3542,0,0.0001,0.1,0.005370307173497456,0.0007508999999999988,0.01862090878032107,133.1735251032097,bulk: below 50
kmouflage-kmimic,5_Kmimic_1_transfer_out.dat,1,3276,169,1783,169,1493,0,0.0001,1000.0,0.0005374510734195232,0.19400000000007367,0.18606344827586208,5154.639175255775,bulk: below 50
kmouflage-kmimic,5_Kmimic_2_lensedCls.dat,1,16995,4562,14304,4562,2691,0,0.0001,0.1,0.006281728002843679,0.0011274000000000006,0.01591918656056597,88.69966294128078,bulk: below 50
kmouflage-kmimic,5_Kmimic_2_lensedtotCls.dat,1,16995,4557,14313,4557,2682,0,0.0001,0.1,0.00635368272034242,0.0011274000000000006,0.015738903625110618,88.69966294128078,bulk: below 50
kmouflage-kmimic,5_Kmimic_2_lenspotentialCls.dat,1,27992,4516,13955,4516,14037,0,0.0001,0.1,0.008886490946887206,1.4799999999995372e-05,0.011253035714285894,6756.756756758869,bulk: below 50
kmouflage-kmimic,5_Kmimic_2_matterpower.dat,1,1308,55,731,55,577,0,0.0001,1.0,0.000841571954401916,9.199999999998099e-05,0.11882525252527872,10869.56521739355,bulk: below 50; near-zero: above 10000
kmouflage-kmimic,5_Kmimic_2_scalCls.dat,1,20994,1480,10693,1480,10301,0,0.0001,100.0,0.00029046547091710284,0.04080000000000439,0.3442750000000497,2450.980392156599,bulk: below 50
kmouflage-kmimic,5_Kmimic_2_scalarCovCls.dat,1,90974,6350,17443,6350,73531,0,0.0001,0.1,0.008738296227461279,1.4899999999998248e-05,0.011443878462913224,6711.409395973944,bulk: below 50
kmouflage-kmimic,5_Kmimic_2_tensCls.dat,1,17495,0,6681,0,10814,0,0.0001,0.01,0.0,0.0,,,bulk: no measured spread; near-zero: no measured spread
kmouflage-kmimic,5_Kmimic_2_totCls.dat,1,17495,4516,13955,4516,3540,0,0.0001,0.1,0.008886490946887206,1.4799999999995372e-05,0.011253035714285894,6756.756756758869,bulk: below 50
kmouflage-kmimic,5_Kmimic_2_transfer_out.dat,1,3263,224,1777,224,1486,0,0.0001,1000.0,0.0004893762590748414,0.1740999999999957,0.20434174757281554,5743.825387708355,bulk: below 50
kmouflage-kmimic,5_Kmimic_3_lensedCls.dat,1,16995,0,13546,0,3449,0,0.0001,0.1,9.662357910120441e-05,1.9199999999996997e-05,1.0349440677959063,5208.333333334148,bulk: below 50
kmouflage-kmimic,5_Kmimic_3_lensedtotCls.dat,1,16995,0,13556,0,3439,0,0.0001,0.1,9.635876294620495e-05,1.9199999999996997e-05,1.037788333333294,5208.333333334148,bulk: below 50
kmouflage-kmimic,5_Kmimic_3_lenspotentialCls.dat,1,27992,572,13953,572,14039,0,0.0001,0.1,0.00034332882866424264,1.2999999999999123e-05,0.29126595744686123,7692.307692308212,bulk: below 50
kmouflage-kmimic,5_Kmimic_3_matterpower.dat,1,1308,11,736,11,572,0,0.0001,1.0,0.00037102997922243566,1.2999999999985246e-05,0.2695199999999168,76923.07692316423,bulk: below 50; near-zero: above 10000
kmouflage-kmimic,5_Kmimic_3_scalCls.dat,1,20994,0,9653,0,11341,0,0.0001,100.0,3.997561487497515e-05,0.00740000000000407,2.501524999996943,13513.513513506081,bulk: below 50; near-zero: above 10000
kmouflage-kmimic,5_Kmimic_3_scalarCovCls.dat,1,90974,840,17438,840,73536,0,0.0001,0.1,0.00034272796879001894,1.2999999999999123e-05,0.2917765957445614,7692.307692308212,bulk: below 50
kmouflage-kmimic,5_Kmimic_3_tensCls.dat,1,17495,0,6707,0,10788,0,0.0001,0.01,0.0,0.0,,,bulk: no measured spread; near-zero: no measured spread
kmouflage-kmimic,5_Kmimic_3_totCls.dat,1,17495,572,13953,572,3542,0,0.0001,0.1,0.00034332882866424264,1.2999999999999123e-05,0.29126595744686123,7692.307692308212,bulk: below 50
kmouflage-kmimic,5_Kmimic_3_transfer_out.dat,1,3263,14,1779,14,1484,0,0.0001,1000.0,0.00013457080594889782,0.05600000000004002,0.7431032258064516,17857.142857130097,bulk: below 50; near-zero: above 10000
kmouflage-kmimic,5_Kmouflage_1_lensedCls.dat,1,16995,0,14084,0,2911,0,0.0001,0.1,9.569286418321356e-06,1.9999999999187335e-07,10.45009999998955,500000.0000203167,bulk: below 50; near-zero: above 10000
kmouflage-kmimic,5_Kmouflage_1_lensedtotCls.dat,1,16995,0,14114,0,2881,0,0.0001,0.1,9.13508970657261e-06,1.0000000000287557e-07,10.946800000009958,999999.9999712444,bulk: below 50; near-zero: above 10000
kmouflage-kmimic,5_Kmouflage_1_lenspotentialCls.dat,1,27992,0,13951,0,14041,0,0.0001,0.1,9.6280677430622e-06,1.9999999999187335e-07,10.386300000024207,500000.0000203167,bulk: below 50; near-zero: above 10000
kmouflage-kmimic,5_Kmouflage_1_matterpower.dat,1,1308,0,759,0,549,0,0.0001,1.0,0.0,0.0,,,bulk: no measured spread; near-zero: no measured spread
kmouflage-kmimic,5_Kmouflage_1_scalCls.dat,1,20994,0,9575,0,11419,0,0.0001,100.0,3.0518416337617705e-06,0.00010000000000331966,32.76710000077484,999999.9999668035,bulk: below 50; near-zero: above 10000
kmouflage-kmimic,5_Kmouflage_1_scalarCovCls.dat,1,90974,0,17435,0,73539,0,0.0001,0.1,8.78379565391347e-06,2.0000000000575113e-07,11.384599999824303,499999.9999856222,bulk: below 50; near-zero: above 10000
kmouflage-kmimic,5_Kmouflage_1_tensCls.dat,1,17495,0,6889,0,10606,0,0.0001,0.01,0.0,0.0,,,bulk: no measured spread; near-zero: no measured spread
kmouflage-kmimic,5_Kmouflage_1_totCls.dat,1,17495,0,13951,0,3544,0,0.0001,0.1,9.6280677430622e-06,1.9999999999187335e-07,10.386300000024207,500000.0000203167,bulk: below 50; near-zero: above 10000
kmouflage-kmimic,5_Kmouflage_1_transfer_out.dat,1,3198,0,1773,0,1425,0,0.0001,1000.0,0.0,2.0000000000043854e-10,,4999999999989.036,bulk: no measured spread; near-zero: above 10000
kmouflage-kmimic,5_Kmouflage_2_lensedCls.dat,1,16995,0,16645,0,350,0,0.0001,0.1,8.354777261767144e-06,1.0000000000287557e-07,11.969199999815281,999999.9999712444,bulk: below 50; near-zero: above 10000
kmouflage-kmimic,5_Kmouflage_2_lensedtotCls.dat,1,16995,0,16677,0,318,0,0.0001,0.1,9.739279488080772e-06,1.0000000000287557e-07,10.26770000002393,999999.9999712444,bulk: below 50; near-zero: above 10000
kmouflage-kmimic,5_Kmouflage_2_lenspotentialCls.dat,1,27992,0,13933,0,14059,0,0.0001,0.1,9.009090171962534e-06,1.9999999999881224e-07,11.09990000002587,500000.0000029694,bulk: below 50; near-zero: above 10000
kmouflage-kmimic,5_Kmouflage_2_matterpower.dat,1,1306,0,845,0,461,0,0.0001,1.0,0.0,0.0,,,bulk: no measured spread; near-zero: no measured spread
