arm,file,atol,bulk_failing,bulk_margin,bulk_values,combined_margin,files,max_absolute_error_below_atol,max_bound_fraction,max_relative_error_above_atol,near_zero_failing,near_zero_margin,near_zero_values,rtol,values,values_failing,coordinate_rows_changed
stock-trace,5_Kmouflage_1_transfer_out.dat,1000.0,0,,1773,4999999999998.342,1,2.0000000000043854e-10,2.0000000000006632e-13,0.0,0,4999999999989.036,1425,0.0001,3198,0,0
stock-trace,5_Kmouflage_2_lensedCls.dat,0.1,0,11.969199999815281,16645,38.95779999914964,1,1.0000000000287557e-07,0.02566880060018347,8.354777261767144e-06,0,999999.9999712444,350,0.0001,16995,0,0
stock-trace,5_Kmouflage_2_lensedtotCls.dat,0.1,0,10.26770000002393,16677,129.08470000305243,1,1.0000000000287557e-07,0.007746851485701661,9.739279488080772e-06,0,999999.9999712444,318,0.0001,16995,0,0
stock-trace,5_Kmouflage_2_lenspotentialCls.dat,0.1,0,11.09990000002587,13933,129.66450000306617,1,1.9999999999881224e-07,0.00771221112930951,9.009090171962534e-06,0,500000.0000029694,14059,0.0001,27992,0,0
stock-trace,5_Kmouflage_2_matterpower.dat,1.0,0,,845,,1,0.0,0.0,0.0,0,,461,0.0001,1306,0,0
stock-trace,5_Kmouflage_2_scalCls.dat,100.0,0,25.9400000006134,10245,100025.94000236531,1,0.00010000000000331966,9.99740667247269e-06,3.855050115560344e-06,0,999999.9999668035,10749,0.0001,20994,0,0
stock-trace,5_Kmouflage_2_scalarCovCls.dat,0.1,0,10.456800000163684,20373,122.41429999941549,1,1.9999999999881224e-07,0.008168980258064416,9.56315507597302e-06,0,500000.0000029694,70601,0.0001,90974,0,0
stock-trace,5_Kmouflage_2_tensCls.dat,0.01,0,,7524,,1,0.0,0.0,0.0,0,,9971,0.0001,17495,0,0
stock-trace,5_Kmouflage_2_totCls.dat,0.1,0,11.09990000002587,13933,129.66450000306617,1,1.9999999999881224e-07,0.00771221112930951,9.009090171962534e-06,0,500000.0000029694,3562,0.0001,17495,0,0
stock-trace,5_Kmouflage_2_transfer_out.dat,1000.0,0,,1773,384615384615.92566,1,2.600000000002313e-09,2.5999999999963425e-12,0.0,0,384615384615.0425,1243,0.0001,3016,0,0
stock-trace,5_Kmouflage_3_lensedCls.dat,0.1,0,20.21279999986758,13548,10020.212799934356,1,0.0,9.97982797337948e-05,4.947360088689104e-06,0,,3447,0.0001,16995,0,0
stock-trace,5_Kmouflage_3_lensedtotCls.dat,0.1,0,12.068799999942375,13555,112.0687999994649,1,9.999999999593667e-08,0.008923090101837217,8.285827919965322e-06,0,1000000.0000406334,3440,0.0001,16995,0,0
stock-trace,5_Kmouflage_3_lenspotentialCls.dat,0.1,0,10.231999999989768,13948,100010.23199989999,1,1.0000000000287557e-07,9.998976904693112e-06,9.773260359665755e-06,0,999999.9999712444,14044,0.0001,27992,0,0
stock-trace,5_Kmouflage_3_matterpower.dat,1.0,0,,742,,1,0.0,0.0,0.0,0,,566,0.0001,1308,0,0
stock-trace,5_Kmouflage_3_scalCls.dat,100.0,0,21.088799999539678,9482,10021.08879978126,1,1.9999999999881224e-08,9.97895558037394e-05,4.7418534957979015e-06,0,5000000000.029694,11512,0.0001,20994,0,0
stock-trace,5_Kmouflage_3_scalarCovCls.dat,0.1,0,17.66009999998234,17431,1040.5973000393947,1,1.9999999999881224e-08,0.0009609865410588152,5.662482092406046e-06,0,5000000.000029694,73543,0.0001,90974,0,0
stock-trace,5_Kmouflage_3_tensCls.dat,0.01,0,,6739,,1,0.0,0.0,0.0,0,,10756,0.0001,17495,0,0
stock-trace,5_Kmouflage_3_totCls.dat,0.1,0,10.231999999989768,13948,100010.23199989999,1,1.0000000000287557e-07,9.998976904693112e-06,9.773260359665755e-06,0,999999.9999712444,3547,0.0001,17495,0,0
stock-trace,5_Kmouflage_3_transfer_out.dat,1000.0,0,,1781,27624309392266.34,1,3.6199999999998696e-11,3.61999999999985e-14,0.0,0,27624309392266.188,1469,0.0001,3250,0,0
consistent-background-trace,5_Kmimic_1_lensedCls.dat,0.1,0,11.306300000106686,13547,111.3063000010503,1,1.0000000000287557e-07,0.008984217425164288,8.844626447118545e-06,0,999999.9999712444,3448,0.0001,16995,0,0
consistent-background-trace,5_Kmimic_1_lensedtotCls.dat,0.1,0,11.469700000026732,13556,28.6968000000261,1,1.0000000000287557e-07,0.03484709096481456,8.718623852390816e-06,0,999999.9999712444,3439,0.0001,16995,0,0
consistent-background-trace,5_Kmimic_1_lenspotentialCls.dat,0.1,0,10.342899999932241,13947,173.63819998436566,1,1.0000000000287557e-07,0.005759101396409545,9.668468224642521e-06,0,999999.9999712444,14045,0.0001,27992,0,0
consistent-background-trace,5_Kmimic_1_matterpower.dat,1.0,0,,729,,1,0.0,0.0,0.0,0,,579,0.0001,1308,0,0
consistent-background-trace,5_Kmimic_1_scalCls.dat,100.0,0,31.483100000744482,9639,10033.96099978098,1,0.00010000000000331966,9.966153944806323e-05,3.1763072885972253e-06,0,999999.9999668035,11355,0.0001,20994,0,0
consistent-background-trace,5_Kmimic_1_scalarCovCls.dat,0.1,0,15.07089999998493,17425,123.98189999940801,1,1.0000000000287557e-07,0.008065693460132283,6.635303797390999e-06,0,999999.9999712444,73549,0.0001,90974,0,0
consistent-background-trace,5_Kmimic_1_tensCls.dat,0.01,0,,6678,,1,0.0,0.0,0.0,0,,10817,0.0001,17495,0,0
consistent-background-trace,5_Kmimic_1_totCls.dat,0.1,0,10.342899999932241,13947,173.63819998436566,1,1.0000000000287557e-07,0.005759101396409545,9.668468224642521e-06,0,999999.9999712444,3548,0.0001,17495,0,0
consistent-background-trace,5_Kmimic_1_transfer_out.dat,1000.0,0,,1783,,1,0.0,0.0,0.0,0,,1493,0.0001,3276,0,0
consistent-background-trace,5_Kmimic_2_lensedCls.dat,0.1,0,0.20507222222222796,13548,20.73850000001886,1,9.700000000001374e-06,0.04821949514184201,0.0004876330831956085,0,10309.278350514003,3447,0.0001,16995,0,0
consistent-background-trace,5_Kmimic_2_lensedtotCls.dat,0.1,0,0.2500092592591377,13557,20.618200000018753,1,9.700000000001374e-06,0.0485008390644717,0.0003999851857340562,0,10309.278350514003,3438,0.0001,16995,0,0
consistent-background-trace,5_Kmimic_2_lenspotentialCls.dat,0.1,0,0.3894249999999966,13945,20.310700000018475,1,1.667999999999982e-05,0.0492351322209028,0.0002567888553636795,0,5995.203836930521,14047,0.0001,27992,0,0
consistent-background-trace,5_Kmimic_2_matterpower.dat,1.0,0,21.163000000307964,730,31.16300000045348,1,0.0,0.03208933671294317,4.725227992181865e-06,0,,578,0.0001,1308,0,0
consistent-background-trace,5_Kmimic_2_scalCls.dat,100.0,0,10.2267000000965,9636,57.815200000000004,1,0.00010000000000331966,0.017296489504490167,9.778325363905894e-06,0,999999.9999668035,11358,0.0001,20994,0,0
consistent-background-trace,5_Kmimic_2_scalarCovCls.dat,0.1,0,0.3459142857142827,17421,20.312400000018478,1,1.6670000000000313e-05,0.04923101159878155,0.0002890889568018527,0,5998.800239951897,73553,0.0001,90974,0,0
consistent-background-trace,5_Kmimic_2_tensCls.dat,0.01,0,,6681,,1,0.0,0.0,0.0,0,,10814,0.0001,17495,0,0
consistent-background-trace,5_Kmimic_2_totCls.dat,0.1,0,0.3894249999999966,13945,20.310700000018475,1,1.667999999999982e-05,0.0492351322209028,0.0002567888553636795,0,5995.203836930521,3550,0.0001,17495,0,0
consistent-background-trace,5_Kmimic_2_transfer_out.dat,1000.0,0,14.3681,1777,114.36810000000001,1,0.0010000000000047748,0.008743696887506218,6.9598624731175315e-06,0,999999.9999952251,1486,0.0001,3263,0,0
consistent-background-trace,5_Kmimic_3_lensedCls.dat,0.1,0,11.112399999828503,13545,119.02249999943169,1,1.0000000000287557e-07,0.008401772774095442,8.998956121228835e-06,0,999999.9999712444,3450,0.0001,16995,0,0
consistent-background-trace,5_Kmimic_3_lensedtotCls.dat,0.1,0,11.260600000010243,13556,21.260600000019338,1,1.0000000000287557e-07,0.04703536118449576,8.880521464212302e-06,0,999999.9999712444,3439,0.0001,16995,0,0
consistent-background-trace,5_Kmimic_3_lenspotentialCls.dat,0.1,0,10.634300000024783,13943,32.37519999929332,1,1.0000000000287557e-07,0.03088784007579344,9.403533847998171e-06,0,999999.9999712444,14049,0.0001,27992,0,0
consistent-background-trace,5_Kmimic_3_matterpower.dat,1.0,0,,736,,1,0.0,0.0,0.0,0,,572,0.0001,1308,0,0
consistent-background-trace,5_Kmimic_3_scalCls.dat,100.0,0,12.288500000115956,9586,100012.28850094372,1,0.00010000000000331966,9.99877130089433e-06,8.137689709814574e-06,0,999999.9999668035,11408,0.0001,20994,0,0
consistent-background-trace,5_Kmimic_3_scalarCovCls.dat,0.1,0,13.164799999986833,17418,137.03589999545088,1,1.0000000000287557e-07,0.007297357845887075,7.59601361206399e-06,0,999999.9999712444,73556,0.0001,90974,0,0
consistent-background-trace,5_Kmimic_3_tensCls.dat,0.01,0,,6707,,1,0.0,0.0,0.0,0,,10788,0.0001,17495,0,0
consistent-background-trace,5_Kmimic_3_totCls.dat,0.1,0,10.634300000024783,13943,32.37519999929332,1,1.0000000000287557e-07,0.03088784007579344,9.403533847998171e-06,0,999999.9999712444,3552,0.0001,17495,0,0
consistent-background-trace,5_Kmimic_3_transfer_out.dat,1000.0,0,,1779,,1,0.0,0.0,0.0,0,,1484,0.0001,3263,0,0
consistent-background-trace,5_Kmouflage_1_lensedCls.dat,0.1,0,10.45009999998955,14084,114.48190000270714,1,1.9999999999187335e-07,0.008735005271369126,9.569286418321356e-06,0,500000.0000203167,2911,0.0001,16995,0,0
consistent-background-trace,5_Kmouflage_1_lensedtotCls.dat,0.1,0,10.946800000009958,14114,20.946800000019053,1,1.0000000000287557e-07,0.04773998892427914,9.13508970657261e-06,0,999999.9999712444,2881,0.0001,16995,0,0
consistent-background-trace,5_Kmouflage_1_lenspotentialCls.dat,0.1,0,10.386300000024207,13951,120.84059999942302,1,1.9999999999187335e-07,0.008275364405711116,9.6280677430622e-06,0,500000.0000203167,14041,0.0001,27992,0,0
consistent-background-trace,5_Kmouflage_1_matterpower.dat,1.0,0,,759,,1,0.0,0.0,0.0,0,,549,0.0001,1308,0,0
consistent-background-trace,5_Kmouflage_1_scalCls.dat,100.0,0,32.76710000077484,9575,100032.76710236547,1,0.00010000000000331966,9.996724363094752e-06,3.0518416337617705e-06,0,999999.9999668035,11419,0.0001,20994,0,0
consistent-background-trace,5_Kmouflage_1_scalarCovCls.dat,0.1,0,11.384599999824303,17435,121.46809999942,1,2.0000000000575113e-07,0.008232614159641707,8.78379565391347e-06,0,499999.9999856222,73539,0.0001,90974,0,0
consistent-background-trace,5_Kmouflage_1_tensCls.dat,0.01,0,,6889,,1,0.0,0.0,0.0,0,,10606,0.0001,17495,0,0
consistent-background-trace,5_Kmouflage_1_totCls.dat,0.1,0,10.386300000024207,13951,120.84059999942302,1,1.9999999999187335e-07,0.008275364405711116,9.6280677430622e-06,0,500000.0000203167,3544,0.0001,17495,0,0
consistent-background-trace,5_Kmouflage_1_transfer_out.dat,1000.0,0,,1773,4999999999998.342,1,2.0000000000043854e-10,2.0000000000006632e-13,0.0,0,4999999999989.036,1425,0.0001,3198,0,0
consistent-background-trace,5_Kmouflage_2_lensedCls.dat,0.1,0,11.969199999815281,16645,38.95779999914964,1,1.0000000000287557e-07,0.02566880060018347,8.354777261767144e-06,0,999999.9999712444,350,0.0001,16995,0,0
consistent-background-trace,5_Kmouflage_2_lensedtotCls.dat,0.1,0,10.26770000002393,16677,129.08470000305243,1,1.0000000000287557e-07,0.007746851485701661,9.739279488080772e-06,0,999999.9999712444,318,0.0001,16995,0,0
consistent-background-trace,5_Kmouflage_2_lenspotentialCls.dat,0.1,0,11.09990000002587,13933,129.66450000306617,1,1.9999999999881224e-07,0.00771221112930951,9.009090171962534e-06,0,500000.0000029694,14059,0.0001,27992,0,0
consistent-background-trace,5_Kmouflage_2_matterpower.dat,1.0,0,,845,,1,0.0,0.0,0.0,0,,461,0.0001,1306,0,0
consistent-background-trace,5_Kmouflage_2_scalCls.dat,100.0,0,25.9400000006134,10245,100025.94000236531,1,0.00010000000000331966,9.99740667247269e-06,3.855050115560344e-06,0,999999.9999668035,10749,0.0001,20994,0,0
consistent-background-trace,5_Kmouflage_2_scalarCovCls.dat,0.1,0,10.456800000163684,20373,122.41429999941549,1,1.9999999999881224e-07,0.008168980258064416,9.56315507597302e-06,0,500000.0000029694,70601,0.0001,90974,0,0
consistent-background-trace,5_Kmouflage_2_tensCls.dat,0.01,0,,7524,,1,0.0,0.0,0.0,0,,9971,0.0001,17495,0,0
consistent-background-trace,5_Kmouflage_2_totCls.dat,0.1,0,11.09990000002587,13933,129.66450000306617,1,1.9999999999881224e-07,0.00771221112930951,9.009090171962534e-06,0,500000.0000029694,3562,0.0001,17495,0,0
consistent-background-trace,5_Kmouflage_2_transfer_out.dat,1000.0,0,,1773,384615384615.92566,1,2.600000000002313e-09,2.5999999999963425e-12,0.0,0,384615384615.0425,1243,0.0001,3016,0,0
consistent-background-trace,5_Kmouflage_3_lensedCls.dat,0.1,0,20.21279999986758,13548,10020.212799934356,1,0.0,9.97982797337948e-05,4.947360088689104e-06,0,,3447,0.0001,16995,0,0
consistent-background-trace,5_Kmouflage_3_lensedtotCls.dat,0.1,0,12.068799999942375,13555,112.0687999994649,1,9.999999999593667e-08,0.008923090101837217,8.285827919965322e-06,0,1000000.0000406334,3440,0.0001,16995,0,0
consistent-background-trace,5_Kmouflage_3_lenspotentialCls.dat,0.1,0,10.231999999989768,13948,100010.23199989999,1,1.0000000000287557e-07,9.998976904693112e-06,9.773260359665755e-06,0,999999.9999712444,14044,0.0001,27992,0,0
consistent-background-trace,5_Kmouflage_3_matterpower.dat,1.0,0,,742,,1,0.0,0.0,0.0,0,,566,0.0001,1308,0,0
consistent-background-trace,5_Kmouflage_3_scalCls.dat,100.0,0,21.088799999539678,9482,10021.08879978126,1,1.9999999999881224e-08,9.97895558037394e-05,4.7418534957979015e-06,0,5000000000.029694,11512,0.0001,20994,0,0
consistent-background-trace,5_Kmouflage_3_scalarCovCls.dat,0.1,0,17.66009999998234,17431,1040.5973000393947,1,1.9999999999881224e-08,0.0009609865410588152,5.662482092406046e-06,0,5000000.000029694,73543,0.0001,90974,0,0
consistent-background-trace,5_Kmouflage_3_tensCls.dat,0.01,0,,6739,,1,0.0,0.0,0.0,0,,10756,0.0001,17495,0,0
consistent-background-trace,5_Kmouflage_3_totCls.dat,0.1,0,10.231999999989768,13948,100010.23199989999,1,1.0000000000287557e-07,9.998976904693112e-06,9.773260359665755e-06,0,999999.9999712444,3547,0.0001,17495,0,0
consistent-background-trace,5_Kmouflage_3_transfer_out.dat,1000.0,0,,1781,27624309392266.34,1,3.6199999999998696e-11,3.61999999999985e-14,0.0,0,27624309392266.188,1469,0.0001,3250,0,0
