model,arm,a,k,C_recorded,C_analytic,C_error_over_exact_AH2,restoring_recorded_over_A,restoring_analytic_over_A,A1_relative_error,D1_relative_error,adotoa_relative_error,Omega_relative_error,Gamma1_relative_error
5_Kmimic_1,stock-trace,9.999999919769415E-9,8.63942516733419,-0.7125841034787412,0.352517224059930362709305393027510526067692080443137055895651,4.03393446002492172292094044351540223506933053841294873388830E-9,24.8776258585401306012871314060549859433437707799906100660765,24.8778136615304154166187868923515744133133125236305550965469,1.02515117130439066065890087789855113979504752468355240208977E-9,3.37499148763838721097463345771063988301894373893152530779728E-10,3.35809999732732555153476282512881723928482862746002414116581E-12,8.14744478489215727453319464593442137607321255687791140823089E-17,1.36893271128215112357631989795280808644523232995655719134594E-9
5_Kmimic_1,stock-trace,9.999999919769415E-9,7.981244211750592,-0.7125841034787412,0.352517224059930362709305393027510526067692080443137055895651,4.03393446002492172292094044351540223506933053841294873388830E-9,21.2314697972371364760448100773304810501851127302633112505685,21.2316575977201346987526211806449121626426370403731023965872,1.02515117130439066065890087789855113979504752468355240208977E-9,3.37499148763838721097463345771063988301894373893152530779728E-10,3.35809999732732555153476282512881723928482862746002414116581E-12,8.14744478489215727453319464593442137607321255687791140823089E-17,1.36893271128215112357631989795280808644523232995655719134594E-9
5_Kmimic_1,stock-trace,9.999999919769415E-9,7.37320573230428,-0.7125841034787412,0.352517224059930362709305393027510526067692080443137055895651,4.03393446002492172292094044351540223506933053841294873388830E-9,18.1197050384284565884280806616462048076946999739673501201643,18.1198928367716434788770601596217485259850586438285184799611,1.02515117130439066065890087789855113979504752468355240208977E-9,3.37499148763838721097463345771063988301894373893152530779728E-10,3.35809999732732555153476282512881723928482862746002414116581E-12,8.14744478489215727453319464593442137607321255687791140823089E-17,1.36893271128215112357631989795280808644523232995655719134594E-9
5_Kmimic_1,stock-trace,9.999999919769415E-9,6.811489703678742,-0.7125841034787412,0.352517224059930362709305393027510526067692080443137055895651,4.03393446002492172292094044351540223506933053841294873388830E-9,15.4640096289721726402000108444605893995673438657160236426500,15.4641974254891652092125922127150068494967715184021529196329,1.02515117130439066065890087789855113979504752468355240208977E-9,3.37499148763838721097463345771063988301894373893152530779728E-10,3.35809999732732555153476282512881723928482862746002414116581E-12,8.14744478489215727453319464593442137607321255687791140823089E-17,1.36893271128215112357631989795280808644523232995655719134594E-9
5_Kmimic_1,stock-trace,9.999999919769415E-9,6.292567123150332,-0.7125841034787412,0.352517224059930362709305393027510526067692080443137055895651,4.03393446002492172292094044351540223506933053841294873388830E-9,13.1975407103809836275479484507572461799637111350481180960600,13.1977285053394342590682600404298934800119273707011534776455,1.02515117130439066065890087789855113979504752468355240208977E-9,3.37499148763838721097463345771063988301894373893152530779728E-10,3.35809999732732555153476282512881723928482862746002414116581E-12,8.14744478489215727453319464593442137607321255687791140823089E-17,1.36893271128215112357631989795280808644523232995655719134594E-9
5_Kmimic_1,stock-trace,9.999999919769415E-9,5.813177839491894,-0.7125841034787412,0.352517224059930362709305393027510526067692080443137055895651,4.03393446002492172292094044351540223506933053841294873388830E-9,11.2632521091172097188299742539675553564206374769692556972807,11.2634399027455428801505450223270339743978830631771606439921,1.02515117130439066065890087789855113979504752468355240208977E-9,3.37499148763838721097463345771063988301894373893152530779728E-10,3.35809999732732555153476282512881723928482862746002414116581E-12,8.14744478489215727453319464593442137607321255687791140823089E-17,1.36893271128215112357631989795280808644523232995655719134594E-9
5_Kmimic_1,stock-trace,9.999999919769415E-9,5.370310070946273,-0.7125841034787412,0.352517224059930362709305393027510526067692080443137055895651,4.03393446002492172292094044351540223506933053841294873388830E-9,9.61245850577732555797375342263337594871852648982088727794231,9.61264629827048715799692475473784938201702825471776309101674,1.02515117130439066065890087789855113979504752468355240208977E-9,3.37499148763838721097463345771063988301894373893152530779728E-10,3.35809999732732555153476282512881723928482862746002414116581E-12,8.14744478489215727453319464593442137607321255687791140823089E-17,1.36893271128215112357631989795280808644523232995655719134594E-9
5_Kmimic_1,stock-trace,9.999999919769415E-9,4.961181483590697,-0.7125841034787412,0.352517224059930362709305393027510526067692080443137055895651,4.03393446002492172292094044351540223506933053841294873388830E-9,8.20361004384283459616767115720238078543772859062619496741858,8.20379783536719870089528009217433410086023179656617010312992,1.02515117130439066065890087789855113979504752468355240208977E-9,3.37499148763838721097463345771063988301894373893152530779728E-10,3.35809999732732555153476282512881723928482862746002414116581E-12,8.14744478489215727453319464593442137607321255687791140823089E-17,1.36893271128215112357631989795280808644523232995655719134594E-9
5_Kmimic_1,stock-trace,9.999999919769415E-9,4.583221711216056,-0.7125841034787412,0.352517224059930362709305393027510526067692080443137055895651,4.03393446002492172292094044351540223506933053841294873388830E-9,7.00124653535854358166616141323699229857671806304497900945912,7.00143432605609998710799066891516721295659835579324019757391,1.02515117130439066065890087789855113979504752468355240208977E-9,3.37499148763838721097463345771063988301894373893152530779728E-10,3.35809999732732555153476282512881723928482862746002414116581E-12,8.14744478489215727453319464593442137607321255687791140823089E-17,1.36893271128215112357631989795280808644523232995655719134594E-9
5_Kmimic_1,stock-trace,9.999999919769415E-9,4.234056206901548,-0.7125841034787412,0.352517224059930362709305393027510526067692080443137055895651,4.03393446002492172292094044351540223506933053841294873388830E-9,5.97510494128702286248933626478010769011124442221637693336577,5.97529273127895092463152253372221309266466705399853175790493,1.02515117130439066065890087789855113979504752468355240208977E-9,3.37499148763838721097463345771063988301894373893152530779728E-10,3.35809999732732555153476282512881723928482862746002414116581E-12,8.14744478489215727453319464593442137607321255687791140823089E-17,1.36893271128215112357631989795280808644523232995655719134594E-9
