model,arm,ic,a,H_saved,H_analytic,relative_H_residual
5_Kmimic_3,stock-trace,nominal,0.0099999997765,37344.858663,37344.8586628000880607405841258225357624637171300090651482431,5.35313149966428282844306764477532680683624982117930046910672E-12
5_Kmimic_3,stock-trace,nominal,0.10900000127,1025.2411009,1025.24080134469454219646049671331546978100660873044335962760,2.92180351719065128149981569403758375398613086016177680143178E-7
5_Kmimic_3,stock-trace,nominal,0.20800000277,392.55577218,392.554878979927466633142958384113895328202240892248908760362,0.00000227534565998893181028964251289250217785221448502313966917250
5_Kmimic_3,stock-trace,nominal,0.30700001165,224.38355658,224.383083653724924141702605228616761122353163534857197410679,0.00000210766903905119613464490073927179948096919118190843911704967
5_Kmimic_3,stock-trace,nominal,0.40600000577,154.19812254,154.195649352483735402857471458320537761776056481628996749379,0.0000160390248306884290974489946566261105914468831962942693621203
5_Kmimic_3,stock-trace,nominal,0.50499999989,118.56434395,118.563545414951292459523777989073915220258440982734765082338,0.00000673503535805243644012092495607976365443396243947181780024516
5_Kmimic_3,stock-trace,nominal,0.60400002351,98.437371538,98.4341001868974834823739103330407357230186994892476724044388,0.0000332328164741139050027695890798855046252922506831309492578337
5_Kmimic_3,stock-trace,nominal,0.70299998813,86.268611978,86.2683988468007614883666402975878102131810769642348390533206,0.00000247055324470577786441295155191405830274799190951863815091183
5_Kmimic_3,stock-trace,nominal,0.80200001176,78.555508880,78.5510055648353121932173221711564828495790732989849419361018,0.0000573265354510909099552615468146038750595985066077273420903845
5_Kmimic_3,stock-trace,nominal,0.90099997637,73.464354834,73.4638456078495493786654028211438889874641574631529354100775,0.00000693160855494162243332141390259762361860717851199240169590734
5_Kmimic_3,stock-trace,nominal,1.0000000000,70.000000000,70.000000000000000000000000000000,0E-21
5_Kmimic_3,stock-trace,variant,0.0000099999997474,6571896938.8,6571896938.75461616405365529438354734857020480067073014664729,6.90574370976541790811636691909761439931938291045283182613990E-12
5_Kmimic_3,stock-trace,variant,0.000021544346486,1441243463.8,1441243463.83771231889904919600709026434138441715170191878617,2.61665151275896430151233194877818631590327778826845380313953E-11
5_Kmimic_3,stock-trace,variant,0.000046415887724,321967585.49,321967585.499820878906881794279430460580221529890796882535210,3.05026945232263387440177936449108077006734772027966025831052E-11
5_Kmimic_3,stock-trace,variant,0.00010000000443,74407658.226,74407658.2303022266876487980152997600465853999254239362762604,5.78196759577192699154527834756203473864136088570486954770054E-11
5_Kmimic_3,stock-trace,variant,0.00021544346877,18151310.140,18151310.1394124884787863480864427673068164135873578383707195,3.23674443708035233624867528809458385818844054680727305340396E-11
5_Kmimic_3,stock-trace,variant,0.00046415895732,4747786.8607,4747786.86074000179079941698585659243787757753562054908040077,8.42535521764812498499808681927053688240616609307677493494243E-12
5_Kmimic_3,stock-trace,variant,0.0010000001139,1330852.1417,1330852.14174832627903096652656936968253805775332290866293208,3.63122825706849813529570530239658231682550265852104500283093E-11
5_Kmimic_3,stock-trace,variant,0.0021544348376,393317.65570,393317.655698508353540297824729167347995538877072783380017210,3.79247266957148008556243412100943966654640055811255055235498E-12
5_Kmimic_3,stock-trace,variant,0.0046415889407,120122.15431,120122.154310581481682700871697840858757017185222632588508233,4.84075303209617310618990785478530284703837741237288425120022E-12
5_Kmimic_3,stock-trace,variant,0.0099999997765,37344.858663,37344.8586628000880607405841258225357624637171300090651482431,5.35313149966428282844306764477532680683624982117930046910672E-12
5_Kmimic_3,stock-trace,variant,0.10900000127,1025.2411009,1025.24080134469454219646049671331546978100660873044335962760,2.92180351719065128149981569403758375398613086016177680143178E-7
5_Kmimic_3,stock-trace,variant,0.20800000277,392.55577218,392.554878979927466633142958384113895328202240892248908760362,0.00000227534565998893181028964251289250217785221448502313966917250
5_Kmimic_3,stock-trace,variant,0.30700001165,224.38355658,224.383083653724924141702605228616761122353163534857197410679,0.00000210766903905119613464490073927179948096919118190843911704967
5_Kmimic_3,stock-trace,variant,0.40600000577,154.19812254,154.195649352483735402857471458320537761776056481628996749379,0.0000160390248306884290974489946566261105914468831962942693621203
5_Kmimic_3,stock-trace,variant,0.50499999989,118.56434395,118.563545414951292459523777989073915220258440982734765082338,0.00000673503535805243644012092495607976365443396243947181780024516
5_Kmimic_3,stock-trace,variant,0.60400002351,98.437371538,98.4341001868974834823739103330407357230186994892476724044388,0.0000332328164741139050027695890798855046252922506831309492578337
5_Kmimic_3,stock-trace,variant,0.70299998813,86.268611978,86.2683988468007614883666402975878102131810769642348390533206,0.00000247055324470577786441295155191405830274799190951863815091183
5_Kmimic_3,stock-trace,variant,0.80200001176,78.555508880,78.5510055648353121932173221711564828495790732989849419361018,0.0000573265354510909099552615468146038750595985066077273420903845
5_Kmimic_3,stock-trace,variant,0.90099997637,73.464354834,73.4638456078495493786654028211438889874641574631529354100775,0.00000693160855494162243332141390259762361860717851199240169590734
5_Kmimic_3,stock-trace,variant,1.0000000000,70.000000000,70.000000000000000000000000000000,0E-21
5_Kmimic_3,consistent-background-trace,nominal,0.0000099999997474,6571896938.8,6571896938.75461616405365529438354734857020480067073014664729,6.90574370976541790811636691909761439931938291045283182613990E-12
5_Kmimic_3,consistent-background-trace,nominal,0.000021544346486,1441243463.8,1441243463.83771231889904919600709026434138441715170191878617,2.61665151275896430151233194877818631590327778826845380313953E-11
5_Kmimic_3,consistent-background-trace,nominal,0.000046415887724,321967585.49,321967585.499820878906881794279430460580221529890796882535210,3.05026945232263387440177936449108077006734772027966025831052E-11
5_Kmimic_3,consistent-background-trace,nominal,0.00010000000443,74407658.226,74407658.2303022266876487980152997600465853999254239362762604,5.78196759577192699154527834756203473864136088570486954770054E-11
5_Kmimic_3,consistent-background-trace,nominal,0.00021544346877,18151310.140,18151310.1394124884787863480864427673068164135873578383707195,3.23674443708035233624867528809458385818844054680727305340396E-11
5_Kmimic_3,consistent-background-trace,nominal,0.00046415895732,4747786.8607,4747786.86074000179079941698585659243787757753562054908040077,8.42535521764812498499808681927053688240616609307677493494243E-12
5_Kmimic_3,consistent-background-trace,nominal,0.0010000001139,1330852.1417,1330852.14174832627903096652656936968253805775332290866293208,3.63122825706849813529570530239658231682550265852104500283093E-11
5_Kmimic_3,consistent-background-trace,nominal,0.0021544348376,393317.65570,393317.655698508353540297824729167347995538877072783380017210,3.79247266957148008556243412100943966654640055811255055235498E-12
5_Kmimic_3,consistent-background-trace,nominal,0.0046415889407,120122.15431,120122.154310581481682700871697840858757017185222632588508233,4.84075303209617310618990785478530284703837741237288425120022E-12
5_Kmimic_3,consistent-background-trace,nominal,0.0099999997765,37344.858663,37344.8586628000880607405841258225357624637171300090651482431,5.35313149966428282844306764477532680683624982117930046910672E-12
5_Kmimic_3,consistent-background-trace,nominal,0.10900000127,1025.2408013,1025.24080134469454219646049671331546978100660873044335962760,4.35941899091799970026213509183727483715417744597871981716370E-11
5_Kmimic_3,consistent-background-trace,nominal,0.20800000277,392.55487898,392.554878979927466633142958384113895328202240892248908760362,1.84772552172857000535616350875800564864733857849451610451106E-13
5_Kmimic_3,consistent-background-trace,nominal,0.30700001165,224.38308366,224.383083653724924141702605228616761122353163534857197410679,2.79659043629412021753977123216742071987567166021226611036405E-11
5_Kmimic_3,consistent-background-trace,nominal,0.40600000577,154.19564935,154.195649352483735402857471458320537761776056481628996749379,1.61076879489626418795162886759404208082891898081391129750147E-11
5_Kmimic_3,consistent-background-trace,nominal,0.50499999989,118.56354542,118.563545414951292459523777989073915220258440982734765082338,4.25822922433000739707981379268504588656491520567249919541078E-11
5_Kmimic_3,consistent-background-trace,nominal,0.60400002351,98.434100186,98.4341001868974834823739103330407357230186994892476724044388,9.11760742130879898955651223934964301834190442993711505537700E-12
5_Kmimic_3,consistent-background-trace,nominal,0.70299998813,86.268398847,86.2683988468007614883666402975878102131810769642348390533206,2.30951906255633791213987276356344075181420002597906800119007E-12
5_Kmimic_3,consistent-background-trace,nominal,0.80200001176,78.551005565,78.5510055648353121932173221711564828495790732989849419361018,2.09657159189898180705125834401438576943643310695535078857650E-12
5_Kmimic_3,consistent-background-trace,nominal,0.90099997637,73.463845608,73.4638456078495493786654028211438889874641574631529354100775,2.04795461072641617838611600137569722916954148788997874209950E-12
5_Kmimic_3,consistent-background-trace,nominal,1.0000000000,70.000000000,70.000000000000000000000000000000,0E-21
5_Kmimic_3,consistent-background-trace,variant,0.0000099999997474,6571896938.8,6571896938.75461616405365529438354734857020480067073014664729,6.90574370976541790811636691909761439931938291045283182613990E-12
5_Kmimic_3,consistent-background-trace,variant,0.000021544346486,1441243463.8,1441243463.83771231889904919600709026434138441715170191878617,2.61665151275896430151233194877818631590327778826845380313953E-11
5_Kmimic_3,consistent-background-trace,variant,0.000046415887724,321967585.49,321967585.499820878906881794279430460580221529890796882535210,3.05026945232263387440177936449108077006734772027966025831052E-11
5_Kmimic_3,consistent-background-trace,variant,0.00010000000443,74407658.226,74407658.2303022266876487980152997600465853999254239362762604,5.78196759577192699154527834756203473864136088570486954770054E-11
5_Kmimic_3,consistent-background-trace,variant,0.00021544346877,18151310.140,18151310.1394124884787863480864427673068164135873578383707195,3.23674443708035233624867528809458385818844054680727305340396E-11
5_Kmimic_3,consistent-background-trace,variant,0.00046415895732,4747786.8607,4747786.86074000179079941698585659243787757753562054908040077,8.42535521764812498499808681927053688240616609307677493494243E-12
5_Kmimic_3,consistent-background-trace,variant,0.0010000001139,1330852.1417,1330852.14174832627903096652656936968253805775332290866293208,3.63122825706849813529570530239658231682550265852104500283093E-11
5_Kmimic_3,consistent-background-trace,variant,0.0021544348376,393317.65570,393317.655698508353540297824729167347995538877072783380017210,3.79247266957148008556243412100943966654640055811255055235498E-12
5_Kmimic_3,consistent-background-trace,variant,0.0046415889407,120122.15431,120122.154310581481682700871697840858757017185222632588508233,4.84075303209617310618990785478530284703837741237288425120022E-12
5_Kmimic_3,consistent-background-trace,variant,0.0099999997765,37344.858663,37344.8586628000880607405841258225357624637171300090651482431,5.35313149966428282844306764477532680683624982117930046910672E-12
5_Kmimic_3,consistent-background-trace,variant,0.10900000127,1025.2408013,1025.24080134469454219646049671331546978100660873044335962760,4.35941899091799970026213509183727483715417744597871981716370E-11
5_Kmimic_3,consistent-background-trace,variant,0.20800000277,392.55487898,392.554878979927466633142958384113895328202240892248908760362,1.84772552172857000535616350875800564864733857849451610451106E-13
5_Kmimic_3,consistent-background-trace,variant,0.30700001165,224.38308366,224.383083653724924141702605228616761122353163534857197410679,2.79659043629412021753977123216742071987567166021226611036405E-11
5_Kmimic_3,consistent-background-trace,variant,0.40600000577,154.19564935,154.195649352483735402857471458320537761776056481628996749379,1.61076879489626418795162886759404208082891898081391129750147E-11
5_Kmimic_3,consistent-background-trace,variant,0.50499999989,118.56354542,118.563545414951292459523777989073915220258440982734765082338,4.25822922433000739707981379268504588656491520567249919541078E-11
5_Kmimic_3,consistent-background-trace,variant,0.60400002351,98.434100186,98.4341001868974834823739103330407357230186994892476724044388,9.11760742130879898955651223934964301834190442993711505537700E-12
5_Kmimic_3,consistent-background-trace,variant,0.70299998813,86.268398847,86.2683988468007614883666402975878102131810769642348390533206,2.30951906255633791213987276356344075181420002597906800119007E-12
5_Kmimic_3,consistent-background-trace,variant,0.80200001176,78.551005565,78.5510055648353121932173221711564828495790732989849419361018,2.09657159189898180705125834401438576943643310695535078857650E-12
5_Kmimic_3,consistent-background-trace,variant,0.90099997637,73.463845608,73.4638456078495493786654028211438889874641574631529354100775,2.04795461072641617838611600137569722916954148788997874209950E-12
5_Kmimic_3,consistent-background-trace,variant,1.0000000000,70.000000000,70.000000000000000000000000000000,0E-21
