arm,file,atol,bulk_failing,bulk_margin,bulk_values,combined_margin,files,max_absolute_error_below_atol,max_bound_fraction,max_relative_error_above_atol,near_zero_failing,near_zero_margin,near_zero_values,rtol,values,values_failing,coordinate_rows_changed
d2-fix-trace,5_Kmimic_1_transfer_out.dat,1000.0,0,0.18381163708086787,1771,2.156198224852071,1,0.0049999999999954525,0.46377925205304643,0.0005440351959653405,0,200000.0000001819,1505,0.0001,3276,0,0
d2-fix-trace,5_Kmimic_2_lensedCls.dat,0.1,381,0.019048614072494786,14300,0.8732814814815403,1,0.0009355000000000058,1.1451061555816793,0.005249725760594564,0,106.89470871191811,2695,0.0001,16995,381,0
d2-fix-trace,5_Kmimic_2_lensedtotCls.dat,0.1,387,0.018831236673774097,14308,0.8732814814815403,1,0.0009354999999999919,1.1451061555816793,0.005310325696201784,0,106.89470871191969,2687,0.0001,16995,387,0
d2-fix-trace,5_Kmimic_2_lenspotentialCls.dat,0.1,442,0.013609378407851674,13955,0.6797820512818769,1,1.1299999999998811e-05,1.4710597287973146,0.007347874164650083,0,8849.557522124825,14037,0.0001,27992,442,0
d2-fix-trace,5_Kmimic_2_matterpower.dat,1.0,4,0.08781777777777779,728,0.4702246268657004,1,8.999999999925734e-06,2.126643188948943,0.0011387215952224302,0,111111.11111202797,580,0.0001,1308,4,0
d2-fix-trace,5_Kmimic_2_scalCls.dat,100.0,0,0.36701428571429434,10693,20.223599999999998,1,0.0478999999999985,0.04944718052176665,0.0002724689580008499,0,2087.682672233886,10301,0.0001,20994,0,0
d2-fix-trace,5_Kmimic_2_scalarCovCls.dat,0.1,437,0.013829880043620483,17443,0.6797820512818769,1,1.130000000000575e-05,1.4710597287973146,0.007230720706513178,0,8849.557522119392,73531,0.0001,90974,437,0
d2-fix-trace,5_Kmimic_2_tensCls.dat,0.01,0,,6681,,1,0.0,0.0,0.0,0,,10814,0.0001,17495,0,0
d2-fix-trace,5_Kmimic_2_totCls.dat,0.1,442,0.013609378407851674,13955,0.6797820512818769,1,1.1299999999998811e-05,1.4710597287973146,0.007347874164650083,0,8849.557522124825,3540,0.0001,17495,442,0
d2-fix-trace,5_Kmimic_2_transfer_out.dat,1000.0,0,0.17365302325581397,1765,2.361342857142857,1,0.008000000000038199,0.4234878458988227,0.0005758609791243699,0,124999.99999940314,1498,0.0001,3263,0,0
d2-fix-trace,5_Kmimic_3_lensedCls.dat,0.1,0,0.24426578947365402,13546,6.480830487805943,1,5.179999999999074e-05,0.15430121214889939,0.00040939011646076533,0,1930.5019305022756,3449,0.0001,16995,0,0
d2-fix-trace,5_Kmimic_3_lensedtotCls.dat,0.1,0,0.24407236842109378,13556,6.448908484851018,1,5.180000000000462e-05,0.1550650008988462,0.00040971454756185983,0,1930.5019305017584,3439,0.0001,16995,0,0
d2-fix-trace,5_Kmimic_3_lenspotentialCls.dat,0.1,0,0.10973493975903649,13953,5.47579948186696,1,3.650000000000181e-05,0.18262173465472709,0.0009112867808519955,0,2739.7260273971247,14039,0.0001,27992,0,0
d2-fix-trace,5_Kmimic_3_matterpower.dat,1.0,0,0.38974514767938023,736,4.609154430380402,1,9.999999999177334e-07,0.21695953457508002,0.0002565779217404496,0,1000000.0000822666,572,0.0001,1308,0,0
d2-fix-trace,5_Kmimic_3_scalCls.dat,100.0,0,1.1115666666666246,9653,20.2208,1,0.019300000000001205,0.04945402753600253,8.996311512280306e-05,0,5181.347150258744,11341,0.0001,20994,0,0
d2-fix-trace,5_Kmimic_3_scalarCovCls.dat,0.1,0,0.11037137096773038,17438,5.473032642486705,1,3.650000000000181e-05,0.18271405732848764,0.0009060320545373793,0,2739.7260273971247,73536,0.0001,90974,0,0
d2-fix-trace,5_Kmimic_3_tensCls.dat,0.01,0,,6707,,1,0.0,0.0,0.0,0,,10788,0.0001,17495,0,0
d2-fix-trace,5_Kmimic_3_totCls.dat,0.1,0,0.10973493975903649,13953,5.47579948186696,1,3.650000000000181e-05,0.18262173465472709,0.0009112867808519955,0,2739.7260273971247,3542,0.0001,17495,0,0
d2-fix-trace,5_Kmimic_3_transfer_out.dat,1000.0,0,0.6251908045977012,1779,12.119443678160918,1,2.6999999999999247e-05,0.08251203822185231,0.00015995116893049663,0,37037037.03703807,1484,0.0001,3263,0,0
