model,a,k,grid_coordinate,grid_phase,phase_product,C,A1,adotoa,normalized_C
5_Kmimic_3,1.2870634135833809e-08,0.167634838127307,123.16559390723184,0.16559390723183753,0.13817256511953113,-12831.944890893375,337.90914374879935,167.63660193044677,-0.001351309544078164
5_Kmimic_3,1.3151158062814111e-08,0.16405910075088764,124.20500372823365,0.20500372823364899,0.16297719964395319,-13927.505694297932,323.66937120627176,164.06086713887788,-0.0015986807119504052
5_Kmimic_3,1.3444182859475351e-08,0.16048336337446825,125.2673196035772,0.2673196035772065,0.19585983312053168,-15399.83674839114,309.7418866053441,160.48513334594585,-0.0019303966838454586
5_Kmimic_3,1.3750563175649492e-08,0.1569076259980489,126.35357391657129,0.35357391657129256,0.2285594020917292,-16532.586089741195,296.11976756140507,156.9093993729752,-0.0022676471218669256
5_Kmimic_3,1.4071233384471544e-08,0.1533318886216295,127.46487045661378,0.4648704566137809,0.24876591518147576,-16551.93339088092,282.79419628803714,153.3336636019047,-0.002489448881372789
5_Kmimic_3,1.4407217099399498e-08,0.1497561512452101,128.60239115728004,0.6023911572800387,0.23951605091085437,-14657.24865772781,269.7544959769865,149.75792395205275,-0.0024227251182064044
5_Kmimic_3,1.4759638087679027e-08,0.14618041386879074,129.76740364799352,0.7674036479935182,0.1784952890397586,-10044.935827593408,256.98813253905473,146.18217785197734,-0.0018291328206496464
5_Kmimic_3,1.5129732828616113e-08,0.14260467649237135,130.9612697507504,0.9612697507504038,0.03723021704266038,-1926.450978397421,244.48067859217653,142.606422173902,-0.0003874674741683038
5_Kmimic_3,1.551886501662153e-08,0.139028939115952,132.18545507644393,0.18545507644392956,0.1510614910651058,-6647.656768897043,232.44160232881836,139.03069780689952,-0.001479562523277775
5_Kmimic_3,1.592854235245357e-08,0.1354532017395326,133.44153984118034,0.44153984118034373,0.24658240983078056,-9973.911237469252,220.69561260648481,135.45497087356623,-0.0024630992098438956
5_Kmimic_3,1.6360436041967318e-08,0.13187746436311323,134.73123105865952,0.7312310586595174,0.1965321975111988,-7305.693816071925,209.1734897496579,131.87922690787366,-0.0020081772354094813
5_Kmimic_3,1.6816403583594536e-08,0.12830172698669384,136.05637649939672,0.05637649939671974,0.0531981897124914,-1680.9981903172966,197.91048362366328,128.30347269288987,-0.0005159666402978632
5_Kmimic_3,1.7298515530752273e-08,0.12472598961027447,137.41898077587769,0.4189807758776851,0.24343588532261812,-7066.452521917062,187.12610725667406,124.72775534292028,-0.002427397212623283
5_Kmimic_3,1.7809086867566735e-08,0.12115025223385509,138.82122340301785,0.8212234030178536,0.14681552535362963,-3914.406996741254,176.50953664842442,121.1520070625258,-0.0015109029794206103
5_Kmimic_3,1.83507141681187e-08,0.11757451485743571,140.2654797445815,0.265479744581512,0.19500024979844716,-4416.669177457561,166.2639519596463,117.57627371341786,-0.001921575208340528
5_Kmimic_3,1.8926319868482312e-08,0.11399877748101633,141.75434550355547,0.75434550355547,0.18530836482111437,-3853.3014340942073,156.30415372223803,114.000534779593,-0.0018969185672301249
5_Kmimic_3,1.953920485350649e-08,0.11042304010459696,143.29066436382658,0.2906643638265791,0.20617859142786915,-3640.360317807043,146.66001485445395,110.42479847529401,-0.0020356326888652035
5_Kmimic_3,2.0193111984261764e-08,0.10684730272817758,144.87756116462754,0.8775611646275365,0.10744756696509826,-1740.85809262532,137.28341441094048,106.84905139640749,-0.001110718375753145
5_Kmimic_3,2.089230241967539e-08,0.1032715653517582,146.51847971046357,0.5184797104635663,0.24965850030118275,-3432.6952991988655,128.29637726111196,103.2733261200985,-0.0025086757568158033
5_Kmimic_3,2.1641648716020866e-08,0.09969582797533882,148.21722811258985,0.21722811258985075,0.17004005969050187,-1983.5757741247255,119.54173660999743,99.69758093817592,-0.001669398401957755
5_Kmimic_3,2.2446748495102535e-08,0.09612009059891943,149.97803189915015,0.9780318991501531,0.02148550339489786,-229.78187083975462,111.08008026507838,96.12183076272228,-0.00022389041861762654
5_Kmimic_3,2.3314064485281772e-08,0.09254435322250006,151.80559726389367,0.8055972638936737,0.15661031230070036,-1420.064318067337,103.00710573630161,92.54610406426015,-0.001609624406765077
5_Kmimic_3,2.4251098426005375e-08,0.08896861584608068,153.70518698284903,0.7051869828490283,0.2078983020693126,-1597.68688051726,95.2147938732988,88.97037006217123,-0.0021198075932074216
5_Kmimic_3,2.5266608600415885e-08,0.0853928784696613,155.6827117655965,0.6827117655965083,0.21661641071260662,-1410.3103280709433,87.7183479472857,85.39463264281218,-0.0022047689976473603
5_Kmimic_3,2.637088440822538e-08,0.08181714109324192,157.7448411562561,0.7448411562560864,0.19005280820318268,-1047.8388107882831,80.52185344190978,81.81889272263733,-0.0019438982186035915
5_Kmimic_3,2.7576096242460358e-08,0.07824140371682255,159.89913925931512,0.8991392593151204,0.09068785167337708,-423.21841658668166,73.61977952846776,78.24314806251306,-0.0009390255606834842
5_Kmimic_3,2.889674591043195e-08,0.07466566634040317,162.1542322514743,0.15423225147429775,0.13044466407946673,-476.4296660978169,67.05200503975765,74.66741286631321,-0.0012744559214163038
5_Kmimic_3,3.035025301567654e-08,0.07108992896398379,164.52001706863538,0.5200170686353829,0.24959931696324636,-770.776945802181,60.804006327601435,71.09168249354991,-0.0025081813575515695
5_Kmimic_3,3.195772756352849e-08,0.06751419158756441,167.00792380253563,0.007923802535628965,0.007861015889005325,-18.973553640910755,54.808189102591584,67.51593036406956,-7.594351832524195e-05
5_Kmimic_3,3.374500201159005e-08,0.06393845421114504,169.631249878665,0.6312498786649883,0.23277346935042587,-474.4703479940644,49.18646795544578,63.94020546498762,-0.002359475021684171
5_Kmimic_3,3.574402995605109e-08,0.060362716834725653,172.4055902100077,0.4055902100076878,0.24108679155360752,-383.577855213225,43.84080108246727,60.364467856796836,-0.0024011113039559056
5_Kmimic_3,3.7531285839738116e-08,0.05748830166824504,174.7576722622307,0.7576722622306988,0.18360500527691398,-247.01316571396958,39.76047225527278,57.49004943306456,-0.0018796768961659425
5_Kmimic_3,3.950667990125747e-08,0.05461388650176443,177.23042922687068,0.23042922687068312,0.17733159827446238,-186.50868909003827,35.88387617555677,54.61563353913022,-0.0017424718413833079
5_Kmimic_3,4.1701569635388726e-08,0.051739471335283824,179.8369166224372,0.8369166224372009,0.13648718952550862,-121.22527085151312,32.20412826888123,51.741216348123636,-0.0014060745491616857
5_Kmimic_3,4.415469089311554e-08,0.04886505616880322,182.59243021841166,0.5924302184116641,0.24145665472437208,-167.4113500954931,28.73405998180547,48.86680538162136,-0.002439832477208324
5_Kmimic_3,4.691446394403949e-08,0.045990641002322606,185.51505017538517,0.51505017538517,0.24977349222087564,-135.07341600744803,25.45457134487769,45.99239009866852,-0.0025086041528635194
5_Kmimic_3,5.0042221645107214e-08,0.043116225835842,188.6263606166914,0.626360616691386,0.23403299454937262,-98.61905589810405,22.37242824562811,43.11797393408987,-0.002370997114702479
5_Kmimic_3,5.361682123954914e-08,0.04024181066936139,191.95241794364668,0.9524179436466795,0.045318004266509906,-14.863557967414396,19.480430801755105,40.24355185118179,-0.00047112008116851283
5_Kmimic_3,5.7741384926765393e-08,0.03736739550288078,195.52507878043377,0.5250787804337733,0.2493710547719546,-58.82216629057225,16.80678224017666,37.369143334790806,-0.002506283283402727
5_Kmimic_3,6.255341066483465e-08,0.03449298033640017,199.38386035241405,0.3838603524140467,0.23651158225861058,-40.06291267740555,14.321092199452075,34.494727383229275,-0.0023510450211041475
5_Kmimic_3,6.824039850428868e-08,0.031618565169919566,203.57861252970457,0.5786125297045714,0.24382007017344787,-29.607986582950403,12.035050948950927,31.620312106949196,-0.0024605298469956866
5_Kmimic_3,7.506485291380917e-08,0.028744150003438957,208.17346681306643,0.17346681306642608,0.14337607783100367,-11.523142177529783,9.944702371239323,28.745894087089503,-0.0014022565855035757
5_Kmimic_3,8.28861806155704e-08,0.02603195152906296,212.95151619289976,0.95151619289976,0.04613312754930674,-2.649807796801652,8.155555523887157,26.03369340180356,-0.00047939031197403266
5_Kmimic_3,9.152250608519668e-08,0.023575666712371306,217.72959729281618,0.7295972928161802,0.1972850831314812,-7.493838421474259,6.69262620879224,23.57741181409158,-0.0020142598528732954
5_Kmimic_3,1.0105876689905159e-07,0.02135114842666652,222.50771341737934,0.5077134173793354,0.24994050319233216,-6.277812899913222,5.490744317799576,21.352894332578135,-0.0025076310890835203
5_Kmimic_3,1.1158875565892299e-07,0.019336527984522563,227.28586825538227,0.2858682553822689,0.2041475959469668,-3.39060764311399,4.5036241024291535,19.338272887176945,-0.002013168068047764
5_Kmimic_3,1.232160436780617e-07,0.017512000152143582,232.06406585970154,0.0640658597015431,0.0599614253222453,-0.6583775991293628,3.6931234831611564,17.513742752695787,-0.0005811968933112447
5_Kmimic_3,1.360550011900586e-07,0.015859628449023676,236.84231066129956,0.8423106612995639,0.13282341116065524,-1.0426310053090462,3.030260243753605,15.861372147661404,-0.0013676318234354962
5_Kmimic_3,1.502319243212769e-07,0.014363168818856641,241.62060754781754,0.6206075478175421,0.2354538194094393,-1.222270779577725,2.4865834565251888,14.364913758228766,-0.0023820909736153987
5_Kmimic_3,1.6588627993964042e-07,0.01300790993824798,246.39896195290703,0.3989619529070296,0.23979131303963871,-0.8231520461474043,2.0399703675837713,13.009654772995844,-0.0023841010486072073
5_Kmimic_3,1.831720805329804e-07,0.011780528593344202,251.17737989283575,0.17737989283574507,0.14591626645332467,-0.33120194742622877,1.673198079554678,11.78227233794614,-0.0014258945546729584
5_Kmimic_3,2.0225940280002798e-07,0.010668958702622501,255.95586798544542,0.9558679854454226,0.04218437984593195,-0.06838312267030165,1.3723882871997393,10.670701476554003,-0.0004376087380720983
5_Kmimic_3,2.1579208115009133e-07,0.00966227269823651,259.0779408862571,0.07794088625712448,0.07186610450657846,-0.0840172719952461,1.206017525502305,10.001743057269907,-0.0006964077096068475
