RhoExtraEP(R)
 1   0.0000000 1 0 3
1280
R Rho ExtraE P
  6.6124000e+08  7.4597616e+00  1.0514806e+10  2.7494857e+10
  6.6132154e+08  7.4294767e+00  1.0470510e+10  2.7310604e+10
  6.6140307e+08  7.3991351e+00  1.0426113e+10  2.7127233e+10
  6.6148467e+08  7.3689604e+00  1.0383995e+10  2.6944252e+10
  6.6156621e+08  7.3388972e+00  1.0341938e+10  2.6762418e+10
  6.6164781e+08  7.3088903e+00  1.0299857e+10  2.6581236e+10
  6.6172934e+08  7.2789669e+00  1.0257788e+10  2.6400864e+10
  6.6181088e+08  7.2491069e+00  1.0215708e+10  2.6221261e+10
  6.6189248e+08  7.2192988e+00  1.0173603e+10  2.6042442e+10
  6.6197402e+08  7.1895313e+00  1.0131463e+10  2.5864403e+10
  6.6205555e+08  7.1598010e+00  1.0089281e+10  2.5687144e+10
  6.6213715e+08  7.1301103e+00  1.0047057e+10  2.5510664e+10
  6.6221875e+08  7.1004586e+00  1.0004794e+10  2.5334954e+10
  6.6230029e+08  7.0708542e+00  9.9625001e+09  2.5160034e+10
  6.6238182e+08  7.0412846e+00  9.9201208e+09  2.4985852e+10
  6.6246342e+08  7.0117273e+00  9.8772879e+09  2.4812493e+10
  6.6254496e+08  6.9822097e+00  9.8344151e+09  2.4639863e+10
  6.6262656e+08  6.9527421e+00  9.7915197e+09  2.4468027e+10
  6.6270810e+08  6.9233184e+00  9.7485896e+09  2.4296954e+10
  6.6278963e+08  6.8939381e+00  9.7056266e+09  2.4126642e+10
  6.6287123e+08  6.8645916e+00  9.6626145e+09  2.3957051e+10
  6.6295277e+08  6.8353839e+00  9.6203571e+09  2.3788366e+10
  6.6303430e+08  6.8063426e+00  9.5796705e+09  2.3620241e+10
  6.6311590e+08  6.7773657e+00  9.5389839e+09  2.3453045e+10
  6.6319744e+08  6.7484083e+00  9.4982380e+09  2.3286528e+10
  6.6327904e+08  6.7194853e+00  9.4574500e+09  2.3120777e+10
  6.6336058e+08  6.6905918e+00  9.4166139e+09  2.2955772e+10
  6.6344218e+08  6.6617270e+00  9.3757307e+09  2.2791518e+10
  6.6352371e+08  6.6328945e+00  9.3347994e+09  2.2628024e+10
  6.6360531e+08  6.6040802e+00  9.2937523e+09  2.2465253e+10
  6.6368685e+08  6.5752683e+00  9.2523264e+09  2.2303269e+10
  6.6376838e+08  6.5464826e+00  9.2108503e+09  2.2141999e+10
  6.6384998e+08  6.5177321e+00  9.1693353e+09  2.1981493e+10
  6.6393152e+08  6.4890137e+00  9.1277752e+09  2.1821727e+10
  6.6401306e+08  6.4603310e+00  9.0861732e+09  2.1662710e+10
  6.6409466e+08  6.4316835e+00  9.0445281e+09  2.1504430e+10
  6.6417619e+08  6.4030757e+00  9.0028462e+09  2.1346902e+10
  6.6425773e+08  6.3745003e+00  8.9611131e+09  2.1190083e+10
  6.6433933e+08  6.3459725e+00  8.9193513e+09  2.1034039e+10
  6.6442093e+08  6.3176026e+00  8.8786770e+09  2.0878733e+10
  6.6450246e+08  6.2893968e+00  8.8392161e+09  2.0724115e+10
  6.6458406e+08  6.2612453e+00  8.7997389e+09  2.0570284e+10
  6.6466560e+08  6.2331343e+00  8.7602248e+09  2.0417157e+10
  6.6474714e+08  6.2050667e+00  8.7206769e+09  2.0264743e+10
  6.6482874e+08  6.1770172e+00  8.6807962e+09  2.0113070e+10
  6.6491027e+08  6.1489973e+00  8.6407158e+09  1.9962114e+10
  6.6499181e+08  6.1210270e+00  8.6006159e+09  1.9811877e+10
  6.6507341e+08  6.0931082e+00  8.5604966e+09  1.9662365e+10
  6.6515494e+08  6.0652404e+00  8.5203574e+09  1.9513569e+10
  6.6523648e+08  6.0374246e+00  8.4801981e+09  1.9365489e+10
  6.6531808e+08  6.0096607e+00  8.4400169e+09  1.9218127e+10
  6.6539968e+08  5.9819489e+00  8.3998157e+09  1.9071474e+10
  6.6548122e+08  5.9542880e+00  8.3595904e+09  1.8925531e+10
  6.6556282e+08  5.9266806e+00  8.3193441e+09  1.8780305e+10
  6.6564435e+08  5.8991208e+00  8.2790671e+09  1.8635764e+10
  6.6572589e+08  5.8716125e+00  8.2387666e+09  1.8491933e+10
  6.6580749e+08  5.8442721e+00  8.1994368e+09  1.8348870e+10
  6.6588902e+08  5.8171010e+00  8.1613645e+09  1.8206394e+10
  6.6597056e+08  5.7899632e+00  8.1229619e+09  1.8064730e+10
  6.6605216e+08  5.7628455e+00  8.0843638e+09  1.7923715e+10
  6.6613370e+08  5.7357745e+00  8.0457452e+09  1.7783396e+10
  6.6621523e+08  5.7087493e+00  8.0071081e+09  1.7643772e+10
  6.6629683e+08  5.6817684e+00  7.9684480e+09  1.7504842e+10
  6.6637837e+08  5.6548300e+00  7.9297618e+09  1.7366602e+10
  6.6645997e+08  5.6279321e+00  7.8910479e+09  1.7229052e+10
  6.6654157e+08  5.6010737e+00  7.8523039e+09  1.7092192e+10
  6.6662310e+08  5.5742521e+00  7.8135255e+09  1.6956018e+10
  6.6670464e+08  5.5474663e+00  7.7747113e+09  1.6820532e+10
  6.6678624e+08  5.5207133e+00  7.7358572e+09  1.6685730e+10
  6.6686778e+08  5.4939942e+00  7.6969626e+09  1.6551615e+10
  6.6694931e+08  5.4673018e+00  7.6580168e+09  1.6418174e+10
  6.6703091e+08  5.4405990e+00  7.6188099e+09  1.6285324e+10
  6.6711245e+08  5.4139709e+00  7.5795466e+09  1.6153443e+10
  6.6719398e+08  5.3875079e+00  7.5420298e+09  1.6021861e+10
  6.6727558e+08  5.3611283e+00  7.5045576e+09  1.5891246e+10
  6.6735712e+08  5.3347483e+00  7.4670116e+09  1.5761189e+10
  6.6743872e+08  5.3083968e+00  7.4294282e+09  1.5631826e+10
  6.6752032e+08  5.2820654e+00  7.3917967e+09  1.5503122e+10
  6.6760186e+08  5.2557573e+00  7.3541197e+09  1.5375095e+10
  6.6768339e+08  5.2294731e+00  7.3163981e+09  1.5247740e+10
  6.6776499e+08  5.2032084e+00  7.2786243e+09  1.5121044e+10
  6.6784653e+08  5.1769681e+00  7.2408023e+09  1.4995017e+10
  6.6792806e+08  5.1507540e+00  7.2029348e+09  1.4869671e+10
  6.6800966e+08  5.1245604e+00  7.1650109e+09  1.4744971e+10
  6.6809120e+08  5.0983605e+00  7.1267297e+09  1.4620951e+10
  6.6817274e+08  5.0721684e+00  7.0882237e+09  1.4497606e+10
  6.6825434e+08  5.0459952e+00  7.0496635e+09  1.4374866e+10
  6.6833587e+08  5.0198770e+00  7.0111012e+09  1.4252900e+10
  6.6841741e+08  4.9939198e+00  6.9737595e+09  1.4131484e+10
  6.6849901e+08  4.9681029e+00  6.9371837e+09  1.4010796e+10
  6.6858061e+08  4.9423165e+00  6.9005732e+09  1.3890745e+10
  6.6866214e+08  4.9165649e+00  6.8639309e+09  1.3771339e+10
  6.6874374e+08  4.8908520e+00  6.8272620e+09  1.3652590e+10
  6.6882528e+08  4.8651786e+00  6.7905654e+09  1.3534490e+10
  6.6890682e+08  4.8395448e+00  6.7538401e+09  1.3417037e+10
  6.6898842e+08  4.8139558e+00  6.7170924e+09  1.3300246e+10
  6.6906995e+08  4.7883921e+00  6.6802232e+09  1.3184066e+10
  6.6915149e+08  4.7628293e+00  6.6428800e+09  1.3068585e+10
  6.6923309e+08  4.7373042e+00  6.6055091e+09  1.2953705e+10
  6.6931462e+08  4.7118316e+00  6.5681300e+09  1.2839485e+10
  6.6939616e+08  4.6864095e+00  6.5307397e+09  1.2725919e+10
  6.6947776e+08  4.6610150e+00  6.4933012e+09  1.2612889e+10
  6.6955930e+08  4.6357317e+00  6.4559375e+09  1.2500766e+10
  6.6964090e+08  4.6106529e+00  6.4203300e+09  1.2388936e+10
  6.6972250e+08  4.5856977e+00  6.3849180e+09  1.2277998e+10
  6.6980403e+08  4.5607710e+00  6.3494646e+09  1.2167591e+10
  6.6988557e+08  4.5358963e+00  6.3140019e+09  1.2057820e+10
  6.6996717e+08  4.5110741e+00  6.2785306e+09  1.1948686e+10
  6.7004870e+08  4.4862857e+00  6.2429722e+09  1.1840134e+10
  6.7013024e+08  4.4614954e+00  6.2068797e+09  1.1732270e+10
  6.7021184e+08  4.4367423e+00  6.1707648e+09  1.1624974e+10
  6.7029338e+08  4.4120483e+00  6.1346545e+09  1.1518329e+10
  6.7037491e+08  4.3874035e+00  6.0985354e+09  1.1412295e+10
