configuration,model,values,failing,max_bound_fraction,combined_margin,bulk_margin,near_zero_margin
baseline-8-threads,5_Kmimic_1,213524,604,1.7982220574512,0.5561048458149824,0.01724241486068128,132.18770654329023
baseline-8-threads,5_Kmimic_2,213511,3363,2.3940492385512595,0.41770235294122116,0.011253035714285894,88.69966294128078
baseline-1-thread,5_Kmimic_1,213524,604,1.7982220574512,0.5561048458149824,0.01724241486068128,132.18770654329023
baseline-1-thread,5_Kmimic_2,213511,3363,2.3940492385512595,0.41770235294122116,0.011253035714285894,88.69966294128078
accuracy-boost-2,5_Kmimic_1,221355,2710,1.3547198439357262,0.7381600000002985,0.010230091438071407,82.80887711162616
accuracy-boost-2,5_Kmimic_2,221342,0,0.8845616066120767,1.1305035087720563,0.06295626666666429,388.80248833592674
background-2000-points,5_Kmimic_1,213524,2,1.0834994699187208,0.9229353846153847,0.6605947368424097,2114.164904862574
background-2000-points,5_Kmimic_2,213511,3,2.1673437035569205,0.46139428571428576,0.005040921612822444,1545.5950540958063
